Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH
9.92,5.167,20.855,-0.044,-0.066,0.045,-0.014
9.94,5.054,20.733,-0.044,-0.058,0.044,-0.014
9.96,3.641,20.2,-0.07,-0.022,0.042,-0.014
9.98,3.228,20.518,-0.084,-0.03,0.04,-0.016
10.0,3.181,20.741,-0.088,-0.039,0.038,-0.016
10.02,3.522,19.606,-0.062,0.01,0.038,-0.014
10.04,3.68,19.028,-0.047,0.037,0.037,-0.014
10.06,3.433,20.091,-0.069,-0.008,0.035,-0.016
10.08,3.25,20.722,-0.083,-0.036,0.033,-0.016
10.1,2.501,19.86,-0.088,0.008,0.031,-0.014
10.12,3.108,19.199,-0.062,0.036,0.031,-0.014
10.14,3.818,19.487,-0.047,0.018,0.03,-0.014
10.16,2.815,19.31,-0.069,0.031,0.028,-0.012
10.18,2.811,18.493,-0.057,0.067,0.028,-0.011
10.2,2.893,18.063,-0.047,0.084,0.026,-0.009
10.22,3.308,18.465,-0.044,0.062,0.026,-0.009
10.24,3.449,18.687,-0.043,0.048,0.024,-0.007
10.26,3.166,18.2,-0.043,0.07,0.024,-0.005
10.28,4.271,18.303,-0.017,0.057,0.024,-0.005
10.3,3.9,18.504,-0.029,0.047,0.023,-0.004
10.32,3.242,18.047,-0.04,0.07,0.023,-0.002
10.34,4.217,18.169,-0.017,0.057,0.023,-0.002
10.36,4.821,18.215,-0.004,0.047,0.023,-0.0
10.38,4.033,18.417,-0.026,0.044,0.021,-0.0
10.4,3.534,18.422,-0.04,0.043,0.021,0.002
10.42,4.33,18.298,-0.018,0.043,0.021,0.002
10.44,5.159,18.72,-0.004,0.017,0.021,0.002
10.46,6.145,18.228,0.027,0.029,0.023,0.003
10.48,6.547,17.95,0.041,0.04,0.023,0.003
10.5,6.019,18.49,0.018,0.017,0.023,0.003
10.52,5.685,18.816,0.004,0.004,0.023,0.003
10.54,5.588,18.91,-0.0,-0.001,0.023,0.003
10.56,6.582,18.751,0.026,-0.001,0.024,0.003
10.58,7.112,18.66,0.04,-0.0,0.024,0.003
10.6,6.329,18.762,0.018,-0.0,0.024,0.003
10.62,6.486,18.092,0.03,0.026,0.026,0.005
10.64,6.674,17.763,0.04,0.041,0.026,0.005
10.66,6.15,18.3,0.017,0.018,0.026,0.005
10.68,7.187,19.045,0.03,-0.022,0.028,0.003
10.7,7.792,19.339,0.04,-0.041,0.028,0.003
10.72,6.72,19.025,0.017,-0.019,0.028,0.003
10.74,6.412,19.384,0.004,-0.031,0.028,0.002
10.76,6.744,20.152,-0.001,-0.067,0.028,-0.0
10.78,7.634,19.821,0.026,-0.058,0.03,-0.0
10.8,8.071,19.624,0.04,-0.048,0.03,-0.002
10.82,7.245,19.656,0.018,-0.044,0.03,-0.002
10.84,6.771,19.779,0.004,-0.043,0.03,-0.004
10.86,6.979,20.373,-0.0,-0.07,0.03,-0.005
10.88,6.836,20.143,-0.001,-0.058,0.03,-0.005
10.9,6.417,19.44,-0.0,-0.021,0.03,-0.005
10.92,5.576,19.826,-0.026,-0.029,0.028,-0.007
10.94,5.556,20.654,-0.041,-0.066,0.028,-0.009
10.96,6.276,20.382,-0.018,-0.057,0.028,-0.009
10.98,6.354,19.625,-0.004,-0.022,0.028,-0.009
11.0,5.657,19.988,-0.026,-0.03,0.026,-0.011
11.02,5.297,20.241,-0.04,-0.039,0.026,-0.011
11.04,5.825,19.701,-0.018,-0.017,0.026,-0.011
11.06,5.178,19.533,-0.03,-0.003,0.024,-0.011
11.08,4.791,19.508,-0.04,0.001,0.024,-0.011
11.1,5.619,19.386,-0.017,0.001,0.024,-0.011
11.12,5.137,19.484,-0.03,0.0,0.023,-0.011
11.14,4.795,19.541,-0.04,0.0,0.023,-0.011
11.16,5.624,19.427,-0.017,-0.0,0.023,-0.011
11.18,6.127,19.357,-0.004,-0.0,0.023,-0.011
11.2,5.296,19.496,-0.026,-0.0,0.021,-0.011
11.22,4.812,19.568,-0.04,-0.0,0.021,-0.011
11.24,5.959,20.029,-0.018,-0.026,0.021,-0.012
11.26,6.643,20.23,-0.004,-0.041,0.021,-0.012
11.28,6.532,19.781,0.0,-0.018,0.021,-0.012
11.3,5.391,19.672,-0.026,-0.004,0.019,-0.012
11.32,4.483,19.091,-0.04,0.027,0.019,-0.011
11.34,5.11,18.702,-0.018,0.041,0.019,-0.011
11.36,5.907,19.069,-0.004,0.018,0.019,-0.011
11.38,5.909,18.748,0.0,0.03,0.019,-0.009
11.4,5.814,18.562,0.001,0.04,0.019,-0.009
11.42,6.093,19.0,0.0,0.017,0.019,-0.009
11.44,6.265,19.262,0.0,0.004,0.019,-0.009
11.46,6.324,19.34,-0.0,-0.001,0.019,-0.009
11.48,5.994,18.772,-0.0,0.026,0.019,-0.007
11.5,6.818,18.333,0.026,0.04,0.021,-0.007
11.52,7.612,18.683,0.041,0.018,0.021,-0.007
11.54,6.995,19.064,0.018,0.004,0.021,-0.007
11.56,6.558,19.219,0.004,-0.0,0.021,-0.007
11.58,6.419,19.247,-0.0,-0.001,0.021,-0.007
11.6,6.414,19.24,-0.001,-0.0,0.021,-0.007
11.62,6.094,18.657,-0.0,0.026,0.021,-0.005
11.64,5.941,18.382,-0.0,0.041,0.021,-0.005
11.66,6.235,18.808,0.0,0.018,0.021,-0.005
11.68,6.077,18.502,0.0,0.03,0.021,-0.004
11.7,5.968,18.313,0.0,0.04,0.021,-0.004
11.72,6.263,18.745,0.0,0.017,0.021,-0.004
11.74,7.436,18.843,0.026,0.004,0.023,-0.004
11.76,7.014,19.005,0.014,-0.001,0.021,-0.004
11.78,5.72,19.194,-0.023,-0.001,0.021,-0.004
11.8,6.026,19.14,-0.014,-0.0,0.021,-0.004
11.82,6.728,19.656,-0.004,-0.026,0.021,-0.005
11.84,7.06,19.901,-0.0,-0.041,0.021,-0.005
11.86,6.822,19.467,0.0,-0.018,0.021,-0.005
11.88,6.655,19.197,0.0,-0.004,0.021,-0.005
11.9,6.952,19.686,0.0,-0.026,0.021,-0.007
11.92,7.133,19.949,0.0,-0.04,0.021,-0.007
11.94,6.873,19.528,-0.0,-0.018,0.021,-0.007
11.96,6.715,19.264,-0.0,-0.004,0.021,-0.007
11.98,7.02,19.755,-0.0,-0.026,0.021,-0.009
12.0,6.213,20.178,-0.026,-0.04,0.019,-0.009
12.02,5.447,19.83,-0.041,-0.018,0.019,-0.009
12.04,6.091,19.452,-0.018,-0.004,0.019,-0.009
12.06,6.555,19.298,-0.004,0.0,0.019,-0.009
12.08,6.72,19.269,0.0,0.001,0.019,-0.009
12.1,6.75,19.276,0.001,0.0,0.019,-0.009
12.12,5.758,19.444,-0.026,0.0,0.017,-0.009
12.14,5.254,19.52,-0.041,-0.0,0.017,-0.009
12.16,6.066,19.406,-0.018,-0.0,0.017,-0.009
12.18,6.581,19.334,-0.004,-0.0,0.017,-0.009
12.2,6.749,19.312,0.0,-0.0,0.017,-0.009
12.22,6.773,19.311,0.001,0.0,0.017,-0.009
12.24,6.769,19.314,0.0,0.0,0.017,-0.009
12.26,5.778,19.476,-0.026,0.0,0.016,-0.009
12.28,5.279,19.55,-0.041,0.0,0.016,-0.009
12.3,6.093,19.436,-0.018,0.0,0.016,-0.009
12.32,6.953,19.938,-0.004,-0.026,0.016,-0.011
12.34,7.296,20.187,0.0,-0.041,0.016,-0.011
12.36,7.041,19.759,0.001,-0.018,0.016,-0.011
12.38,6.861,19.494,0.0,-0.004,0.016,-0.011
12.4,7.8,19.255,0.026,0.0,0.017,-0.011
12.42,11.286,18.7,0.12,0.001,0.023,-0.011
12.44,12.0,17.396,0.245,0.027,0.03,-0.009
12.46,12.0,16.62,0.326,0.041,0.037,-0.009
12.48,12.0,16.66,0.378,0.018,0.045,-0.009
12.5,12.0,16.742,0.394,0.004,0.052,-0.009
12.52,12.0,16.531,0.422,-0.0,0.063,-0.009
12.54,12.0,16.207,0.461,-0.001,0.072,-0.009
12.56,12.0,16.846,0.425,-0.027,0.079,-0.011
12.58,12.0,17.104,0.4,-0.041,0.087,-0.011
12.6,12.0,16.605,0.392,-0.018,0.094,-0.011
12.62,12.0,16.362,0.365,-0.004,0.101,-0.011
12.64,12.0,16.807,0.351,-0.026,0.108,-0.012
12.66,12.0,17.547,0.348,-0.066,0.115,-0.014
12.68,12.0,18.013,0.322,-0.085,0.12,-0.016
12.7,12.0,18.119,0.308,-0.089,0.127,-0.018
12.72,12.0,17.536,0.305,-0.062,0.133,-0.018
12.74,12.0,18.097,0.252,-0.074,0.136,-0.021
12.76,12.0,18.91,0.224,-0.11,0.141,-0.023
12.78,12.0,18.79,0.216,-0.101,0.145,-0.024
12.8,12.0,18.17,0.19,-0.065,0.148,-0.024
12.82,12.0,18.626,0.15,-0.073,0.15,-0.028
12.84,12.0,19.403,0.133,-0.109,0.154,-0.03
12.86,12.0,19.868,0.129,-0.128,0.155,-0.033
12.88,12.0,20.119,0.103,-0.132,0.157,-0.035
12.9,12.0,20.288,0.09,-0.132,0.159,-0.038
12.92,12.0,20.324,0.086,-0.131,0.161,-0.04
12.94,12.0,20.581,0.06,-0.131,0.161,-0.044
12.96,12.0,21.416,0.02,-0.157,0.161,-0.047
12.98,12.0,21.336,0.002,-0.145,0.161,-0.049
13.0,12.0,20.145,-0.002,-0.082,0.161,-0.049
13.02,12.0,19.751,-0.028,-0.05,0.159,-0.051
13.04,12.0,20.959,-0.067,-0.094,0.157,-0.054
13.06,11.775,21.108,-0.085,-0.096,0.155,-0.054
13.08,11.314,20.616,-0.089,-0.065,0.154,-0.056
13.1,11.163,20.304,-0.088,-0.047,0.152,-0.056
13.12,10.205,20.459,-0.114,-0.043,0.148,-0.058
13.14,8.762,20.708,-0.154,-0.043,0.145,-0.058
13.16,8.138,20.93,-0.172,-0.043,0.141,-0.059
13.18,7.992,21.005,-0.176,-0.044,0.138,-0.059
13.2,7.671,20.552,-0.176,-0.017,0.134,-0.059
13.22,7.509,20.327,-0.175,-0.003,0.131,-0.059
13.24,6.811,21.035,-0.201,-0.026,0.126,-0.061
13.26,5.471,21.588,-0.241,-0.04,0.12,-0.061
13.28,5.128,20.607,-0.233,0.009,0.117,-0.059
13.3,5.073,20.099,-0.223,0.037,0.112,-0.059
13.32,4.087,20.063,-0.245,0.045,0.106,-0.058
13.34,3.525,20.203,-0.258,0.045,0.101,-0.058
13.36,2.944,19.677,-0.262,0.071,0.096,-0.054
13.38,2.333,18.926,-0.263,0.111,0.091,-0.052
13.4,2.343,19.093,-0.262,0.102,0.086,-0.051
13.42,2.365,19.296,-0.262,0.092,0.08,-0.049
13.44,1.958,18.813,-0.262,0.114,0.075,-0.045
13.46,0.681,18.727,-0.288,0.127,0.068,-0.044
13.48,0.671,19.808,-0.302,0.079,0.063,-0.044
13.5,1.002,19.09,-0.28,0.103,0.058,-0.038
13.52,0.453,17.566,-0.266,0.176,0.052,-0.035
13.54,1.029,18.449,-0.261,0.133,0.047,-0.035
13.56,0.955,18.454,-0.261,0.125,0.042,-0.03
13.58,0.443,17.919,-0.261,0.154,0.037,-0.028
13.6,-0.602,18.205,-0.288,0.144,0.03,-0.024
13.62,-1.491,17.891,-0.302,0.161,0.024,-0.021
13.64,0.691,18.498,-0.253,0.119,0.021,-0.021
13.66,1.836,18.767,-0.225,0.094,0.016,-0.018
13.68,0.451,17.934,-0.243,0.139,0.01,-0.014
13.7,-0.224,17.981,-0.257,0.141,0.005,-0.012
13.72,0.479,17.888,-0.236,0.135,0.002,-0.009
13.74,0.488,17.313,-0.222,0.158,-0.003,-0.005
13.76,0.679,17.521,-0.218,0.145,-0.007,-0.004
13.78,1.961,18.064,-0.191,0.108,-0.01,-0.002
13.8,2.201,17.741,-0.177,0.117,-0.014,0.002
13.82,0.741,17.1,-0.2,0.153,-0.019,0.005
13.84,1.193,17.147,-0.188,0.145,-0.021,0.007
13.86,2.793,17.623,-0.152,0.109,-0.024,0.009
13.88,2.572,17.991,-0.16,0.091,-0.028,0.01
13.9,2.14,18.107,-0.17,0.086,-0.031,0.012
13.92,2.845,17.944,-0.148,0.086,-0.033,0.014
13.94,3.173,17.839,-0.134,0.087,-0.037,0.016
13.96,3.563,18.338,-0.13,0.061,-0.038,0.016
13.98,3.6,18.582,-0.13,0.047,-0.042,0.017
14.0,3.209,18.109,-0.131,0.069,-0.044,0.019
14.02,4.213,18.232,-0.104,0.057,-0.045,0.019
14.04,4.738,18.3,-0.09,0.047,-0.047,0.021
14.06,4.838,18.371,-0.086,0.044,-0.049,0.021
14.08,5.09,18.906,-0.086,0.017,-0.051,0.021
14.1,4.815,18.625,-0.087,0.029,-0.052,0.023
14.12,5.583,18.292,-0.061,0.04,-0.052,0.023
14.14,6.28,18.672,-0.047,0.017,-0.054,0.023
14.16,6.551,18.911,-0.043,0.004,-0.054,0.023
14.18,6.518,19.013,-0.043,-0.001,-0.056,0.023
14.2,6.122,18.448,-0.043,0.026,-0.056,0.024
14.22,5.844,18.195,-0.044,0.04,-0.058,0.024
14.24,6.079,18.619,-0.044,0.018,-0.058,0.024
14.26,7.502,19.325,-0.017,-0.022,-0.058,0.023
14.28,8.202,19.607,-0.003,-0.041,-0.058,0.023
14.3,8.029,19.166,0.001,-0.019,-0.058,0.023
14.32,7.168,19.622,-0.026,-0.031,-0.059,0.021
14.34,6.723,19.881,-0.04,-0.04,-0.059,0.021
14.36,7.541,19.907,-0.018,-0.044,-0.059,0.019
14.38,8.357,20.421,-0.004,-0.071,-0.059,0.017
14.4,8.324,20.166,0.0,-0.058,-0.059,0.017
14.42,7.844,19.467,0.001,-0.021,-0.059,0.017
14.44,8.26,20.276,0.0,-0.056,-0.059,0.014
14.46,8.509,20.739,0.0,-0.08,-0.059,0.014
14.48,8.262,20.466,-0.0,-0.061,-0.059,0.012
14.5,8.061,20.219,-0.0,-0.048,-0.059,0.012
14.52,7.644,19.637,-0.0,-0.017,-0.059,0.012
14.54,7.772,19.938,-0.0,-0.029,-0.059,0.01
14.56,7.869,20.149,0.0,-0.039,-0.059,0.01
14.58,7.558,19.732,0.0,-0.017,-0.059,0.01
14.6,7.356,19.483,0.0,-0.004,-0.059,0.01
14.62,7.271,19.413,0.0,0.001,-0.059,0.01
14.64,7.232,19.416,0.0,0.001,-0.059,0.01
14.66,7.202,19.432,0.0,0.0,-0.059,0.01
14.68,6.179,19.604,-0.026,0.0,-0.061,0.01
14.7,5.637,19.687,-0.041,-0.0,-0.061,0.01
14.72,6.405,19.58,-0.018,-0.0,-0.061,0.01
14.74,6.873,19.515,-0.004,-0.0,-0.061,0.01
14.76,6.001,19.66,-0.026,-0.0,-0.063,0.01
14.78,5.47,19.74,-0.04,0.0,-0.063,0.01
14.8,6.22,19.635,-0.018,0.0,-0.063,0.01
14.82,5.685,19.732,-0.03,0.0,-0.065,0.01
14.84,5.64,20.365,-0.04,-0.026,-0.065,0.009
14.86,6.593,20.528,-0.017,-0.041,-0.065,0.009
14.88,5.774,20.199,-0.03,-0.018,-0.066,0.009
14.9,5.2,19.992,-0.04,-0.004,-0.066,0.009
14.92,5.574,19.228,-0.017,0.027,-0.066,0.01
14.94,4.852,19.051,-0.03,0.041,-0.068,0.01
14.96,4.736,19.549,-0.04,0.018,-0.068,0.01
14.98,5.341,19.143,-0.017,0.03,-0.068,0.012
15.0,4.677,19.056,-0.03,0.04,-0.07,0.012
15.02,4.213,18.979,-0.04,0.044,-0.07,0.014
15.04,4.978,18.861,-0.017,0.044,-0.07,0.014
15.06,4.416,18.891,-0.03,0.044,-0.072,0.016
15.08,4.016,18.954,-0.04,0.044,-0.072,0.016
15.1,5.112,19.349,-0.017,0.017,-0.072,0.016
15.12,4.395,19.142,-0.03,0.029,-0.073,0.017
15.14,3.518,18.431,-0.04,0.066,-0.073,0.019
15.16,4.389,18.48,-0.017,0.058,-0.073,0.019
15.18,5.279,19.104,-0.004,0.022,-0.073,0.019
15.2,5.261,18.863,0.001,0.03,-0.073,0.021
15.22,5.107,18.685,0.001,0.039,-0.073,0.021
15.24,3.986,18.705,-0.026,0.043,-0.075,0.023
15.26,3.414,18.769,-0.041,0.044,-0.075,0.023
15.28,4.495,19.164,-0.018,0.018,-0.075,0.023
15.3,5.131,19.371,-0.004,0.003,-0.075,0.023
15.32,4.945,18.854,0.0,0.026,-0.075,0.024
15.34,4.736,18.588,0.001,0.04,-0.075,0.024
15.36,5.937,18.853,0.027,0.018,-0.073,0.024
15.38,6.558,19.049,0.041,0.004,-0.073,0.024
15.4,5.759,19.25,0.018,-0.0,-0.073,0.024
15.42,5.213,19.333,0.004,-0.001,-0.073,0.024
15.44,5.006,19.351,-0.0,-0.0,-0.073,0.024
15.46,4.945,19.351,-0.001,-0.0,-0.073,0.024
15.48,4.914,19.35,-0.0,0.0,-0.073,0.024
15.5,5.87,19.193,0.026,0.0,-0.072,0.024
15.52,6.335,19.123,0.041,0.0,-0.072,0.024
15.54,5.487,19.242,0.018,0.0,-0.072,0.024
15.56,4.938,19.318,0.004,0.0,-0.072,0.024
15.58,4.736,19.343,-0.0,0.0,-0.072,0.024
15.6,5.672,19.189,0.026,0.0,-0.07,0.024
15.62,6.15,19.117,0.04,0.0,-0.07,0.024
15.64,4.967,18.66,0.018,0.026,-0.07,0.026
15.66,4.247,18.464,0.004,0.041,-0.07,0.026
15.68,4.325,18.917,-0.0,0.018,-0.07,0.026
15.7,4.443,19.189,-0.001,0.004,-0.07,0.026
15.72,5.461,19.113,0.026,-0.0,-0.068,0.026
15.74,5.938,19.047,0.041,-0.001,-0.068,0.026
15.76,5.435,19.729,0.018,-0.027,-0.068,0.024
15.78,5.06,20.068,0.004,-0.041,-0.068,0.024
15.8,4.581,19.663,-0.0,-0.018,-0.068,0.024
15.82,4.351,19.398,-0.001,-0.004,-0.068,0.024
15.84,4.27,19.315,-0.0,0.0,-0.068,0.024
15.86,4.233,19.309,-0.0,0.001,-0.068,0.024
15.88,4.2,19.32,0.0,0.0,-0.068,0.024
15.9,4.161,19.328,0.0,0.0,-0.068,0.024
15.92,4.464,19.906,0.0,-0.026,-0.068,0.023
15.94,4.597,20.179,0.0,-0.041,-0.068,0.023
15.96,4.276,19.754,-0.0,-0.018,-0.068,0.023
15.98,4.059,19.488,-0.0,-0.004,-0.068,0.023
16.0,3.962,19.408,-0.0,0.0,-0.068,0.023
16.02,4.261,19.979,0.0,-0.026,-0.068,0.021
16.04,4.4,20.261,0.0,-0.04,-0.068,0.021
16.06,4.083,19.843,0.0,-0.018,-0.068,0.021
16.08,3.868,19.58,0.0,-0.004,-0.068,0.021
16.1,3.771,19.501,0.0,0.0,-0.068,0.021
16.12,3.725,19.498,0.0,0.001,-0.068,0.021
16.14,3.343,18.937,0.0,0.027,-0.068,0.023
16.16,3.129,18.676,0.0,0.041,-0.068,0.023
16.18,3.366,19.11,0.0,0.018,-0.068,0.023
16.2,3.153,18.809,0.0,0.03,-0.068,0.024
16.22,2.989,18.625,0.0,0.04,-0.068,0.024
16.24,3.228,19.062,0.0,0.017,-0.068,0.024
16.26,3.009,18.751,0.0,0.03,-0.068,0.026
16.28,2.841,18.561,0.0,0.04,-0.068,0.026
16.3,3.079,18.996,0.0,0.017,-0.068,0.026
16.32,3.205,19.258,0.0,0.004,-0.068,0.026
16.34,4.205,19.178,0.026,-0.001,-0.066,0.026
16.36,4.327,18.538,0.041,0.026,-0.066,0.028
16.38,3.3,18.375,0.018,0.04,-0.066,0.028
16.4,3.028,18.87,0.004,0.018,-0.066,0.028
16.42,3.003,19.161,-0.0,0.004,-0.066,0.028
16.44,3.002,19.246,-0.001,-0.0,-0.066,0.028
16.46,2.98,19.251,-0.0,-0.001,-0.066,0.028
16.48,2.942,19.241,-0.0,-0.0,-0.066,0.028
16.5,3.891,19.076,0.026,-0.0,-0.065,0.028
16.52,4.355,19.002,0.041,0.0,-0.065,0.028
16.54,3.51,19.117,0.018,0.0,-0.065,0.028
16.56,2.964,19.189,0.004,0.0,-0.065,0.028
16.58,2.766,19.211,-0.0,0.0,-0.065,0.028
16.6,3.704,19.054,0.026,0.0,-0.063,0.028
16.62,4.186,18.978,0.04,0.0,-0.063,0.028
16.64,3.352,19.092,0.018,0.0,-0.063,0.028
16.66,2.811,19.163,0.004,0.0,-0.063,0.028
16.68,2.614,19.185,-0.0,0.0,-0.063,0.028
16.7,3.553,19.027,0.026,0.0,-0.061,0.028
16.72,4.035,18.951,0.04,0.0,-0.061,0.028
16.74,3.203,19.064,0.018,0.0,-0.061,0.028
16.76,3.308,18.402,0.03,0.026,-0.059,0.03
16.78,3.444,18.08,0.04,0.041,-0.059,0.03
16.8,2.868,18.623,0.017,0.018,-0.059,0.03
16.82,2.515,18.96,0.004,0.004,-0.059,0.03
16.84,3.376,18.903,0.026,-0.0,-0.058,0.03
16.86,3.839,18.835,0.04,-0.001,-0.058,0.03
16.88,4.346,19.352,0.044,-0.027,-0.056,0.028
16.9,4.493,19.612,0.044,-0.041,-0.056,0.028
16.92,3.22,19.317,0.018,-0.018,-0.056,0.028
16.94,3.484,18.961,0.03,-0.004,-0.054,0.028
16.96,4.105,19.396,0.04,-0.026,-0.054,0.026
16.98,4.428,19.615,0.044,-0.04,-0.052,0.026
17.0,4.142,19.19,0.044,-0.018,-0.052,0.026
17.02,2.987,19.06,0.018,-0.004,-0.052,0.026
17.04,3.723,19.465,0.03,-0.026,-0.051,0.024
17.06,4.227,19.675,0.04,-0.04,-0.051,0.024
17.08,4.108,19.209,0.044,-0.018,-0.049,0.024
17.1,3.925,18.941,0.044,-0.004,-0.049,0.024
17.12,4.228,19.408,0.044,-0.026,-0.047,0.023
17.14,5.353,19.512,0.07,-0.04,-0.045,0.023
17.16,4.613,19.153,0.058,-0.018,-0.045,0.023
17.18,4.094,18.916,0.047,-0.004,-0.044,0.023
17.2,3.876,18.852,0.044,0.0,-0.044,0.023
17.22,3.874,18.822,0.043,0.001,-0.042,0.023
17.24,4.205,19.4,0.043,-0.026,-0.042,0.021
17.26,4.415,19.649,0.044,-0.041,-0.04,0.021
17.28,5.106,19.06,0.07,-0.018,-0.038,0.021
17.3,4.471,18.851,0.058,-0.004,-0.038,0.021
17.32,4.074,18.794,0.048,0.0,-0.037,0.021
17.34,4.901,18.645,0.07,0.001,-0.035,0.021
17.36,4.772,19.289,0.057,-0.026,-0.035,0.019
17.38,4.619,19.59,0.047,-0.041,-0.033,0.019
17.4,4.191,19.179,0.044,-0.018,-0.033,0.019
17.42,4.027,18.886,0.043,-0.004,-0.031,0.019
17.44,4.953,18.639,0.07,0.0,-0.03,0.019
17.46,4.5,18.69,0.058,0.001,-0.03,0.019
17.48,4.516,19.297,0.047,-0.026,-0.028,0.017
17.5,5.532,19.43,0.07,-0.041,-0.026,0.017
17.52,4.781,19.065,0.057,-0.018,-0.026,0.017
17.54,4.28,18.82,0.047,-0.004,-0.024,0.017
17.56,4.08,18.752,0.044,0.0,-0.024,0.017
17.58,4.437,19.293,0.043,-0.026,-0.023,0.016
17.6,5.603,19.408,0.07,-0.04,-0.021,0.016
17.62,4.886,19.043,0.058,-0.018,-0.021,0.016
17.64,4.382,18.8,0.047,-0.004,-0.019,0.016
17.66,4.179,18.732,0.044,0.0,-0.019,0.016
17.68,4.536,19.274,0.043,-0.026,-0.017,0.014
17.7,4.713,19.548,0.043,-0.04,-0.017,0.014
17.72,4.484,19.096,0.044,-0.018,-0.016,0.014
17.74,4.302,18.825,0.044,-0.004,-0.016,0.014
17.76,4.287,18.713,0.044,0.0,-0.014,0.014
17.78,4.618,19.276,0.044,-0.026,-0.014,0.012
17.8,4.839,19.527,0.044,-0.04,-0.012,0.012
17.82,4.555,19.1,0.044,-0.018,-0.012,0.012
17.84,4.423,18.805,0.044,-0.004,-0.01,0.012
17.86,4.707,19.292,0.044,-0.026,-0.01,0.01
17.88,4.92,19.528,0.044,-0.04,-0.009,0.01
17.9,4.641,19.104,0.044,-0.018,-0.009,0.01
17.92,4.514,18.813,0.044,-0.004,-0.007,0.01
17.94,4.8,19.301,0.044,-0.026,-0.007,0.009
17.96,5.016,19.537,0.044,-0.04,-0.005,0.009
17.98,4.739,19.114,0.044,-0.018,-0.005,0.009
18.0,4.614,18.822,0.044,-0.004,-0.003,0.009
18.02,4.557,18.737,0.044,0.0,-0.003,0.009
18.04,4.6,18.702,0.044,0.001,-0.002,0.009
18.06,4.949,19.28,0.044,-0.026,-0.002,0.007
18.08,5.176,19.528,0.044,-0.041,0.0,0.007
18.1,4.897,19.098,0.044,-0.018,0.0,0.007
18.12,3.78,18.96,0.017,-0.004,0.0,0.007
18.14,4.21,18.786,0.029,0.0,0.002,0.007
18.16,4.574,18.723,0.04,0.001,0.002,0.007
18.18,4.12,19.416,0.017,-0.026,0.002,0.005
18.2,4.805,19.599,0.03,-0.041,0.003,0.005
18.22,4.889,19.117,0.04,-0.018,0.003,0.005
18.24,3.902,18.961,0.017,-0.004,0.003,0.005
18.26,4.352,18.785,0.03,0.0,0.005,0.005
18.28,4.71,18.723,0.04,0.001,0.005,0.005
18.3,3.905,18.844,0.017,0.0,0.005,0.005
18.32,4.759,19.33,0.03,-0.026,0.007,0.003
18.34,5.298,19.547,0.04,-0.041,0.007,0.003
18.36,4.211,19.232,0.017,-0.018,0.007,0.003
18.38,3.551,19.029,0.004,-0.004,0.007,0.003
18.4,3.354,18.963,-0.001,0.0,0.007,0.003
18.42,4.336,18.796,0.026,0.001,0.009,0.003
18.44,4.868,18.725,0.04,0.0,0.009,0.003
18.46,4.427,19.415,0.018,-0.026,0.009,0.002
18.48,4.107,19.755,0.004,-0.041,0.009,0.002
18.5,3.677,19.347,-0.0,-0.018,0.009,0.002
18.52,3.494,19.076,-0.001,-0.004,0.009,0.002
18.54,3.46,18.988,-0.0,0.0,0.009,0.002
18.56,4.463,18.818,0.026,0.001,0.01,0.002
18.58,4.983,18.75,0.041,0.0,0.01,0.002
18.6,4.189,18.867,0.018,0.0,0.01,0.002
18.62,3.691,18.938,0.004,-0.0,0.01,0.002
18.64,3.54,18.958,-0.0,-0.0,0.01,0.002
18.66,3.533,18.956,-0.001,-0.0,0.01,0.002
18.68,3.555,18.951,-0.0,-0.0,0.01,0.002
18.7,3.916,19.519,-0.0,-0.026,0.01,-0.0
18.72,4.1,19.787,0.0,-0.041,0.01,-0.0
18.74,3.828,19.356,0.0,-0.018,0.01,-0.0
18.76,3.659,19.085,0.0,-0.004,0.01,-0.0
18.78,4.603,18.84,0.026,0.0,0.012,-0.0
18.8,5.111,18.758,0.041,0.001,0.012,-0.0
18.82,4.32,18.879,0.018,0.0,0.012,-0.0
18.84,3.826,18.954,0.004,0.0,0.012,-0.0
18.86,3.678,18.975,-0.0,-0.0,0.012,-0.0
18.88,3.673,18.975,-0.001,-0.0,0.012,-0.0
18.9,3.695,18.969,-0.0,-0.0,0.012,-0.0
18.92,3.712,18.965,-0.0,-0.0,0.012,-0.0
18.94,3.722,18.962,0.0,0.0,0.012,-0.0
18.96,3.729,18.959,0.0,0.0,0.012,-0.0
18.98,3.736,18.957,0.0,0.0,0.012,-0.0
19.0,4.088,19.528,0.0,-0.026,0.012,-0.002
19.02,4.27,19.796,-0.0,-0.041,0.012,-0.002
19.04,3.999,19.366,-0.0,-0.018,0.012,-0.002
19.06,3.832,19.095,-0.0,-0.004,0.012,-0.002
19.08,3.785,19.01,-0.0,0.0,0.012,-0.002
19.1,4.78,18.842,0.026,0.001,0.014,-0.002
19.12,5.3,18.776,0.041,0.0,0.014,-0.002
19.14,4.508,18.894,0.018,0.0,0.014,-0.002
19.16,4.013,18.966,0.004,-0.0,0.014,-0.002
19.18,3.865,18.987,-0.0,-0.0,0.014,-0.002
19.2,3.861,18.986,-0.001,-0.0,0.014,-0.002
19.22,3.884,18.981,-0.0,-0.0,0.014,-0.002
