Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH
0.62,-0.333,10.784,0.001,0.664,0.01,-0.37
0.64,0.559,11.935,0.001,0.587,0.01,-0.358
0.66,0.09,10.98,0.0,0.617,0.01,-0.344
0.68,-0.32,10.142,0.0,0.644,0.01,-0.332
0.7,1.492,11.105,0.026,0.575,0.012,-0.323
0.72,1.744,10.326,0.041,0.587,0.012,-0.307
0.74,0.709,9.931,0.018,0.603,0.012,-0.299
0.76,0.998,9.218,0.03,0.61,0.014,-0.283
0.78,0.948,8.352,0.04,0.638,0.014,-0.272
0.8,0.88,9.417,0.017,0.573,0.014,-0.262
0.82,1.807,9.773,0.03,0.534,0.016,-0.251
0.84,3.287,11.362,0.04,0.443,0.016,-0.246
0.86,3.594,11.263,0.044,0.426,0.017,-0.234
0.88,2.178,8.795,0.044,0.535,0.017,-0.222
0.9,2.07,8.363,0.044,0.544,0.019,-0.213
0.92,3.15,9.9,0.044,0.454,0.019,-0.206
0.94,2.773,10.726,0.017,0.404,0.019,-0.197
0.96,3.4,10.714,0.029,0.39,0.021,-0.19
0.98,4.414,11.551,0.04,0.337,0.021,-0.185
1.0,4.252,12.551,0.017,0.284,0.021,-0.18
1.02,5.004,12.732,0.03,0.263,0.023,-0.175
1.04,5.396,12.621,0.04,0.259,0.023,-0.169
1.06,5.895,13.001,0.044,0.234,0.024,-0.166
1.08,6.407,13.687,0.044,0.194,0.024,-0.162
1.1,6.026,14.668,0.018,0.15,0.024,-0.161
1.12,6.733,14.86,0.03,0.132,0.026,-0.157
1.14,7.511,15.45,0.04,0.102,0.026,-0.157
1.16,7.223,16.327,0.017,0.063,0.026,-0.155
1.18,6.649,16.225,0.004,0.072,0.026,-0.154
1.2,6.741,16.619,-0.001,0.056,0.026,-0.154
1.22,8.215,17.223,0.026,0.02,0.028,-0.154
1.24,8.995,17.549,0.04,0.003,0.028,-0.154
1.26,8.297,17.815,0.018,-0.001,0.028,-0.154
1.28,7.492,17.382,0.004,0.025,0.028,-0.152
1.3,7.197,17.193,-0.0,0.04,0.028,-0.152
1.32,7.503,17.689,-0.001,0.018,0.028,-0.152
1.34,7.436,19.334,-0.027,-0.049,0.026,-0.155
1.36,7.735,20.677,-0.041,-0.108,0.026,-0.157
1.38,8.556,20.631,-0.018,-0.104,0.026,-0.159
1.4,8.001,20.663,-0.03,-0.093,0.024,-0.161
1.42,7.652,20.765,-0.04,-0.088,0.024,-0.162
1.44,8.171,20.202,-0.017,-0.06,0.024,-0.162
1.46,7.904,20.747,-0.03,-0.073,0.023,-0.166
1.48,7.719,21.08,-0.04,-0.083,0.023,-0.166
1.5,7.326,20.848,-0.044,-0.061,0.021,-0.168
1.52,7.184,20.675,-0.044,-0.047,0.021,-0.168
1.54,6.81,20.2,-0.044,-0.017,0.019,-0.168
1.56,6.035,20.74,-0.07,-0.029,0.017,-0.169
1.58,6.648,20.967,-0.058,-0.039,0.017,-0.169
1.6,6.734,20.598,-0.047,-0.017,0.016,-0.169
1.62,7.089,20.979,-0.044,-0.03,0.016,-0.171
1.64,7.225,21.278,-0.043,-0.04,0.014,-0.171
1.66,5.639,20.518,-0.07,0.009,0.012,-0.169
1.68,5.416,19.438,-0.058,0.063,0.012,-0.168
1.7,5.477,19.001,-0.047,0.086,0.01,-0.166
1.72,4.587,19.073,-0.07,0.09,0.009,-0.164
1.74,4.079,19.197,-0.084,0.089,0.007,-0.162
1.76,4.904,19.115,-0.061,0.088,0.007,-0.161
1.78,5.025,18.513,-0.047,0.114,0.005,-0.157
1.8,4.372,18.964,-0.07,0.101,0.003,-0.157
1.82,3.602,18.62,-0.083,0.117,0.002,-0.152
1.84,3.946,17.814,-0.061,0.154,0.002,-0.15
1.86,4.49,17.871,-0.047,0.145,0.0,-0.147
1.88,3.439,17.63,-0.07,0.162,-0.002,-0.143
1.9,3.102,18.039,-0.083,0.145,-0.003,-0.141
1.92,4.014,18.068,-0.061,0.134,-0.003,-0.138
1.94,4.162,17.518,-0.047,0.157,-0.005,-0.134
1.96,3.482,17.894,-0.07,0.144,-0.007,-0.133
1.98,4.035,17.948,-0.057,0.134,-0.007,-0.129
2.0,4.037,17.413,-0.047,0.157,-0.009,-0.126
2.02,4.32,17.632,-0.044,0.145,-0.009,-0.124
2.04,4.736,18.342,-0.043,0.108,-0.01,-0.122
2.06,3.608,18.262,-0.07,0.117,-0.012,-0.119
2.08,3.566,17.433,-0.058,0.153,-0.012,-0.115
2.1,3.977,17.55,-0.047,0.145,-0.014,-0.114
2.12,4.551,18.205,-0.044,0.109,-0.014,-0.112
2.14,5.386,17.828,-0.017,0.117,-0.014,-0.108
2.16,4.767,17.722,-0.029,0.127,-0.016,-0.107
2.18,4.315,17.616,-0.04,0.131,-0.016,-0.103
2.2,5.099,17.472,-0.017,0.131,-0.016,-0.101
2.22,6.249,18.465,-0.004,0.078,-0.016,-0.101
2.24,5.402,18.558,-0.026,0.076,-0.017,-0.098
2.26,4.49,17.989,-0.04,0.109,-0.017,-0.096
2.28,5.371,18.019,-0.018,0.101,-0.017,-0.094
2.3,5.968,18.105,-0.004,0.091,-0.017,-0.093
2.32,6.157,18.134,0.0,0.088,-0.017,-0.091
2.34,6.165,18.125,0.001,0.087,-0.017,-0.089
2.36,6.481,18.677,0.0,0.061,-0.017,-0.089
2.38,6.632,18.923,0.0,0.047,-0.017,-0.087
2.4,6.337,18.471,-0.0,0.069,-0.017,-0.086
2.42,7.141,18.019,0.026,0.083,-0.016,-0.084
2.44,7.927,18.412,0.041,0.061,-0.016,-0.084
2.46,7.628,19.34,0.018,0.021,-0.016,-0.084
2.48,7.014,19.238,0.004,0.029,-0.016,-0.082
2.5,6.741,19.116,-0.0,0.039,-0.016,-0.082
2.52,6.664,19.012,-0.001,0.043,-0.016,-0.08
2.54,6.676,19.039,-0.0,0.044,-0.016,-0.08
2.56,7.021,19.587,-0.0,0.018,-0.016,-0.08
2.58,7.208,19.906,0.0,0.003,-0.016,-0.08
2.6,7.911,19.293,0.026,0.026,-0.014,-0.079
2.62,8.25,18.996,0.041,0.04,-0.014,-0.079
2.64,7.725,19.574,0.018,0.018,-0.014,-0.079
2.66,6.407,20.113,-0.022,0.004,-0.016,-0.079
2.68,5.804,20.334,-0.041,-0.0,-0.016,-0.079
2.7,6.606,20.271,-0.019,-0.001,-0.016,-0.079
2.72,7.127,20.233,-0.004,-0.0,-0.016,-0.079
2.74,6.951,19.674,0.0,0.026,-0.016,-0.077
2.76,6.796,19.444,0.001,0.041,-0.016,-0.077
2.78,7.065,19.918,0.0,0.018,-0.016,-0.077
2.8,6.243,20.391,-0.026,0.004,-0.017,-0.077
2.82,5.793,20.592,-0.041,-0.0,-0.017,-0.077
2.84,6.26,19.953,-0.018,0.026,-0.017,-0.075
2.86,6.589,19.646,-0.004,0.04,-0.017,-0.075
2.88,7.025,20.089,0.0,0.018,-0.017,-0.075
2.9,5.878,19.983,-0.026,0.03,-0.019,-0.073
2.92,5.238,19.914,-0.04,0.04,-0.019,-0.073
2.94,6.317,20.278,-0.018,0.017,-0.019,-0.073
2.96,6.645,19.935,-0.004,0.03,-0.019,-0.072
2.98,5.343,19.348,-0.026,0.066,-0.021,-0.07
3.0,4.957,19.623,-0.04,0.058,-0.021,-0.07
3.02,6.193,20.24,-0.018,0.022,-0.021,-0.07
3.04,6.569,19.984,-0.004,0.03,-0.021,-0.068
3.06,5.269,19.406,-0.026,0.066,-0.023,-0.066
3.08,4.876,19.673,-0.04,0.057,-0.023,-0.066
3.1,5.762,19.709,-0.018,0.048,-0.023,-0.065
3.12,5.96,19.179,-0.004,0.07,-0.023,-0.063
3.14,5.281,19.6,-0.026,0.057,-0.024,-0.063
3.16,4.891,19.831,-0.04,0.047,-0.024,-0.061
3.18,5.376,19.251,-0.018,0.07,-0.024,-0.059
3.2,5.68,18.884,-0.004,0.084,-0.024,-0.058
3.22,6.106,19.321,0.0,0.061,-0.024,-0.058
3.24,6.267,19.548,0.001,0.047,-0.024,-0.056
3.26,4.965,19.253,-0.026,0.07,-0.026,-0.054
3.28,4.254,19.025,-0.041,0.083,-0.026,-0.052
3.3,5.322,19.364,-0.018,0.061,-0.026,-0.052
3.32,5.973,19.516,-0.004,0.047,-0.026,-0.051
3.34,6.178,19.608,0.0,0.043,-0.026,-0.051
3.36,6.17,19.573,0.001,0.043,-0.026,-0.049
3.38,5.798,19.024,0.0,0.07,-0.026,-0.047
3.4,5.584,18.709,0.0,0.084,-0.026,-0.045
3.42,5.852,19.166,-0.0,0.062,-0.026,-0.045
3.44,6.001,19.393,-0.0,0.048,-0.026,-0.044
3.46,5.704,18.931,-0.0,0.07,-0.026,-0.042
3.48,5.853,19.197,-0.0,0.057,-0.026,-0.042
3.5,6.294,19.915,0.0,0.021,-0.026,-0.042
3.52,6.161,19.706,0.0,0.029,-0.026,-0.04
3.54,5.687,18.972,0.0,0.066,-0.026,-0.038
3.56,5.78,19.152,0.0,0.058,-0.026,-0.038
3.58,5.871,19.288,0.0,0.048,-0.026,-0.037
3.6,5.913,19.389,0.0,0.044,-0.026,-0.037
3.62,7.233,19.771,0.026,0.017,-0.024,-0.037
3.64,7.56,19.416,0.041,0.029,-0.024,-0.035
3.66,6.62,19.355,0.018,0.04,-0.024,-0.035
3.68,6.041,19.305,0.004,0.044,-0.024,-0.033
3.7,5.87,19.339,-0.0,0.044,-0.024,-0.033
3.72,5.834,19.296,-0.001,0.044,-0.024,-0.031
3.74,5.845,19.32,-0.0,0.044,-0.024,-0.031
3.76,6.174,19.844,-0.0,0.017,-0.024,-0.031
3.78,6.0,19.562,0.0,0.029,-0.024,-0.03
3.8,5.865,19.386,0.0,0.04,-0.024,-0.03
3.82,6.135,19.836,0.0,0.017,-0.024,-0.03
3.84,6.295,20.116,0.0,0.004,-0.024,-0.03
3.86,5.992,19.641,-0.0,0.026,-0.024,-0.028
3.88,5.812,19.396,-0.0,0.04,-0.024,-0.028
3.9,6.076,19.836,-0.0,0.018,-0.024,-0.028
3.92,5.894,19.546,-0.0,0.03,-0.024,-0.026
3.94,5.763,19.377,0.0,0.04,-0.024,-0.026
3.96,6.037,19.831,0.0,0.017,-0.024,-0.026
3.98,5.852,19.537,0.0,0.03,-0.024,-0.024
4.0,5.719,19.364,0.0,0.04,-0.024,-0.024
4.02,5.991,19.815,0.0,0.017,-0.024,-0.024
4.04,6.151,20.094,0.0,0.004,-0.024,-0.024
4.06,5.847,19.616,0.0,0.026,-0.024,-0.023
4.08,5.666,19.369,0.0,0.04,-0.024,-0.023
4.1,5.929,19.806,0.0,0.018,-0.024,-0.023
4.12,5.746,19.513,0.0,0.03,-0.024,-0.021
4.14,5.614,19.341,0.0,0.04,-0.024,-0.021
4.16,5.887,19.793,0.0,0.017,-0.024,-0.021
4.18,6.046,20.07,0.0,0.004,-0.024,-0.021
4.2,5.742,19.59,0.0,0.026,-0.024,-0.019
4.22,5.56,19.341,0.0,0.04,-0.024,-0.019
4.24,5.823,19.776,0.0,0.018,-0.024,-0.019
4.26,5.984,20.055,0.0,0.004,-0.024,-0.019
4.28,5.682,19.579,0.0,0.026,-0.024,-0.018
4.3,5.5,19.33,0.0,0.04,-0.024,-0.018
4.32,5.763,19.764,0.0,0.018,-0.024,-0.018
4.34,5.924,20.043,0.0,0.004,-0.024,-0.018
4.36,5.621,19.565,0.0,0.026,-0.024,-0.016
4.38,5.439,19.315,0.0,0.04,-0.024,-0.016
4.4,5.701,19.749,0.0,0.018,-0.024,-0.016
4.42,5.516,19.453,0.0,0.03,-0.024,-0.014
4.44,5.383,19.277,0.0,0.04,-0.024,-0.014
4.46,5.655,19.725,0.0,0.017,-0.024,-0.014
4.48,5.813,19.998,0.0,0.004,-0.024,-0.014
4.5,5.507,19.515,0.0,0.026,-0.024,-0.012
4.52,5.324,19.262,0.0,0.04,-0.024,-0.012
4.54,5.585,19.694,0.0,0.018,-0.024,-0.012
4.56,5.4,19.396,0.0,0.03,-0.024,-0.011
4.58,5.266,19.218,0.0,0.04,-0.024,-0.011
4.6,5.536,19.664,0.0,0.017,-0.024,-0.011
4.62,5.694,19.936,0.0,0.004,-0.024,-0.011
4.64,5.388,19.451,0.0,0.026,-0.024,-0.009
4.66,5.204,19.196,0.0,0.04,-0.024,-0.009
4.68,5.464,19.626,0.0,0.018,-0.024,-0.009
4.7,5.623,19.9,0.0,0.004,-0.024,-0.009
4.72,5.665,19.991,0.0,-0.0,-0.024,-0.009
4.74,5.311,19.434,0.0,0.026,-0.024,-0.007
4.76,5.118,19.165,0.0,0.04,-0.024,-0.007
4.78,5.381,19.597,0.0,0.018,-0.024,-0.007
4.8,5.542,19.874,0.0,0.004,-0.024,-0.007
4.82,5.584,19.966,0.0,-0.0,-0.024,-0.007
4.84,5.576,19.982,0.0,-0.001,-0.024,-0.007
4.86,5.213,19.409,0.0,0.026,-0.024,-0.005
4.88,5.021,19.142,0.0,0.041,-0.024,-0.005
4.9,5.286,19.577,0.0,0.018,-0.024,-0.005
4.92,5.447,19.854,0.0,0.004,-0.024,-0.005
4.94,6.481,19.786,0.026,-0.0,-0.023,-0.005
4.96,6.634,19.154,0.041,0.026,-0.023,-0.004
4.98,5.638,18.998,0.018,0.04,-0.023,-0.004
5.0,5.396,19.5,0.004,0.018,-0.023,-0.004
5.02,5.056,19.223,-0.0,0.03,-0.023,-0.002
5.04,4.91,19.044,-0.001,0.04,-0.023,-0.002
5.06,5.196,19.483,-0.0,0.017,-0.023,-0.002
5.08,5.363,19.748,-0.0,0.004,-0.023,-0.002
5.1,5.405,19.832,0.0,-0.001,-0.023,-0.002
5.12,5.396,19.843,0.0,-0.001,-0.023,-0.002
5.14,5.378,19.84,0.0,-0.0,-0.023,-0.002
5.16,5.362,19.841,0.0,-0.0,-0.023,-0.002
5.18,5.348,19.845,-0.0,0.0,-0.023,-0.002
5.2,4.991,19.277,-0.0,0.026,-0.023,-0.0
5.22,4.803,19.013,-0.0,0.041,-0.023,-0.0
5.24,5.068,19.446,-0.0,0.018,-0.023,-0.0
5.26,5.23,19.72,0.0,0.004,-0.023,-0.0
5.28,5.272,19.809,0.0,-0.0,-0.023,-0.0
5.3,5.263,19.82,0.0,-0.001,-0.023,-0.0
5.32,6.237,19.658,0.026,-0.0,-0.021,-0.0
5.34,6.728,19.584,0.041,-0.0,-0.021,-0.0
5.36,5.912,19.703,0.018,0.0,-0.021,-0.0
5.38,5.396,19.779,0.004,0.0,-0.021,-0.0
5.4,4.882,19.233,-0.0,0.026,-0.021,0.002
5.42,4.683,18.969,-0.001,0.041,-0.021,0.002
5.44,4.965,19.399,-0.0,0.018,-0.021,0.002
5.46,5.138,19.67,-0.0,0.004,-0.021,0.002
5.48,5.183,19.757,0.0,-0.0,-0.021,0.002
5.5,5.175,19.767,0.0,-0.001,-0.021,0.002
5.52,5.158,19.762,0.0,-0.0,-0.021,0.002
5.54,5.142,19.761,0.0,-0.0,-0.021,0.002
5.56,5.129,19.763,-0.0,0.0,-0.021,0.002
5.58,5.116,19.767,-0.0,0.0,-0.021,0.002
5.6,4.113,19.93,-0.026,0.0,-0.023,0.002
5.62,3.594,20.007,-0.041,0.0,-0.023,0.002
5.64,4.384,19.896,-0.018,0.0,-0.023,0.002
5.66,4.875,19.827,-0.004,0.0,-0.023,0.002
5.68,5.019,19.809,0.0,0.0,-0.023,0.002
5.7,5.018,19.812,0.001,0.0,-0.023,0.002
5.72,4.989,19.818,0.0,0.0,-0.023,0.002
5.74,4.62,19.25,0.0,0.026,-0.023,0.003
5.76,5.42,18.825,0.026,0.041,-0.021,0.003
5.78,6.192,19.183,0.041,0.018,-0.021,0.003
5.8,5.551,19.57,0.018,0.004,-0.021,0.003
5.82,5.089,19.729,0.004,-0.0,-0.021,0.003
5.84,4.924,19.761,-0.0,-0.001,-0.021,0.003
5.86,4.894,19.757,-0.001,-0.0,-0.021,0.003
5.88,4.894,19.752,-0.0,-0.0,-0.021,0.003
5.9,4.891,19.752,-0.0,0.0,-0.021,0.003
5.92,4.882,19.754,0.0,0.0,-0.021,0.003
5.94,4.524,19.183,0.0,0.026,-0.021,0.005
5.96,4.336,18.916,0.0,0.041,-0.021,0.005
5.98,4.601,19.346,0.0,0.018,-0.021,0.005
6.0,4.763,19.617,-0.0,0.004,-0.021,0.005
6.02,4.805,19.703,-0.0,-0.0,-0.021,0.005
6.04,4.796,19.711,-0.0,-0.001,-0.021,0.005
6.06,4.778,19.704,-0.0,-0.0,-0.021,0.005
6.08,4.762,19.701,0.0,-0.0,-0.021,0.005
6.1,5.093,20.275,0.0,-0.026,-0.021,0.003
6.12,5.256,20.547,0.0,-0.041,-0.021,0.003
6.14,4.966,20.122,0.0,-0.018,-0.021,0.003
6.16,4.779,19.856,0.0,-0.004,-0.021,0.003
6.18,4.712,19.776,0.0,0.0,-0.021,0.003
6.2,4.696,19.772,0.0,0.001,-0.021,0.003
6.22,4.689,19.783,0.0,0.0,-0.021,0.003
6.24,4.68,19.792,0.0,0.0,-0.021,0.003
6.26,4.669,19.796,0.0,-0.0,-0.021,0.003
6.28,4.657,19.799,0.0,-0.0,-0.021,0.003
6.3,4.644,19.802,0.0,-0.0,-0.021,0.003
6.32,4.632,19.805,0.0,-0.0,-0.021,0.003
6.34,4.619,19.808,0.0,0.0,-0.021,0.003
6.36,4.607,19.81,0.0,0.0,-0.021,0.003
6.38,4.595,19.813,0.0,0.0,-0.021,0.003
6.4,4.582,19.816,0.0,0.0,-0.021,0.003
6.42,4.57,19.819,0.0,0.0,-0.021,0.003
6.44,4.557,19.822,0.0,0.0,-0.021,0.003
6.46,4.545,19.825,0.0,0.0,-0.021,0.003
6.48,4.533,19.828,0.0,0.0,-0.021,0.003
6.5,4.866,20.404,0.0,-0.026,-0.021,0.002
6.52,5.029,20.678,0.0,-0.041,-0.021,0.002
6.54,4.739,20.253,0.0,-0.018,-0.021,0.002
6.56,4.552,19.988,0.0,-0.004,-0.021,0.002
6.58,4.486,19.908,0.0,0.0,-0.021,0.002
6.6,5.462,19.746,0.026,0.001,-0.019,0.002
6.62,5.962,19.686,0.041,0.0,-0.019,0.002
6.64,4.806,19.236,0.018,0.026,-0.019,0.003
6.66,4.116,19.043,0.004,0.041,-0.019,0.003
6.68,4.226,19.496,-0.0,0.018,-0.019,0.003
6.7,4.377,19.769,-0.001,0.004,-0.019,0.003
6.72,4.436,19.853,-0.0,-0.0,-0.019,0.003
6.74,4.094,19.287,-0.0,0.026,-0.019,0.005
6.76,3.904,19.009,0.0,0.04,-0.019,0.005
6.78,4.167,19.434,0.0,0.018,-0.019,0.005
6.8,4.329,19.703,0.0,0.004,-0.019,0.005
6.82,4.371,19.788,0.0,-0.0,-0.019,0.005
6.84,4.364,19.796,-0.0,-0.001,-0.019,0.005
6.86,4.346,19.789,-0.0,-0.0,-0.019,0.005
6.88,3.986,19.212,-0.0,0.026,-0.019,0.007
6.9,3.797,18.941,-0.0,0.041,-0.019,0.007
6.92,4.063,19.37,0.0,0.018,-0.019,0.007
6.94,4.226,19.64,0.0,0.004,-0.019,0.007
6.96,4.268,19.724,0.0,-0.0,-0.019,0.007
6.98,4.26,19.731,0.0,-0.001,-0.019,0.007
7.0,4.243,19.723,0.0,-0.0,-0.019,0.007
7.02,5.219,19.559,0.026,-0.0,-0.017,0.007
7.04,5.713,19.485,0.041,0.0,-0.017,0.007
7.06,4.898,19.6,0.018,0.0,-0.017,0.007
7.08,4.383,19.673,0.004,0.0,-0.017,0.007
7.1,4.216,19.696,-0.0,0.0,-0.017,0.007
7.12,4.192,19.698,-0.001,0.0,-0.017,0.007
7.14,4.197,19.696,-0.0,0.0,-0.017,0.007
7.16,4.196,19.695,-0.0,0.0,-0.017,0.007
7.18,4.188,19.695,0.0,0.0,-0.017,0.007
7.2,4.178,19.695,0.0,0.0,-0.017,0.007
7.22,4.166,19.695,0.0,0.0,-0.017,0.007
7.24,4.155,19.696,0.0,0.0,-0.017,0.007
7.26,4.144,19.696,-0.0,0.0,-0.017,0.007
7.28,4.133,19.696,-0.0,0.0,-0.017,0.007
7.3,4.122,19.697,-0.0,0.0,-0.017,0.007
7.32,4.11,19.697,-0.0,0.0,-0.017,0.007
7.34,4.099,19.697,0.0,0.0,-0.017,0.007
7.36,4.088,19.697,0.0,0.0,-0.017,0.007
7.38,4.077,19.698,0.0,0.0,-0.017,0.007
7.4,4.066,19.698,0.0,0.0,-0.017,0.007
7.42,4.055,19.698,0.0,0.0,-0.017,0.007
7.44,4.044,19.699,0.0,0.0,-0.017,0.007
7.46,4.033,19.699,0.0,0.0,-0.017,0.007
7.48,4.022,19.699,0.0,0.0,-0.017,0.007
7.5,4.011,19.699,0.0,0.0,-0.017,0.007
7.52,4.0,19.7,0.0,0.0,-0.017,0.007
7.54,3.988,19.7,0.0,0.0,-0.017,0.007
7.56,3.977,19.7,0.0,0.0,-0.017,0.007
7.58,3.966,19.701,0.0,0.0,-0.017,0.007
7.6,3.955,19.701,0.0,0.0,-0.017,0.007
7.62,3.944,19.701,0.0,0.0,-0.017,0.007
7.64,3.933,19.701,0.0,0.0,-0.017,0.007
7.66,3.922,19.702,0.0,0.0,-0.017,0.007
7.68,4.903,19.543,0.026,0.0,-0.016,0.007
7.7,5.399,19.47,0.041,0.0,-0.016,0.007
7.72,4.585,19.585,0.018,0.0,-0.016,0.007
7.74,4.071,19.657,0.004,0.0,-0.016,0.007
7.76,3.904,19.68,-0.0,0.0,-0.016,0.007
7.78,3.882,19.681,-0.001,0.0,-0.016,0.007
7.8,3.888,19.679,-0.0,0.0,-0.016,0.007
7.82,3.888,19.677,-0.0,0.0,-0.016,0.007
7.84,3.881,19.677,0.0,0.0,-0.016,0.007
7.86,3.871,19.677,0.0,0.0,-0.016,0.007
7.88,4.853,19.517,0.026,0.0,-0.014,0.007
7.9,5.35,19.444,0.041,0.0,-0.014,0.007
7.92,4.537,19.559,0.018,0.0,-0.014,0.007
7.94,4.023,19.631,0.004,0.0,-0.014,0.007
7.96,3.858,19.653,-0.0,0.0,-0.014,0.007
7.98,3.836,19.654,-0.001,0.0,-0.014,0.007
8.0,3.843,19.651,-0.0,0.0,-0.014,0.007
8.02,3.844,19.649,-0.0,0.0,-0.014,0.007
8.04,3.838,19.648,0.0,0.0,-0.014,0.007
8.06,3.83,19.648,0.0,0.0,-0.014,0.007
8.08,3.82,19.647,0.0,0.0,-0.014,0.007
8.1,3.811,19.647,0.0,0.0,-0.014,0.007
8.12,3.802,19.646,-0.0,0.0,-0.014,0.007
8.14,3.792,19.646,-0.0,0.0,-0.014,0.007
8.16,4.775,19.486,0.026,0.0,-0.012,0.007
8.18,5.273,19.413,0.041,0.0,-0.012,0.007
8.2,4.462,19.527,0.018,0.0,-0.012,0.007
8.22,3.949,19.598,0.004,0.0,-0.012,0.007
8.24,3.784,19.62,-0.0,0.0,-0.012,0.007
8.26,3.764,19.621,-0.001,0.0,-0.012,0.007
8.28,3.772,19.618,-0.0,0.0,-0.012,0.007
8.3,3.774,19.615,-0.0,0.0,-0.012,0.007
8.32,3.769,19.614,0.0,0.0,-0.012,0.007
8.34,3.761,19.613,0.0,0.0,-0.012,0.007
8.36,3.753,19.612,0.0,0.0,-0.012,0.007
8.38,3.744,19.611,0.0,0.0,-0.012,0.007
8.4,3.736,19.611,-0.0,0.0,-0.012,0.007
8.42,3.728,19.61,-0.0,0.0,-0.012,0.007
8.44,3.72,19.609,-0.0,0.0,-0.012,0.007
8.46,3.712,19.608,-0.0,0.0,-0.012,0.007
8.48,3.703,19.607,0.0,0.0,-0.012,0.007
8.5,3.695,19.606,0.0,0.0,-0.012,0.007
8.52,4.679,19.446,0.026,0.0,-0.01,0.007
8.54,5.178,19.372,0.041,0.0,-0.01,0.007
8.56,4.367,19.486,0.018,0.0,-0.01,0.007
8.58,3.856,19.557,0.004,0.0,-0.01,0.007
8.6,3.692,19.578,-0.0,0.0,-0.01,0.007
8.62,3.673,19.579,-0.001,0.0,-0.01,0.007
8.64,3.681,19.575,-0.0,0.0,-0.01,0.007
8.66,3.685,19.573,-0.0,0.0,-0.01,0.007
8.68,3.681,19.571,0.0,0.0,-0.01,0.007
8.7,3.674,19.569,0.0,0.0,-0.01,0.007
8.72,3.666,19.568,0.0,0.0,-0.01,0.007
8.74,3.659,19.567,0.0,0.0,-0.01,0.007
8.76,3.652,19.566,-0.0,0.0,-0.01,0.007
8.78,3.644,19.564,-0.0,0.0,-0.01,0.007
8.8,4.629,19.404,0.026,0.0,-0.009,0.007
8.82,5.129,19.33,0.041,0.0,-0.009,0.007
8.84,4.319,19.443,0.018,0.0,-0.009,0.007
8.86,3.809,19.514,0.004,0.0,-0.009,0.007
8.88,3.646,19.535,-0.0,0.0,-0.009,0.007
8.9,3.282,18.961,-0.001,0.026,-0.009,0.009
8.92,3.116,18.686,-0.0,0.041,-0.009,0.009
8.94,3.398,19.111,-0.0,0.018,-0.009,0.009
8.96,3.57,19.377,0.0,0.004,-0.009,0.009
8.98,4.609,19.298,0.026,-0.0,-0.007,0.009
9.0,5.114,19.229,0.041,-0.001,-0.007,0.009
9.02,4.299,19.333,0.018,-0.0,-0.007,0.009
9.04,3.786,19.397,0.004,-0.0,-0.007,0.009
9.06,3.622,19.415,-0.0,0.0,-0.007,0.009
9.08,3.605,19.413,-0.001,0.0,-0.007,0.009
9.1,3.615,19.408,-0.0,0.0,-0.007,0.009
9.12,3.965,19.978,-0.0,-0.026,-0.007,0.007
9.14,5.13,20.086,0.026,-0.041,-0.005,0.007
9.16,5.355,19.582,0.041,-0.018,-0.005,0.007
9.18,4.372,19.426,0.018,-0.004,-0.005,0.007
9.2,3.809,19.413,0.004,0.0,-0.005,0.007
9.22,3.644,19.426,-0.0,0.001,-0.005,0.007
9.24,3.633,19.434,-0.001,0.0,-0.005,0.007
9.26,3.994,20.008,-0.0,-0.026,-0.005,0.005
9.28,5.168,20.118,0.026,-0.041,-0.003,0.005
9.3,5.397,19.614,0.041,-0.018,-0.003,0.005
9.32,4.416,19.459,0.018,-0.004,-0.003,0.005
9.34,3.854,19.445,0.004,0.0,-0.003,0.005
9.36,3.69,19.46,-0.0,0.001,-0.003,0.005
9.38,5.664,19.149,0.052,0.0,0.0,0.005
9.4,8.679,18.686,0.134,0.0,0.003,0.005
9.42,11.418,18.864,0.196,-0.026,0.009,0.003
9.44,12.0,18.809,0.245,-0.041,0.014,0.003
9.46,12.0,18.374,0.236,-0.018,0.017,0.003
9.48,11.549,18.247,0.197,-0.004,0.021,0.003
9.5,11.566,17.474,0.204,0.027,0.026,0.005
9.52,12.0,17.666,0.214,0.015,0.03,0.003
9.54,10.964,18.59,0.165,-0.022,0.031,0.003
9.56,10.345,19.093,0.137,-0.04,0.035,0.002
9.58,10.837,18.454,0.156,-0.019,0.038,0.003
9.6,10.952,17.549,0.17,0.022,0.042,0.003
9.62,11.041,18.915,0.148,-0.038,0.044,-0.0
9.64,10.164,19.814,0.108,-0.077,0.045,-0.0
9.66,9.079,19.097,0.09,-0.036,0.047,-0.0
9.68,8.668,18.563,0.086,-0.008,0.049,-0.0
9.7,8.349,19.662,0.06,-0.052,0.049,-0.004
9.72,7.643,20.954,0.02,-0.106,0.049,-0.005
9.74,7.661,20.305,0.029,-0.076,0.051,-0.005
9.76,7.44,19.288,0.039,-0.026,0.051,-0.005
9.78,6.747,19.533,0.017,-0.029,0.051,-0.007
9.8,6.759,20.341,0.004,-0.065,0.051,-0.009
9.82,5.903,20.94,-0.027,-0.084,0.049,-0.011
9.84,5.152,20.6,-0.041,-0.062,0.049,-0.011
9.86,4.507,19.864,-0.045,-0.021,0.047,-0.011
9.88,4.312,19.501,-0.045,-0.003,0.047,-0.011
9.9,4.603,20.01,-0.044,-0.025,0.045,-0.012
