Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH
11.56,5.722,19.009,0.018,0.0,-0.003,0.003
11.58,5.015,19.08,0.004,0.0,-0.003,0.003
11.6,4.792,19.101,-0.0,0.0,-0.003,0.003
11.62,5.421,19.437,-0.001,-0.026,-0.003,0.002
11.64,5.767,19.596,-0.0,-0.041,-0.003,0.002
11.66,5.259,19.339,-0.0,-0.018,-0.003,0.002
11.68,4.934,19.179,0.0,-0.004,-0.003,0.002
11.7,4.829,19.129,0.0,0.0,-0.003,0.002
11.72,4.818,19.126,0.0,0.001,-0.003,0.002
11.74,4.824,19.131,0.0,0.0,-0.003,0.002
11.76,4.827,19.134,-0.0,0.0,-0.003,0.002
11.78,4.826,19.136,-0.0,-0.0,-0.003,0.002
11.8,4.823,19.136,-0.0,-0.0,-0.003,0.002
11.82,3.387,19.293,-0.026,-0.0,-0.005,0.002
11.84,2.676,19.364,-0.041,-0.0,-0.005,0.002
11.86,3.792,19.252,-0.018,0.0,-0.005,0.002
11.88,4.491,19.182,-0.004,0.0,-0.005,0.002
11.9,4.704,19.16,0.0,0.0,-0.005,0.002
11.92,4.717,19.159,0.001,0.0,-0.005,0.002
11.94,4.69,19.162,0.0,0.0,-0.005,0.002
11.96,4.671,19.164,0.0,0.0,-0.005,0.002
11.98,4.661,19.165,-0.0,0.0,-0.005,0.002
12.0,4.006,18.831,-0.0,0.026,-0.005,0.003
12.02,3.674,18.67,-0.0,0.041,-0.005,0.003
12.04,4.188,18.925,-0.0,0.018,-0.005,0.003
12.06,4.508,19.085,0.0,0.004,-0.005,0.003
12.08,4.604,19.135,0.0,-0.0,-0.005,0.003
12.1,4.606,19.139,0.0,-0.001,-0.005,0.003
12.12,4.59,19.133,0.0,-0.0,-0.005,0.003
12.14,4.578,19.13,0.0,-0.0,-0.005,0.003
12.16,3.92,18.794,-0.0,0.026,-0.005,0.005
12.18,5.018,18.476,0.026,0.041,-0.003,0.005
12.2,6.238,18.659,0.041,0.018,-0.003,0.005
12.22,5.439,18.931,0.018,0.004,-0.003,0.005
12.24,4.831,19.05,0.004,-0.0,-0.003,0.005
12.26,4.616,19.074,-0.0,-0.001,-0.003,0.005
12.28,4.584,19.07,-0.001,-0.0,-0.003,0.005
12.3,4.594,19.063,-0.0,-0.0,-0.003,0.005
12.32,4.601,19.06,-0.0,0.0,-0.003,0.005
12.34,4.6,19.058,0.0,0.0,-0.003,0.005
12.36,6.028,18.9,0.026,0.0,-0.002,0.005
12.38,6.73,18.828,0.041,0.0,-0.002,0.005
12.4,5.605,18.939,0.018,0.0,-0.002,0.005
12.42,4.898,19.008,0.004,0.0,-0.002,0.005
12.44,4.676,19.028,-0.0,0.0,-0.002,0.005
12.46,4.655,19.028,-0.001,0.0,-0.002,0.005
12.48,4.673,19.025,-0.0,0.0,-0.002,0.005
12.5,4.684,19.022,-0.0,0.0,-0.002,0.005
12.52,4.685,19.02,0.0,0.0,-0.002,0.005
12.54,3.25,19.175,-0.026,0.0,-0.003,0.005
12.56,2.538,19.245,-0.041,0.0,-0.003,0.005
12.58,3.653,19.131,-0.018,0.0,-0.003,0.005
12.6,4.352,19.059,-0.004,0.0,-0.003,0.005
12.62,4.565,19.036,0.0,0.0,-0.003,0.005
12.64,4.577,19.033,0.001,0.0,-0.003,0.005
12.66,4.55,19.034,0.0,0.0,-0.003,0.005
12.68,4.53,19.034,0.0,0.0,-0.003,0.005
12.7,4.521,19.034,-0.0,0.0,-0.003,0.005
12.72,4.515,19.032,-0.0,0.0,-0.003,0.005
12.74,4.511,19.031,-0.0,0.0,-0.003,0.005
12.76,4.506,19.03,-0.0,0.0,-0.003,0.005
12.78,4.501,19.029,0.0,0.0,-0.003,0.005
12.8,4.496,19.028,0.0,0.0,-0.003,0.005
12.82,4.491,19.026,0.0,0.0,-0.003,0.005
12.84,4.486,19.025,0.0,0.0,-0.003,0.005
12.86,4.481,19.024,-0.0,0.0,-0.003,0.005
12.88,4.476,19.023,-0.0,0.0,-0.003,0.005
12.9,4.47,19.022,-0.0,0.0,-0.003,0.005
12.92,4.465,19.021,0.0,0.0,-0.003,0.005
12.94,4.46,19.019,0.0,0.0,-0.003,0.005
12.96,4.455,19.018,0.0,0.0,-0.003,0.005
12.98,4.45,19.017,0.0,0.0,-0.003,0.005
13.0,4.445,19.016,0.0,0.0,-0.003,0.005
13.02,4.44,19.015,0.0,0.0,-0.003,0.005
13.04,4.435,19.014,0.0,0.0,-0.003,0.005
13.06,4.43,19.012,0.0,0.0,-0.003,0.005
13.08,5.857,18.854,0.026,0.0,-0.002,0.005
13.1,5.777,19.273,0.014,-0.026,-0.003,0.003
13.12,8.824,21.96,-0.023,-0.225,-0.003,-0.009
13.14,12.0,22.0,-0.014,-0.434,-0.003,-0.018
13.16,12.0,22.0,-0.004,-0.386,-0.003,-0.021
13.18,12.0,22.0,-0.0,-0.383,-0.003,-0.033
13.2,12.0,22.0,0.0,-0.362,-0.003,-0.035
13.22,12.0,22.0,0.0,-0.378,-0.003,-0.049
13.24,12.0,22.0,0.0,-0.442,-0.003,-0.054
13.26,12.0,22.0,0.0,-0.421,-0.003,-0.065
13.28,12.0,22.0,-0.026,-0.427,-0.005,-0.072
13.3,11.902,22.0,-0.041,-0.328,-0.005,-0.075
13.32,9.888,22.0,-0.044,-0.247,-0.007,-0.08
13.34,9.196,22.0,-0.071,-0.271,-0.009,-0.087
13.36,9.115,22.0,-0.085,-0.295,-0.01,-0.093
13.38,10.024,22.0,-0.062,-0.278,-0.01,-0.098
13.4,7.757,22.0,-0.074,-0.213,-0.014,-0.1
13.42,5.895,22.0,-0.11,-0.207,-0.016,-0.107
13.44,7.073,22.0,-0.101,-0.239,-0.017,-0.11
13.46,6.119,22.0,-0.092,-0.178,-0.019,-0.112
13.48,3.379,22.0,-0.114,-0.115,-0.023,-0.114
13.5,2.73,22.0,-0.127,-0.115,-0.024,-0.117
13.52,1.939,22.0,-0.131,-0.098,-0.028,-0.117
13.54,1.063,22.0,-0.132,-0.063,-0.03,-0.119
13.56,0.494,22.0,-0.131,-0.046,-0.033,-0.119
13.58,-0.28,22.0,-0.131,-0.016,-0.035,-0.119
13.6,-0.806,22.0,-0.131,-0.002,-0.038,-0.119
13.62,-0.972,22.0,-0.131,0.001,-0.04,-0.119
13.64,-1.829,22.0,-0.131,0.027,-0.044,-0.117
13.66,-3.541,22.0,-0.131,0.094,-0.045,-0.114
13.68,-3.758,21.822,-0.104,0.152,-0.047,-0.11
13.7,-2.444,22.0,-0.09,0.121,-0.049,-0.11
13.72,-3.166,21.779,-0.086,0.149,-0.051,-0.103
13.74,-5.02,20.965,-0.086,0.221,-0.052,-0.1
13.76,-4.048,20.683,-0.061,0.23,-0.052,-0.094
13.78,-4.072,20.345,-0.047,0.25,-0.054,-0.089
13.8,-4.887,19.819,-0.043,0.287,-0.054,-0.082
13.82,-4.083,19.435,-0.016,0.303,-0.054,-0.077
13.84,-3.661,19.223,-0.003,0.307,-0.054,-0.07
13.86,-4.26,18.806,0.001,0.333,-0.054,-0.063
13.88,-4.101,18.881,0.001,0.32,-0.054,-0.058
13.9,-4.063,18.896,0.0,0.309,-0.054,-0.051
13.92,-5.431,18.196,0.0,0.358,-0.054,-0.042
13.94,-4.834,17.61,0.026,0.386,-0.052,-0.035
13.96,-3.894,17.629,0.041,0.368,-0.052,-0.028
13.98,-2.807,17.956,0.044,0.327,-0.051,-0.023
14.0,-2.562,18.048,0.045,0.308,-0.051,-0.016
14.02,-3.173,17.652,0.044,0.33,-0.049,-0.009
14.04,-2.29,17.204,0.07,0.345,-0.047,-0.002
14.06,-3.211,17.08,0.058,0.349,-0.047,0.005
14.08,-3.822,16.968,0.047,0.35,-0.045,0.012
14.1,-2.777,16.697,0.07,0.349,-0.044,0.019
14.12,-2.184,16.467,0.084,0.349,-0.042,0.026
14.14,-2.07,16.279,0.088,0.349,-0.04,0.033
14.16,-0.851,16.775,0.088,0.296,-0.038,0.037
14.18,-0.964,16.591,0.088,0.294,-0.037,0.045
14.2,-1.791,16.079,0.087,0.327,-0.035,0.051
14.22,-2.481,16.487,0.061,0.292,-0.035,0.056
14.24,-2.707,16.677,0.047,0.269,-0.033,0.061
14.26,-0.039,16.346,0.096,0.261,-0.03,0.066
14.28,1.328,16.062,0.124,0.26,-0.028,0.071
14.3,0.349,15.992,0.106,0.261,-0.026,0.077
14.32,-0.411,15.9,0.092,0.262,-0.024,0.082
14.34,-0.068,16.099,0.087,0.235,-0.023,0.085
14.36,0.814,16.437,0.087,0.195,-0.021,0.089
14.38,1.226,16.514,0.087,0.177,-0.019,0.092
14.4,2.74,16.273,0.114,0.173,-0.016,0.096
14.42,3.419,16.067,0.128,0.173,-0.014,0.099
14.44,3.559,16.708,0.105,0.121,-0.012,0.099
14.46,3.48,16.964,0.091,0.093,-0.01,0.103
14.48,4.283,16.52,0.113,0.112,-0.007,0.105
14.5,5.279,16.491,0.127,0.1,-0.005,0.106
14.52,6.5,16.784,0.131,0.064,-0.002,0.106
14.54,6.945,16.879,0.132,0.047,0.0,0.108
14.56,5.128,16.661,0.105,0.069,0.002,0.11
14.58,6.186,16.645,0.117,0.057,0.005,0.11
14.6,7.597,16.934,0.127,0.021,0.007,0.11
14.62,9.035,17.356,0.131,-0.023,0.01,0.108
14.64,9.569,17.495,0.131,-0.042,0.012,0.108
14.66,8.449,17.637,0.105,-0.046,0.014,0.106
14.68,7.798,17.632,0.09,-0.045,0.016,0.106
14.7,7.705,17.609,0.086,-0.044,0.017,0.105
14.72,9.858,17.714,0.113,-0.07,0.021,0.103
14.74,10.395,17.432,0.128,-0.058,0.023,0.103
14.76,9.832,17.728,0.105,-0.074,0.024,0.099
14.78,8.682,18.339,0.065,-0.111,0.024,0.098
14.8,8.337,18.634,0.046,-0.128,0.026,0.094
14.82,9.673,18.539,0.068,-0.132,0.028,0.092
14.84,10.573,18.468,0.083,-0.132,0.03,0.089
14.86,10.149,18.898,0.061,-0.158,0.03,0.085
14.88,8.537,19.288,0.021,-0.172,0.03,0.082
14.9,6.473,18.787,0.003,-0.123,0.03,0.082
14.92,6.329,18.856,-0.002,-0.121,0.03,0.077
14.94,7.772,19.555,-0.001,-0.179,0.03,0.073
14.96,8.011,19.65,-0.0,-0.185,0.03,0.07
14.98,8.628,19.959,-0.0,-0.206,0.03,0.065
15.0,6.869,19.939,-0.026,-0.19,0.028,0.063
15.02,6.014,19.957,-0.041,-0.178,0.028,0.058
15.04,4.998,19.629,-0.044,-0.148,0.026,0.058
15.06,3.344,19.7,-0.071,-0.133,0.024,0.052
15.08,5.19,20.24,-0.058,-0.183,0.024,0.049
15.1,5.729,20.283,-0.048,-0.185,0.023,0.045
15.12,3.786,20.069,-0.07,-0.152,0.021,0.044
15.14,1.362,19.343,-0.084,-0.082,0.019,0.044
15.16,1.609,19.695,-0.088,-0.102,0.017,0.038
15.18,4.028,20.113,-0.062,-0.148,0.017,0.037
15.2,4.627,20.074,-0.047,-0.145,0.016,0.033
15.22,2.586,19.795,-0.069,-0.109,0.014,0.033
15.24,1.423,19.738,-0.083,-0.091,0.012,0.03
15.26,3.052,19.894,-0.061,-0.112,0.012,0.028
15.28,3.379,19.733,-0.047,-0.1,0.01,0.026
15.3,1.978,19.783,-0.07,-0.091,0.009,0.024
15.32,2.559,19.706,-0.057,-0.087,0.009,0.023
15.34,2.96,19.701,-0.047,-0.087,0.007,0.021
15.36,3.178,19.712,-0.044,-0.087,0.007,0.019
15.38,3.126,19.764,-0.043,-0.087,0.005,0.017
15.4,2.504,19.459,-0.043,-0.061,0.005,0.017
15.42,2.086,19.352,-0.044,-0.047,0.003,0.016
15.44,1.988,19.302,-0.044,-0.043,0.003,0.016
15.46,3.337,19.199,-0.017,-0.043,0.003,0.014
15.48,4.051,19.128,-0.003,-0.043,0.003,0.014
15.5,3.638,18.806,0.001,-0.017,0.003,0.014
15.52,1.88,18.797,-0.026,-0.003,0.002,0.014
15.54,3.136,18.999,-0.014,-0.026,0.003,0.012
15.56,5.271,18.972,0.023,-0.04,0.003,0.012
15.58,4.339,18.759,0.014,-0.018,0.003,0.012
15.6,3.532,18.646,0.004,-0.004,0.003,0.012
15.62,3.229,18.612,0.0,0.0,0.003,0.012
15.64,3.179,18.606,-0.0,0.001,0.003,0.012
15.66,4.626,18.448,0.026,0.0,0.005,0.012
15.68,5.347,18.373,0.041,0.0,0.005,0.012
15.7,5.662,18.324,0.044,-0.0,0.007,0.012
15.72,5.665,18.318,0.045,-0.0,0.007,0.012
15.74,5.758,18.289,0.044,-0.0,0.009,0.012
15.76,5.744,18.284,0.044,-0.0,0.009,0.012
15.78,5.86,18.253,0.044,0.0,0.01,0.012
15.8,5.862,18.246,0.044,0.0,0.01,0.012
15.82,4.552,18.371,0.017,0.0,0.01,0.012
15.84,5.28,18.278,0.029,0.0,0.012,0.012
15.86,5.798,18.219,0.04,0.0,0.012,0.012
15.88,6.11,18.167,0.044,0.0,0.014,0.012
15.9,6.794,18.491,0.044,-0.026,0.014,0.01
15.92,5.802,18.778,0.018,-0.041,0.014,0.01
15.94,6.004,18.431,0.03,-0.018,0.016,0.01
15.96,6.196,18.212,0.04,-0.004,0.016,0.01
15.98,4.978,18.268,0.017,0.0,0.016,0.01
16.0,4.3,18.324,0.004,0.001,0.016,0.01
16.02,4.764,18.677,-0.001,-0.026,0.016,0.009
16.04,6.524,18.678,0.026,-0.041,0.017,0.009
16.06,6.745,18.344,0.04,-0.018,0.017,0.009
16.08,5.322,18.288,0.018,-0.004,0.017,0.009
16.1,4.53,18.301,0.004,0.0,0.017,0.009
16.12,4.964,18.646,-0.0,-0.026,0.017,0.007
16.14,3.862,18.964,-0.027,-0.04,0.016,0.007
16.16,2.674,18.774,-0.041,-0.018,0.016,0.007
16.18,4.144,18.83,-0.018,-0.03,0.016,0.005
16.2,5.088,18.864,-0.004,-0.04,0.016,0.005
16.22,4.789,18.577,0.0,-0.017,0.016,0.005
16.24,3.068,18.571,-0.026,-0.004,0.014,0.005
16.26,2.903,18.928,-0.04,-0.026,0.014,0.003
16.28,4.34,18.97,-0.018,-0.04,0.014,0.003
16.3,4.539,18.645,-0.004,-0.018,0.014,0.003
16.32,4.446,18.462,0.0,-0.004,0.014,0.003
16.34,5.024,18.741,0.001,-0.026,0.014,0.002
16.36,3.9,19.053,-0.026,-0.04,0.012,0.002
16.38,2.679,18.872,-0.041,-0.018,0.012,0.002
16.4,3.484,18.6,-0.018,-0.004,0.012,0.002
16.42,4.097,18.477,-0.004,0.0,0.012,0.002
16.44,4.316,18.447,0.0,0.001,0.012,0.002
16.46,4.352,18.447,0.001,0.0,0.012,0.002
16.48,4.345,18.449,0.0,0.0,0.012,0.002
16.5,4.992,18.783,0.0,-0.026,0.012,-0.0
16.52,5.324,18.941,-0.0,-0.041,0.012,-0.0
16.54,4.813,18.683,-0.0,-0.018,0.012,-0.0
16.56,4.497,18.52,-0.0,-0.004,0.012,-0.0
16.58,4.405,18.468,-0.0,0.0,0.012,-0.0
16.6,4.407,18.461,0.0,0.001,0.012,-0.0
16.62,4.427,18.463,0.0,0.0,0.012,-0.0
16.64,4.443,18.464,0.0,0.0,0.012,-0.0
16.66,4.454,18.462,0.0,-0.0,0.012,-0.0
16.68,5.895,18.302,0.026,-0.0,0.014,-0.0
16.7,6.612,18.228,0.041,-0.0,0.014,-0.0
16.72,5.502,18.338,0.018,-0.0,0.014,-0.0
16.74,4.809,18.405,0.004,0.0,0.014,-0.0
16.76,4.601,18.424,-0.0,0.0,0.014,-0.0
16.78,4.595,18.422,-0.001,0.0,0.014,-0.0
16.8,4.628,18.417,-0.0,0.0,0.014,-0.0
16.82,4.653,18.412,-0.0,0.0,0.014,-0.0
16.84,6.75,18.587,0.026,-0.026,0.016,-0.002
16.86,7.797,18.673,0.041,-0.041,0.016,-0.002
16.88,6.169,18.528,0.018,-0.018,0.016,-0.002
16.9,5.152,18.436,0.004,-0.004,0.016,-0.002
16.92,4.846,18.405,-0.0,0.0,0.016,-0.002
16.94,4.834,18.4,-0.001,0.001,0.016,-0.002
16.96,4.879,18.4,-0.0,0.0,0.016,-0.002
16.98,4.913,18.399,-0.0,0.0,0.016,-0.002
17.0,4.932,18.396,0.0,-0.0,0.016,-0.002
17.02,4.946,18.393,0.0,-0.0,0.016,-0.002
17.04,5.608,18.725,0.0,-0.026,0.016,-0.004
17.06,4.516,19.04,-0.026,-0.041,0.014,-0.004
17.08,3.303,18.854,-0.041,-0.018,0.014,-0.004
17.1,4.11,18.58,-0.018,-0.004,0.014,-0.004
17.12,4.725,18.457,-0.004,0.0,0.014,-0.004
17.14,4.948,18.43,0.0,0.001,0.014,-0.004
17.16,5.638,18.766,0.001,-0.026,0.014,-0.005
17.18,5.962,18.931,0.0,-0.041,0.014,-0.005
17.2,5.444,18.677,0.0,-0.018,0.014,-0.005
17.22,3.695,18.673,-0.026,-0.004,0.012,-0.005
17.24,2.899,18.693,-0.041,0.0,0.012,-0.005
17.26,4.024,18.576,-0.018,0.001,0.012,-0.005
17.28,4.75,18.509,-0.004,0.0,0.012,-0.005
17.3,4.987,18.49,0.0,0.0,0.012,-0.005
17.32,5.018,18.488,0.001,-0.0,0.012,-0.005
17.34,5.007,18.49,0.0,-0.0,0.012,-0.005
17.36,5.005,18.49,0.0,-0.0,0.012,-0.005
17.38,5.012,18.49,-0.0,-0.0,0.012,-0.005
17.4,5.673,18.824,-0.0,-0.026,0.012,-0.007
17.42,6.014,18.984,-0.0,-0.041,0.012,-0.007
17.44,5.507,18.729,-0.0,-0.018,0.012,-0.007
17.46,5.194,18.569,0.0,-0.004,0.012,-0.007
17.48,5.105,18.519,0.0,0.0,0.012,-0.007
17.5,5.11,18.515,0.0,0.001,0.012,-0.007
17.52,5.133,18.52,0.0,0.0,0.012,-0.007
17.54,6.584,18.366,0.026,0.0,0.014,-0.007
17.56,7.306,18.296,0.041,-0.0,0.014,-0.007
17.58,6.2,18.408,0.018,-0.0,0.014,-0.007
17.6,5.51,18.478,0.004,-0.0,0.014,-0.007
17.62,5.305,18.499,-0.0,-0.0,0.014,-0.007
17.64,5.302,18.501,-0.001,0.0,0.014,-0.007
17.66,5.988,18.833,-0.0,-0.026,0.014,-0.009
17.68,6.345,18.992,-0.0,-0.041,0.014,-0.009
17.7,5.845,18.737,0.0,-0.018,0.014,-0.009
17.72,5.534,18.577,0.0,-0.004,0.014,-0.009
17.74,4.015,18.684,-0.026,0.0,0.012,-0.009
17.76,3.315,18.751,-0.041,0.001,0.012,-0.009
17.78,4.459,18.644,-0.018,0.0,0.012,-0.009
17.8,5.182,18.577,-0.004,0.0,0.012,-0.009
17.82,6.066,18.892,0.0,-0.026,0.012,-0.011
17.84,6.425,19.052,0.001,-0.041,0.012,-0.011
17.86,5.897,18.8,0.0,-0.018,0.012,-0.011
17.88,5.571,18.643,0.0,-0.004,0.012,-0.011
17.9,5.48,18.595,-0.0,0.0,0.012,-0.011
17.92,5.486,18.592,-0.0,0.001,0.012,-0.011
17.94,5.511,18.598,-0.0,0.0,0.012,-0.011
17.96,4.1,18.759,-0.026,0.0,0.01,-0.011
17.98,3.409,18.833,-0.041,-0.0,0.01,-0.011
18.0,4.543,18.722,-0.018,-0.0,0.01,-0.011
18.02,5.909,18.988,-0.004,-0.026,0.01,-0.012
18.04,6.468,19.129,0.0,-0.041,0.01,-0.012
18.06,5.98,18.874,0.001,-0.018,0.01,-0.012
18.08,5.645,18.718,0.0,-0.004,0.01,-0.012
18.1,5.543,18.672,0.0,0.0,0.01,-0.012
18.12,5.545,18.671,-0.0,0.001,0.01,-0.012
18.14,5.568,18.679,-0.0,0.0,0.01,-0.012
18.16,5.589,18.684,-0.0,0.0,0.01,-0.012
18.18,5.605,18.687,-0.0,-0.0,0.01,-0.012
18.2,5.619,18.69,0.0,-0.0,0.01,-0.012
18.22,5.633,18.692,0.0,-0.0,0.01,-0.012
18.24,5.646,18.694,0.0,-0.0,0.01,-0.012
18.26,5.66,18.696,0.0,0.0,0.01,-0.012
18.28,5.674,18.699,0.0,0.0,0.01,-0.012
18.3,5.687,18.701,0.0,0.0,0.01,-0.012
18.32,5.701,18.703,0.0,0.0,0.01,-0.012
18.34,5.715,18.705,0.0,0.0,0.01,-0.012
18.36,5.728,18.708,0.0,0.0,0.01,-0.012
18.38,5.742,18.71,0.0,0.0,0.01,-0.012
18.4,5.756,18.712,0.0,0.0,0.01,-0.012
18.42,5.769,18.714,0.0,0.0,0.01,-0.012
18.44,7.215,18.56,0.026,0.0,0.012,-0.012
18.46,6.504,18.648,0.014,0.0,0.01,-0.012
18.48,4.691,18.834,-0.023,0.0,0.01,-0.012
18.5,5.122,18.794,-0.014,0.0,0.01,-0.012
18.52,5.621,18.747,-0.004,0.0,0.01,-0.012
18.54,5.836,18.729,-0.0,0.0,0.01,-0.012
18.56,5.889,18.728,0.0,0.0,0.01,-0.012
18.58,5.895,18.731,0.0,0.0,0.01,-0.012
18.6,5.899,18.734,0.0,0.0,0.01,-0.012
18.62,5.908,18.737,0.0,0.0,0.01,-0.012
18.64,5.921,18.739,-0.0,0.0,0.01,-0.012
18.66,5.935,18.741,-0.0,0.0,0.01,-0.012
18.68,5.949,18.744,-0.0,0.0,0.01,-0.012
18.7,5.963,18.746,-0.0,0.0,0.01,-0.012
18.72,5.976,18.748,0.0,0.0,0.01,-0.012
18.74,5.99,18.75,0.0,0.0,0.01,-0.012
18.76,4.572,18.909,-0.026,0.0,0.009,-0.012
18.78,3.878,18.983,-0.041,0.0,0.009,-0.012
18.8,5.011,18.873,-0.018,0.0,0.009,-0.012
18.82,5.727,18.805,-0.004,0.0,0.009,-0.012
18.84,5.958,18.786,0.0,0.0,0.009,-0.012
18.86,5.987,18.787,0.001,0.0,0.009,-0.012
18.88,5.977,18.792,0.0,0.0,0.009,-0.012
18.9,5.975,18.796,0.0,0.0,0.009,-0.012
18.92,5.983,18.799,-0.0,0.0,0.009,-0.012
18.94,5.995,18.802,-0.0,0.0,0.009,-0.012
18.96,6.008,18.804,-0.0,0.0,0.009,-0.012
18.98,6.021,18.807,-0.0,0.0,0.009,-0.012
19.0,6.033,18.81,0.0,0.0,0.009,-0.012
19.02,6.046,18.812,0.0,0.0,0.009,-0.012
19.04,6.058,18.815,0.0,0.0,0.009,-0.012
19.06,6.07,18.818,0.0,0.0,0.009,-0.012
19.08,6.083,18.82,0.0,0.0,0.009,-0.012
19.1,6.095,18.823,0.0,0.0,0.009,-0.012
19.12,6.107,18.826,0.0,0.0,0.009,-0.012
19.14,6.12,18.828,0.0,0.0,0.009,-0.012
19.16,6.132,18.831,0.0,0.0,0.009,-0.012
19.18,6.144,18.834,0.0,0.0,0.009,-0.012
19.2,5.507,18.502,0.0,0.026,0.009,-0.011
19.22,5.191,18.343,0.0,0.041,0.009,-0.011
19.24,5.722,18.6,0.0,0.018,0.009,-0.011
19.26,6.059,18.762,0.0,0.004,0.009,-0.011
19.28,6.172,18.814,0.0,-0.0,0.009,-0.011
19.3,6.192,18.82,0.0,-0.001,0.009,-0.011
19.32,6.193,18.817,0.0,-0.0,0.009,-0.011
19.34,6.198,18.815,0.0,-0.0,0.009,-0.011
19.36,6.207,18.816,0.0,0.0,0.009,-0.011
19.38,6.219,18.818,0.0,0.0,0.009,-0.011
19.4,6.23,18.82,0.0,0.0,0.009,-0.011
19.42,6.242,18.822,0.0,0.0,0.009,-0.011
19.44,6.254,18.825,0.0,0.0,0.009,-0.011
19.46,6.265,18.827,0.0,0.0,0.009,-0.011
19.48,6.277,18.829,0.0,0.0,0.009,-0.011
19.5,6.288,18.831,0.0,0.0,0.009,-0.011
19.52,4.868,18.989,-0.026,0.0,0.007,-0.011
19.54,4.172,19.063,-0.041,0.0,0.007,-0.011
19.56,5.303,18.952,-0.018,0.0,0.007,-0.011
19.58,6.017,18.884,-0.004,0.0,0.007,-0.011
19.6,6.246,18.865,0.0,0.0,0.007,-0.011
19.62,6.273,18.865,0.001,0.0,0.007,-0.011
19.64,6.261,18.87,0.0,0.0,0.007,-0.011
19.66,6.257,18.874,0.0,0.0,0.007,-0.011
19.68,6.262,18.877,-0.0,0.0,0.007,-0.011
19.7,6.272,18.879,-0.0,0.0,0.007,-0.011
19.72,6.283,18.881,-0.0,0.0,0.007,-0.011
19.74,6.293,18.884,-0.0,0.0,0.007,-0.011
19.76,6.304,18.886,0.0,0.0,0.007,-0.011
19.78,6.314,18.889,0.0,0.0,0.007,-0.011
19.8,6.324,18.891,0.0,0.0,0.007,-0.011
19.82,6.334,18.893,0.0,0.0,0.007,-0.011
19.84,6.345,18.896,0.0,0.0,0.007,-0.011
19.86,6.355,18.898,-0.0,0.0,0.007,-0.011
19.88,6.365,18.901,-0.0,0.0,0.007,-0.011
19.9,6.375,18.903,0.0,0.0,0.007,-0.011
19.92,6.385,18.906,0.0,0.0,0.007,-0.011
19.94,6.396,18.908,0.0,0.0,0.007,-0.011
19.96,6.406,18.91,0.0,0.0,0.007,-0.011
19.98,6.416,18.913,0.0,0.0,0.007,-0.011
20.0,4.995,19.072,-0.026,0.0,0.005,-0.011
20.02,4.297,19.146,-0.041,0.0,0.005,-0.011
20.04,5.427,19.036,-0.018,0.0,0.005,-0.011
20.06,6.139,18.968,-0.004,0.0,0.005,-0.011
20.08,6.367,18.949,0.0,0.0,0.005,-0.011
20.1,6.392,18.95,0.001,0.0,0.005,-0.011
20.12,6.379,18.955,0.0,0.0,0.005,-0.011
20.14,6.374,18.959,0.0,0.0,0.005,-0.011
20.16,6.378,18.963,-0.0,0.0,0.005,-0.011
20.18,6.387,18.965,-0.0,0.0,0.005,-0.011
20.2,6.396,18.968,-0.0,0.0,0.005,-0.011
20.22,6.405,18.971,-0.0,0.0,0.005,-0.011
20.24,5.764,18.639,0.0,0.026,0.005,-0.009
20.26,5.445,18.48,0.0,0.041,0.005,-0.009
20.28,4.54,18.894,-0.026,0.018,0.003,-0.009
20.3,4.167,19.128,-0.041,0.004,0.003,-0.009
20.32,5.396,19.068,-0.018,-0.0,0.003,-0.009
20.34,6.114,19.003,-0.004,-0.001,0.003,-0.009
20.36,6.329,18.979,0.0,-0.0,0.003,-0.009
20.38,6.346,18.977,0.001,-0.0,0.003,-0.009
20.4,6.328,18.98,0.0,0.0,0.003,-0.009
20.42,6.32,18.984,0.0,0.0,0.003,-0.009
20.44,6.323,18.987,-0.0,0.0,0.003,-0.009
20.46,6.329,18.99,-0.0,0.0,0.003,-0.009
20.48,6.336,18.992,-0.0,0.0,0.003,-0.009
20.5,6.344,18.995,-0.0,0.0,0.003,-0.009
20.52,6.35,18.998,0.0,0.0,0.003,-0.009
20.54,6.357,19.0,0.0,0.0,0.003,-0.009
20.56,6.364,19.003,0.0,0.0,0.003,-0.009
20.58,6.371,19.005,0.0,0.0,0.003,-0.009
20.6,6.377,19.008,-0.0,0.0,0.003,-0.009
20.62,6.384,19.01,-0.0,0.0,0.003,-0.009
20.64,6.391,19.013,-0.0,0.0,0.003,-0.009
20.66,6.398,19.015,0.0,0.0,0.003,-0.009
20.68,6.404,19.018,0.0,0.0,0.003,-0.009
20.7,6.411,19.021,0.0,0.0,0.003,-0.009
20.72,6.418,19.023,0.0,0.0,0.003,-0.009
20.74,6.425,19.026,0.0,0.0,0.003,-0.009
20.76,6.431,19.028,0.0,0.0,0.003,-0.009
20.78,6.438,19.031,0.0,0.0,0.003,-0.009
20.8,6.445,19.033,0.0,0.0,0.003,-0.009
20.82,6.451,19.036,0.0,0.0,0.003,-0.009
20.84,6.458,19.038,0.0,0.0,0.003,-0.009
20.86,6.465,19.041,0.0,0.0,0.003,-0.009
20.88,6.472,19.043,0.0,0.0,0.003,-0.009
20.9,5.047,19.203,-0.026,0.0,0.002,-0.009
