Tiempo ,YAW,PITCH,E_PITCH,E_YAW
35.16,-101.404,0.157,0.0,0.0
35.18,-101.453,0.157,0.0,0.0
35.2,-101.503,0.155,0.0,0.0
35.22,-101.552,0.155,0.0,0.0
35.24,-101.603,0.155,0.0,0.0
35.26,-101.652,0.155,0.0,0.0
35.28,-101.702,0.155,0.0,0.0
35.3,-101.751,0.155,0.0,0.0
35.32,-101.802,0.155,0.0,0.0
35.34,-101.85,0.157,0.0,0.0
35.36,-101.899,0.157,0.0,0.0
35.38,-101.95,0.157,0.0,0.0
35.4,-101.999,0.157,0.0,0.0
35.42,-102.048,0.157,0.0,0.0
35.44,-102.097,0.157,0.0,0.0
35.46,-102.145,0.157,0.0,0.0
35.48,-102.194,0.157,0.0,0.0
35.5,-102.243,0.157,0.0,0.0
35.52,-102.294,0.157,0.0,0.0
35.54,-102.343,0.157,0.0,0.0
35.56,-102.392,0.157,0.0,0.0
35.58,-102.44,0.157,0.0,0.0
35.6,-102.489,0.157,0.0,0.0
35.62,-102.538,0.157,0.0,0.0
35.64,-102.585,0.157,0.0,0.0
35.66,-102.634,0.157,0.0,0.0
35.68,-102.683,0.157,0.0,0.0
35.7,-102.732,0.157,0.0,0.0
35.72,-102.781,0.157,0.0,0.0
35.74,-102.83,0.157,0.0,0.0
35.76,-102.878,0.157,0.0,0.0
35.78,-102.926,0.157,0.0,0.0
35.8,-102.974,0.159,0.0,0.0
35.82,-103.023,0.159,0.0,0.0
35.84,-103.072,0.159,0.0,0.0
35.86,-103.121,0.159,0.0,0.0
35.88,-103.168,0.159,0.0,0.0
35.9,-103.217,0.159,0.0,0.0
35.92,-103.264,0.157,0.0,0.0
35.94,-103.313,0.157,0.0,0.0
35.96,-103.362,0.157,0.0,0.0
35.98,-103.409,0.157,0.0,0.0
36.0,-103.458,0.155,0.0,0.0
36.02,-103.505,0.155,0.0,0.0
36.04,-103.554,0.155,0.0,0.0
36.06,-103.603,0.155,0.0,0.0
36.08,-103.65,0.154,0.0,0.0
36.1,-103.697,0.154,0.0,0.0
36.12,-103.746,0.154,0.0,0.0
36.14,-103.793,0.152,0.0,0.0
36.16,-103.842,0.152,0.0,0.0
36.18,-103.889,0.152,0.0,0.0
36.2,-103.938,0.15,0.0,0.0
36.22,-103.985,0.15,0.0,0.0
36.24,-104.032,0.15,0.0,0.0
36.26,-104.081,0.148,0.0,0.0
36.28,-104.128,0.147,0.0,0.0
36.3,-104.175,0.147,0.0,0.0
36.32,-104.222,0.147,0.0,0.0
36.34,-104.271,0.145,0.0,0.0
36.36,-104.318,0.143,0.0,0.0
36.38,-104.366,0.143,0.0,0.0
36.4,-104.413,0.143,0.0,0.0
36.42,-104.461,0.141,0.0,0.0
36.44,-104.509,0.14,0.0,0.0
36.46,-104.556,0.14,0.0,0.0
36.48,-104.603,0.138,0.0,0.0
36.5,-104.65,0.138,0.0,0.0
36.52,-104.699,0.136,0.0,0.0
36.54,-104.746,0.136,0.0,0.0
36.56,-104.793,0.134,0.0,0.0
36.58,-104.84,0.133,0.0,0.0
36.6,-104.887,0.131,0.0,0.0
36.62,-104.934,0.131,0.0,0.0
36.64,-104.982,0.129,0.0,0.0
36.66,-105.029,0.129,0.0,0.0
36.68,-105.078,0.127,0.0,0.0
36.7,-105.125,0.126,0.0,0.0
36.72,-105.172,0.126,0.0,0.0
36.74,-105.219,0.124,0.0,0.0
36.76,-105.266,0.124,0.0,0.0
36.78,-105.313,0.122,0.0,0.0
36.8,-105.36,0.12,0.0,0.0
36.82,-105.407,0.119,0.0,0.0
36.84,-105.455,0.119,0.0,0.0
36.86,-105.503,0.117,0.0,0.0
36.88,-105.551,0.117,0.0,0.0
36.9,-105.598,0.115,0.0,0.0
36.92,-105.645,0.115,0.0,0.0
36.94,-105.692,0.113,0.0,0.0
36.96,-105.739,0.112,0.0,0.0
36.98,-105.786,0.11,0.0,0.0
37.0,-105.833,0.11,0.0,0.0
37.02,-105.88,0.108,0.0,0.0
37.04,-105.929,0.108,0.0,0.0
37.06,-105.976,0.106,0.0,0.0
37.08,-106.024,0.105,0.0,0.0
37.1,-106.071,0.105,0.0,0.0
37.12,-106.118,0.103,0.0,0.0
37.14,-106.165,0.103,0.0,0.0
37.16,-106.212,0.103,0.0,0.0
37.18,-106.259,0.101,0.0,0.0
37.2,-106.308,0.101,0.0,0.0
37.22,-106.355,0.099,0.0,0.0
37.24,-106.402,0.099,0.0,0.0
37.26,-106.449,0.099,0.0,0.0
37.28,-106.497,0.098,0.0,0.0
37.3,-106.544,0.098,0.0,0.0
37.32,-106.591,0.098,0.0,0.0
37.34,-106.638,0.098,0.0,0.0
37.36,-106.685,0.096,0.0,0.0
37.38,-106.732,0.096,0.0,0.0
37.4,-106.779,0.096,0.0,0.0
37.42,-106.826,0.096,0.0,0.0
37.44,-106.874,0.096,0.0,0.0
37.46,-106.921,0.096,0.0,0.0
37.48,-106.968,0.094,0.0,0.0
37.5,-107.015,0.094,0.0,0.0
37.52,-107.06,0.094,0.0,0.0
37.54,-107.107,0.094,0.0,0.0
37.56,-107.155,0.094,0.0,0.0
37.58,-107.202,0.094,0.0,0.0
37.6,-107.247,0.094,0.0,0.0
37.62,-107.294,0.094,0.0,0.0
37.64,-107.341,0.094,0.0,0.0
37.66,-107.387,0.093,0.0,0.0
37.68,-107.434,0.093,0.0,0.0
37.7,-107.479,0.093,0.0,0.0
37.72,-107.526,0.093,0.0,0.0
37.74,-107.572,0.093,0.0,0.0
37.76,-107.619,0.093,0.0,0.0
37.78,-107.664,0.093,0.0,0.0
37.8,-107.711,0.093,0.0,0.0
37.82,-107.757,0.094,0.0,0.0
37.84,-107.802,0.094,0.0,0.0
37.86,-107.849,0.094,0.0,0.0
37.88,-107.895,0.094,0.0,0.0
37.9,-107.94,0.094,0.0,0.0
37.92,-107.985,0.094,0.0,0.0
37.94,-108.031,0.094,0.0,0.0
37.96,-108.078,0.094,0.0,0.0
37.98,-108.123,0.094,0.0,0.0
38.0,-108.169,0.094,0.0,0.0
38.02,-108.214,0.094,0.0,0.0
38.04,-108.259,0.094,0.0,0.0
38.06,-108.305,0.094,0.0,0.0
38.08,-108.35,0.094,0.0,0.0
38.1,-108.395,0.094,0.0,0.0
38.12,-108.439,0.094,0.0,0.0
38.14,-108.484,0.094,0.0,0.0
38.16,-108.53,0.094,0.0,0.0
38.18,-108.575,0.094,0.0,0.0
38.2,-108.621,0.094,0.0,0.0
38.22,-108.664,0.094,0.0,0.0
38.24,-108.71,0.094,0.0,0.0
38.26,-108.755,0.094,0.0,0.0
38.28,-108.8,0.094,0.0,0.0
38.3,-108.844,0.094,0.0,0.0
38.32,-108.889,0.094,0.0,0.0
38.34,-108.935,0.096,0.0,0.0
38.36,-108.978,0.096,0.0,0.0
38.38,-109.024,0.096,0.0,0.0
38.4,-109.069,0.096,0.0,0.0
38.42,-109.113,0.096,0.0,0.0
38.44,-109.158,0.096,0.0,0.0
38.46,-109.202,0.094,0.0,0.0
38.48,-109.247,0.094,0.0,0.0
38.5,-109.293,0.094,0.0,0.0
38.52,-109.336,0.094,0.0,0.0
38.54,-109.382,0.094,0.0,0.0
38.56,-109.425,0.093,0.0,0.0
38.58,-109.471,0.093,0.0,0.0
38.6,-109.514,0.093,0.0,0.0
38.62,-109.558,0.091,0.0,0.0
38.64,-109.603,0.091,0.0,0.0
38.66,-109.647,0.089,0.0,0.0
38.68,-109.691,0.089,0.0,0.0
38.7,-109.736,0.089,0.0,0.0
38.72,-109.78,0.089,0.0,0.0
38.74,-109.823,0.089,0.0,0.0
38.76,-109.869,0.087,0.0,0.0
38.78,-109.912,0.087,0.0,0.0
38.8,-109.956,0.086,0.0,0.0
38.82,-109.999,0.086,0.0,0.0
38.84,-110.045,0.086,0.0,0.0
38.86,-110.088,0.084,0.0,0.0
38.88,-110.132,0.084,0.0,0.0
38.9,-110.176,0.082,0.0,0.0
38.92,-110.219,0.082,0.0,0.0
38.94,-110.263,0.082,0.0,0.0
38.96,-110.308,0.08,0.0,0.0
38.98,-110.352,0.08,0.0,0.0
39.0,-110.396,0.079,0.0,0.0
39.02,-110.439,0.079,0.0,0.0
39.04,-110.483,0.079,0.0,0.0
39.06,-110.527,0.077,0.0,0.0
39.08,-110.57,0.075,0.0,0.0
39.1,-110.614,0.075,0.0,0.0
39.12,-110.657,0.075,0.0,0.0
39.14,-110.701,0.073,0.0,0.0
39.16,-110.745,0.072,0.0,0.0
39.18,-110.788,0.072,0.0,0.0
39.2,-110.832,0.07,0.0,0.0
39.22,-110.876,0.07,0.0,0.0
39.24,-110.919,0.068,0.0,0.0
39.26,-110.963,0.068,0.0,0.0
39.28,-111.006,0.066,0.0,0.0
39.3,-111.05,0.066,0.0,0.0
39.32,-111.092,0.065,0.0,0.0
39.34,-111.136,0.063,0.0,0.0
39.36,-111.179,0.063,0.0,0.0
39.38,-111.223,0.061,0.0,0.0
39.4,-111.267,0.061,0.0,0.0
39.42,-111.31,0.059,0.0,0.0
39.44,-111.354,0.058,0.0,0.0
39.46,-111.397,0.058,0.0,0.0
39.48,-111.439,0.056,0.0,0.0
39.5,-111.483,0.054,0.0,0.0
39.52,-111.527,0.054,0.0,0.0
39.54,-111.57,0.052,0.0,0.0
39.56,-111.614,0.052,0.0,0.0
39.58,-111.657,0.051,0.0,0.0
39.6,-111.701,0.049,0.0,0.0
39.62,-111.743,0.049,0.0,0.0
39.64,-111.787,0.047,0.0,0.0
39.66,-111.83,0.045,0.0,0.0
39.68,-111.874,0.045,0.0,0.0
39.7,-111.918,0.044,0.0,0.0
39.72,-111.961,0.042,0.0,0.0
39.74,-112.003,0.042,0.0,0.0
39.76,-112.047,0.042,0.0,0.0
39.78,-112.09,0.04,0.0,0.0
39.8,-112.134,0.038,0.0,0.0
39.82,-112.178,0.038,0.0,0.0
39.84,-112.221,0.038,0.0,0.0
39.86,-112.265,0.037,0.0,0.0
39.88,-112.307,0.035,0.0,0.0
39.9,-112.35,0.035,0.0,0.0
39.92,-112.394,0.033,0.0,0.0
39.94,-112.438,0.033,0.0,0.0
39.96,-112.481,0.033,0.0,0.0
39.98,-112.525,0.031,0.0,0.0
40.0,-112.567,0.031,0.0,0.0
40.02,-112.61,0.03,0.0,0.0
40.04,-112.654,0.03,0.0,0.0
40.06,-112.698,0.03,0.0,0.0
40.08,-112.741,0.03,0.0,0.0
40.1,-112.783,0.028,0.0,0.0
40.12,-112.827,0.028,0.0,0.0
40.14,-112.87,0.028,0.0,0.0
40.16,-112.914,0.028,0.0,0.0
40.18,-112.956,0.028,0.0,0.0
40.2,-113.0,0.026,0.0,0.0
40.22,-113.043,0.026,0.0,0.0
40.24,-113.085,0.026,0.0,0.0
40.26,-113.129,0.026,0.0,0.0
40.28,-113.172,0.026,0.0,0.0
40.3,-113.214,0.026,0.0,0.0
40.32,-113.258,0.026,0.0,0.0
40.34,-113.3,0.026,0.0,0.0
40.36,-113.343,0.026,0.0,0.0
40.38,-113.385,0.026,0.0,0.0
40.4,-113.429,0.026,0.0,0.0
40.42,-113.471,0.026,0.0,0.0
40.44,-113.513,0.026,0.0,0.0
40.46,-113.556,0.026,0.0,0.0
40.48,-113.598,0.026,0.0,0.0
40.5,-113.64,0.026,0.0,0.0
40.52,-113.682,0.026,0.0,0.0
40.54,-113.724,0.026,0.0,0.0
40.56,-113.768,0.024,0.0,0.0
40.58,-113.809,0.024,0.0,0.0
40.6,-113.851,0.024,0.0,0.0
40.62,-113.893,0.024,0.0,0.0
40.64,-113.935,0.024,0.0,0.0
40.66,-113.977,0.024,0.0,0.0
40.68,-114.019,0.024,0.0,0.0
40.7,-114.061,0.024,0.0,0.0
40.72,-114.103,0.024,0.0,0.0
40.74,-114.145,0.024,0.0,0.0
40.76,-114.186,0.024,0.0,0.0
40.78,-114.227,0.024,0.0,0.0
40.8,-114.269,0.024,0.0,0.0
40.82,-114.31,0.024,0.0,0.0
40.84,-114.352,0.024,0.0,0.0
40.86,-114.394,0.024,0.0,0.0
40.88,-114.434,0.024,0.0,0.0
40.9,-114.476,0.024,0.0,0.0
40.92,-114.518,0.024,0.0,0.0
40.94,-114.558,0.024,0.0,0.0
40.96,-114.6,0.024,0.0,0.0
40.98,-114.642,0.024,0.0,0.0
41.0,-114.682,0.026,0.0,0.0
41.02,-114.724,0.026,0.0,0.0
41.04,-114.764,0.026,0.0,0.0
41.06,-114.806,0.026,0.0,0.0
41.08,-114.846,0.026,0.0,0.0
41.1,-114.888,0.026,0.0,0.0
41.12,-114.928,0.024,0.0,0.0
41.14,-114.97,0.024,0.0,0.0
41.16,-115.01,0.024,0.0,0.0
41.18,-115.052,0.024,0.0,0.0
41.2,-115.092,0.024,0.0,0.0
41.22,-115.132,0.024,0.0,0.0
41.24,-115.174,0.024,0.0,0.0
41.26,-115.214,0.024,0.0,0.0
41.28,-115.256,0.023,0.0,0.0
41.3,-115.297,0.023,0.0,0.0
41.32,-115.337,0.023,0.0,0.0
41.34,-115.379,0.023,0.0,0.0
41.36,-115.419,0.023,0.0,0.0
41.38,-115.459,0.023,0.0,0.0
41.4,-115.499,0.023,0.0,0.0
41.42,-115.541,0.023,0.0,0.0
41.44,-115.581,0.021,0.0,0.0
41.46,-115.621,0.021,0.0,0.0
41.48,-115.661,0.021,0.0,0.0
41.5,-115.701,0.021,0.0,0.0
41.52,-115.742,0.021,0.0,0.0
41.54,-115.782,0.021,0.0,0.0
41.56,-115.822,0.021,0.0,0.0
41.58,-115.862,0.019,0.0,0.0
41.6,-115.902,0.019,0.0,0.0
41.62,-115.942,0.019,0.0,0.0
41.64,-115.982,0.019,0.0,0.0
41.66,-116.023,0.019,0.0,0.0
41.68,-116.063,0.019,0.0,0.0
41.7,-116.103,0.019,0.0,0.0
41.72,-116.143,0.019,0.0,0.0
41.74,-116.183,0.019,0.0,0.0
41.76,-116.223,0.019,0.0,0.0
41.78,-116.262,0.019,0.0,0.0
41.8,-116.302,0.017,0.0,0.0
41.82,-116.342,0.017,0.0,0.0
41.84,-116.38,0.017,0.0,0.0
41.86,-116.42,0.017,0.0,0.0
41.88,-116.461,0.017,0.0,0.0
41.9,-116.499,0.016,0.0,0.0
41.92,-116.539,0.016,0.0,0.0
41.94,-116.579,0.016,0.0,0.0
41.96,-116.618,0.014,0.0,0.0
41.98,-116.658,0.014,0.0,0.0
42.0,-116.696,0.014,0.0,0.0
42.02,-116.736,0.012,0.0,0.0
42.04,-116.775,0.012,0.0,0.0
42.06,-116.815,0.012,0.0,0.0
42.08,-116.853,0.01,0.0,0.0
42.1,-116.892,0.01,0.0,0.0
42.12,-116.932,0.01,0.0,0.0
42.14,-116.97,0.009,0.0,0.0
42.16,-117.01,0.009,0.0,0.0
42.18,-117.049,0.007,0.0,0.0
42.2,-117.087,0.007,0.0,0.0
42.22,-117.126,0.007,0.0,0.0
42.24,-117.166,0.005,0.0,0.0
42.26,-117.204,0.005,0.0,0.0
42.28,-117.243,0.003,0.0,0.0
42.3,-117.281,0.003,0.0,0.0
42.32,-117.321,0.003,0.0,0.0
42.34,-117.359,0.003,0.0,0.0
42.36,-117.398,0.003,0.0,0.0
42.38,-117.436,0.003,0.0,0.0
42.4,-117.475,0.003,0.0,0.0
42.42,-117.513,0.003,0.0,0.0
42.44,-117.551,0.002,0.0,0.0
42.46,-117.59,0.002,0.0,0.0
42.48,-117.627,0.002,0.0,0.0
42.5,-117.665,0.002,0.0,0.0
42.52,-117.703,0.002,0.0,0.0
42.54,-117.742,0.002,0.0,0.0
42.56,-117.778,0.002,0.0,0.0
42.58,-117.817,0.002,0.0,0.0
42.6,-117.853,0.002,0.0,0.0
42.62,-117.892,0.002,0.0,0.0
42.64,-117.93,0.0,0.0,0.0
42.66,-117.967,0.0,0.0,0.0
42.68,-118.004,0.0,0.0,0.0
42.7,-118.042,0.0,0.0,0.0
42.72,-118.079,0.0,0.0,0.0
42.74,-118.117,0.0,0.0,0.0
42.76,-118.154,0.0,0.0,0.0
42.78,-118.19,0.0,0.0,0.0
42.8,-118.229,0.0,0.0,0.0
42.82,-118.265,0.0,0.0,0.0
42.84,-118.302,0.0,0.0,0.0
42.86,-118.34,0.0,0.0,0.0
42.88,-118.377,0.0,0.0,0.0
42.9,-118.414,0.0,0.0,0.0
42.92,-118.45,0.0,0.0,0.0
42.94,-118.487,0.0,0.0,0.0
42.96,-118.524,0.0,0.0,0.0
42.98,-118.56,0.0,0.0,0.0
43.0,-118.597,0.0,0.0,0.0
43.02,-118.634,0.0,0.0,0.0
43.04,-118.67,0.0,0.0,0.0
43.06,-118.707,0.0,0.0,0.0
43.08,-118.744,0.0,0.0,0.0
43.1,-118.78,0.0,0.0,0.0
43.12,-118.817,0.0,0.0,0.0
43.14,-118.853,0.0,0.0,0.0
43.16,-118.89,0.0,0.0,0.0
43.18,-118.925,0.0,0.0,0.0
43.2,-118.962,0.0,0.0,0.0
43.22,-118.998,0.0,0.0,0.0
43.24,-119.035,0.0,0.0,0.0
43.26,-119.07,0.0,0.0,0.0
43.28,-119.107,0.0,0.0,0.0
43.3,-119.143,0.0,0.0,0.0
43.32,-119.178,0.0,0.0,0.0
43.34,-119.215,0.0,0.0,0.0
43.36,-119.25,0.0,0.0,0.0
43.38,-119.286,0.0,0.0,0.0
43.4,-119.321,0.0,0.0,0.0
43.42,-119.358,0.0,0.0,0.0
43.44,-119.393,0.0,0.0,0.0
43.46,-119.429,0.0,0.0,0.0
43.48,-119.464,0.0,0.0,0.0
43.5,-119.501,0.0,0.0,0.0
43.52,-119.536,0.0,0.0,0.0
43.54,-119.571,0.0,0.0,0.0
43.56,-119.607,0.0,0.0,0.0
43.58,-119.642,0.0,0.0,0.0
43.6,-119.677,0.0,0.0,0.0
43.62,-119.712,0.0,0.0,0.0
43.64,-119.749,0.0,0.0,0.0
43.66,-119.784,0.0,0.0,0.0
43.68,-119.819,0.0,0.0,0.0
43.7,-119.854,0.0,0.0,0.0
43.72,-119.888,0.0,0.0,0.0
43.74,-119.923,0.0,0.0,0.0
43.76,-119.958,0.0,0.0,0.0
43.78,-119.993,0.0,0.0,0.0
43.8,-120.028,0.0,0.0,0.0
43.82,-120.063,0.0,0.0,0.0
43.84,-120.098,0.0,0.0,0.0
43.86,-120.133,0.0,0.0,0.0
43.88,-120.168,0.0,0.0,0.0
43.9,-120.203,0.0,0.0,0.0
43.92,-120.238,0.0,0.0,0.0
43.94,-120.272,0.0,0.0,0.0
43.96,-120.306,0.0,0.0,0.0
43.98,-120.341,0.0,0.0,0.0
44.0,-120.375,0.0,0.0,0.0
44.02,-120.41,0.0,0.0,0.0
44.04,-120.443,0.0,0.0,0.0
44.06,-120.478,0.0,0.0,0.0
44.08,-120.513,0.0,0.0,0.0
44.1,-120.546,0.0,0.0,0.0
44.12,-120.581,0.0,0.0,0.0
44.14,-120.615,0.0,0.0,0.0
44.16,-120.649,0.0,0.0,0.0
44.18,-120.683,0.0,0.0,0.0
44.2,-120.717,0.0,0.0,0.0
44.22,-120.751,0.0,0.0,0.0
44.24,-120.786,0.0,0.0,0.0
44.26,-120.819,0.0,0.0,0.0
44.28,-120.854,0.0,0.0,0.0
44.3,-120.887,0.0,0.0,0.0
44.32,-120.92,0.0,0.0,0.0
44.34,-120.955,0.0,0.0,0.0
44.36,-120.988,0.0,0.0,0.0
44.38,-121.021,0.0,0.0,0.0
44.4,-121.054,0.0,0.0,0.0
44.42,-121.088,0.0,0.0,0.0
44.44,-121.122,0.0,0.0,0.0
44.46,-121.156,0.0,0.0,0.0
44.48,-121.189,0.0,0.0,0.0
44.5,-121.222,0.0,0.0,0.0
44.52,-121.255,0.0,0.0,0.0
44.54,-121.288,0.0,0.0,0.0
44.56,-121.321,0.0,0.0,0.0
44.58,-121.355,0.0,0.0,0.0
44.6,-121.388,0.0,0.0,0.0
44.62,-121.421,0.0,0.0,0.0
44.64,-121.454,0.0,0.0,0.0
44.66,-121.487,0.0,0.0,0.0
44.68,-121.52,0.0,0.0,0.0
44.7,-121.554,0.0,0.0,0.0
44.72,-121.587,0.0,0.0,0.0
44.74,-121.62,0.0,0.0,0.0
44.76,-121.651,0.0,0.0,0.0
44.78,-121.684,0.0,0.0,0.0
44.8,-121.718,0.0,0.0,0.0
44.82,-121.751,0.0,0.0,0.0
44.84,-121.784,0.0,0.0,0.0
44.86,-121.815,0.0,0.0,0.0
44.88,-121.848,0.0,0.0,0.0
44.9,-121.88,0.0,0.0,0.0
44.92,-121.913,0.0,0.0,0.0
44.94,-121.946,0.0,0.0,0.0
44.96,-121.978,0.0,0.0,0.0
44.98,-122.011,0.0,0.0,0.0
45.0,-122.042,0.0,0.0,0.0
45.02,-122.075,0.0,0.0,0.0
45.04,-122.107,0.0,0.0,0.0
45.06,-122.138,0.0,0.0,0.0
45.08,-122.171,0.0,0.0,0.0
45.1,-122.203,0.0,0.0,0.0
45.12,-122.234,0.0,0.0,0.0
45.14,-122.267,0.0,0.0,0.0
45.16,-122.299,0.0,0.0,0.0
45.18,-122.33,0.0,0.0,0.0
45.2,-122.362,0.0,0.0,0.0
45.22,-122.393,0.0,0.0,0.0
45.24,-122.424,0.0,0.0,0.0
45.26,-122.456,0.0,0.0,0.0
45.28,-122.487,0.0,0.0,0.0
45.3,-122.519,0.0,0.0,0.0
45.32,-122.55,0.0,0.0,0.0
45.34,-122.582,0.0,0.0,0.0
45.36,-122.613,0.0,0.0,0.0
45.38,-122.644,0.0,0.0,0.0
45.4,-122.676,0.0,0.0,0.0
45.42,-122.705,0.0,0.0,0.0
45.44,-122.737,0.0,0.0,0.0
45.46,-122.768,0.0,0.0,0.0
45.48,-122.798,0.0,0.0,0.0
45.5,-122.829,0.0,0.0,0.0
45.52,-122.859,0.0,0.0,0.0
45.54,-122.89,0.0,0.0,0.0
45.56,-122.92,0.0,0.0,0.0
45.58,-122.952,0.0,0.0,0.0
45.6,-122.981,0.0,0.0,0.0
45.62,-123.013,0.0,0.0,0.0
45.64,-123.042,0.0,0.0,0.0
45.66,-123.072,0.0,0.0,0.0
45.68,-123.102,0.0,0.0,0.0
45.7,-123.133,0.0,0.0,0.0
45.72,-123.163,0.0,0.0,0.0
45.74,-123.192,0.0,0.0,0.0
45.76,-123.222,0.0,0.0,0.0
45.78,-123.252,0.0,0.0,0.0
45.8,-123.281,0.0,0.0,0.0
45.82,-123.311,0.0,0.0,0.0
45.84,-123.341,0.0,0.0,0.0
45.86,-123.37,0.0,0.0,0.0
45.88,-123.4,0.0,0.0,0.0
45.9,-123.43,0.0,0.0,0.0
45.92,-123.458,0.0,0.0,0.0
45.94,-123.487,0.0,0.0,0.0
45.96,-123.517,0.0,0.0,0.0
45.98,-123.547,0.0,0.0,0.0
46.0,-123.575,0.0,0.0,0.0
46.02,-123.604,0.0,0.0,0.0
46.04,-123.632,0.0,0.0,0.0
46.06,-123.662,0.0,0.0,0.0
46.08,-123.69,0.0,0.0,0.0
46.1,-123.719,0.0,0.0,0.0
46.12,-123.747,0.0,0.0,0.0
46.14,-123.775,0.0,0.0,0.0
46.16,-123.805,0.0,0.0,0.0
46.18,-123.833,0.0,0.0,0.0
46.2,-123.861,0.0,0.0,0.0
46.22,-123.889,0.0,0.0,0.0
46.24,-123.917,0.0,0.0,0.0
46.26,-123.946,0.0,0.0,0.0
46.28,-123.974,0.0,0.0,0.0
46.3,-124.002,0.0,0.0,0.0
46.32,-124.03,0.0,0.0,0.0
46.34,-124.056,0.0,0.0,0.0
46.36,-124.084,0.0,0.0,0.0
46.38,-124.112,0.0,0.0,0.0
46.4,-124.14,0.0,0.0,0.0
46.42,-124.168,0.0,0.0,0.0
46.44,-124.196,0.0,0.0,0.0
46.46,-124.222,0.0,0.0,0.0
46.48,-124.25,0.0,0.0,0.0
46.5,-124.278,0.0,0.0,0.0
46.52,-124.304,0.0,0.0,0.0
46.54,-124.332,0.0,0.0,0.0
46.56,-124.358,0.0,0.0,0.0
46.58,-124.386,0.0,0.0,0.0
46.6,-124.412,0.0,0.0,0.0
46.62,-124.44,0.0,0.0,0.0
46.64,-124.466,0.0,0.0,0.0
46.66,-124.493,0.0,0.0,0.0
46.68,-124.521,0.0,0.0,0.0
46.7,-124.547,0.0,0.0,0.0
46.72,-124.573,0.0,0.0,0.0
46.74,-124.601,0.0,0.0,0.0
46.76,-124.627,0.0,0.0,0.0
46.78,-124.653,0.0,0.0,0.0
46.8,-124.679,0.0,0.0,0.0
46.82,-124.706,0.0,0.0,0.0
46.84,-124.732,0.0,0.0,0.0
46.86,-124.758,0.0,0.0,0.0
46.88,-124.784,0.0,0.0,0.0
46.9,-124.81,0.0,0.0,0.0
46.92,-124.836,0.0,0.0,0.0
46.94,-124.863,0.0,0.0,0.0
46.96,-124.889,0.0,0.0,0.0
46.98,-124.915,0.0,0.0,0.0
47.0,-124.941,0.0,0.0,0.0
47.02,-124.967,0.0,0.0,0.0
47.04,-124.994,0.0,0.0,0.0
47.06,-125.018,0.0,0.0,0.0
47.08,-125.044,0.0,0.0,0.0
47.1,-125.07,0.0,0.0,0.0
47.12,-125.097,0.0,0.0,0.0
47.14,-125.121,0.0,0.0,0.0
47.16,-125.147,0.0,0.0,0.0
47.18,-125.173,0.0,0.0,0.0
47.2,-125.198,0.0,0.0,0.0
47.22,-125.224,0.0,0.0,0.0
47.24,-125.248,0.0,0.0,0.0
47.26,-125.275,0.0,0.0,0.0
47.28,-125.299,0.0,0.0,0.0
47.3,-125.325,0.0,0.0,0.0
47.32,-125.35,0.0,0.0,0.0
47.34,-125.374,0.0,0.0,0.0
47.36,-125.4,0.0,0.0,0.0
47.38,-125.425,0.0,0.0,0.0
47.4,-125.449,0.0,0.0,0.0
47.42,-125.475,0.0,0.0,0.0
47.44,-125.5,0.0,0.0,0.0
47.46,-125.524,0.0,0.0,0.0
47.48,-125.549,0.0,0.0,0.0
47.5,-125.575,0.0,0.0,0.0
47.52,-125.599,0.0,0.0,0.0
47.54,-125.624,0.0,0.0,0.0
47.56,-125.648,0.0,0.0,0.0
47.58,-125.672,0.0,0.0,0.0
47.6,-125.697,0.0,0.0,0.0
47.62,-125.721,0.0,0.0,0.0
47.64,-125.746,0.0,0.0,0.0
47.66,-125.77,0.0,0.0,0.0
47.68,-125.795,0.0,0.0,0.0
47.7,-125.819,0.0,0.0,0.0
47.72,-125.844,0.0,0.0,0.0
47.74,-125.868,0.0,0.0,0.0
47.76,-125.892,0.0,0.0,0.0
47.78,-125.915,0.0,0.0,0.0
47.8,-125.94,0.0,0.0,0.0
47.82,-125.964,0.0,0.0,0.0
47.84,-125.988,0.0,0.0,0.0
47.86,-126.013,0.0,0.0,0.0
47.88,-126.036,0.0,0.0,0.0
47.9,-126.06,0.0,0.0,0.0
47.92,-126.084,0.0,0.0,0.0
47.94,-126.107,0.0,0.0,0.0
47.96,-126.132,0.0,0.0,0.0
47.98,-126.154,0.0,0.0,0.0
48.0,-126.179,0.0,0.0,0.0
48.02,-126.201,0.0,0.0,0.0
48.04,-126.226,0.0,0.0,0.0
48.06,-126.248,0.0,0.0,0.0
48.08,-126.273,0.0,0.0,0.0
48.1,-126.296,0.0,0.0,0.0
48.12,-126.32,0.0,0.0,0.0
48.14,-126.343,0.0,0.0,0.0
48.16,-126.367,0.0,0.0,0.0
48.18,-126.39,0.0,0.0,0.0
48.2,-126.413,0.0,0.0,0.0
48.22,-126.437,0.0,0.0,0.0
48.24,-126.46,0.0,0.0,0.0
48.26,-126.482,0.0,0.0,0.0
48.28,-126.505,0.0,0.0,0.0
48.3,-126.528,0.0,0.0,0.0
48.32,-126.552,0.0,0.0,0.0
48.34,-126.575,0.0,0.0,0.0
48.36,-126.598,0.0,0.0,0.0
48.38,-126.62,0.0,0.0,0.0
48.4,-126.643,0.0,0.0,0.0
48.42,-126.666,0.0,0.0,0.0
48.44,-126.688,0.0,0.0,0.0
