Tiempo ,ANGULO,ESTIMULO,PERTURBACION
23.6,0.569,1.7,0.0
23.62,0.569,1.7,0.0
23.64,0.571,1.7,0.0
23.66,0.572,1.7,0.0
23.68,0.574,1.7,0.0
23.7,0.576,1.7,0.0
23.72,0.576,1.7,0.0
23.74,0.578,1.7,0.0
23.76,0.579,1.7,0.0
23.78,0.581,1.7,0.0
23.8,0.585,1.7,0.0
23.82,0.586,1.7,0.0
23.84,0.588,1.7,0.0
23.86,0.59,1.7,0.0
23.88,0.592,1.7,0.0
23.9,0.593,1.7,0.0
23.92,0.595,1.7,0.0
23.94,0.597,1.7,0.0
23.96,0.599,1.7,0.0
23.98,0.6,1.7,0.0
24.0,0.602,1.7,0.0
24.02,0.604,1.7,0.0
24.04,0.606,1.7,0.0
24.06,0.607,1.7,0.0
24.08,0.607,1.7,0.0
24.1,0.609,1.7,0.0
24.12,0.611,1.7,0.0
24.14,0.611,1.7,0.0
24.16,0.613,1.7,0.0
24.18,0.613,1.7,0.0
24.2,0.614,1.7,0.0
24.22,0.614,1.7,0.0
24.24,0.614,1.7,0.0
24.26,0.614,1.7,0.0
24.28,0.614,1.7,0.0
24.3,0.614,1.7,0.0
24.32,0.614,1.7,0.0
24.34,0.614,1.7,0.0
24.36,0.613,1.7,0.0
24.38,0.613,1.7,0.0
24.4,0.613,1.7,0.0
24.42,0.611,1.7,0.0
24.44,0.609,1.7,0.0
24.46,0.609,1.7,0.0
24.48,0.607,1.7,0.0
24.5,0.606,1.7,0.0
24.52,0.604,1.7,0.0
24.54,0.602,1.7,0.0
24.56,0.602,1.7,0.0
24.58,0.6,1.7,0.0
24.6,0.599,1.7,0.0
24.62,0.597,1.7,0.0
24.64,0.595,1.7,0.0
24.66,0.593,1.7,0.0
24.68,0.592,1.7,0.0
24.7,0.59,1.7,0.0
24.72,0.588,1.7,0.0
24.74,0.586,1.7,0.0
24.76,0.585,1.7,0.0
24.78,0.583,1.7,0.0
24.8,0.581,1.7,0.0
24.82,0.581,1.7,0.0
24.84,0.579,1.7,0.0
24.86,0.578,1.7,0.0
24.88,0.578,1.7,0.0
24.9,0.576,1.7,0.0
24.92,0.576,1.7,0.0
24.94,0.574,1.7,0.0
24.96,0.574,1.7,0.0
24.98,0.574,1.7,0.0
25.0,0.574,1.7,0.0
25.02,0.574,1.7,0.0
25.04,0.574,1.7,0.0
25.06,0.574,1.7,0.0
25.08,0.574,1.7,0.0
25.1,0.574,1.7,0.0
25.12,0.574,1.7,0.0
25.14,0.576,1.7,0.0
25.16,0.576,1.7,0.0
25.18,0.576,1.7,0.0
25.2,0.578,1.7,0.0
25.22,0.579,1.7,0.0
25.24,0.579,1.7,0.0
25.26,0.581,1.7,0.0
25.28,0.583,1.7,0.0
25.3,0.583,1.7,0.0
25.32,0.585,1.7,0.0
25.34,0.586,1.7,0.0
25.36,0.588,1.7,0.0
25.38,0.59,1.7,0.0
25.4,0.592,1.7,0.0
25.42,0.592,1.7,0.0
25.44,0.593,1.7,0.0
25.46,0.595,1.7,0.0
25.48,0.597,1.7,0.0
25.5,0.599,1.7,0.0
25.52,0.599,1.7,0.0
25.54,0.6,1.7,0.0
25.56,0.602,1.7,0.0
25.58,0.602,1.7,0.0
25.6,0.604,1.7,0.0
25.62,0.604,1.7,0.0
25.64,0.606,1.7,0.0
25.66,0.606,1.7,0.0
25.68,0.607,1.7,0.0
25.7,0.607,1.7,0.0
25.72,0.609,1.7,0.0
25.74,0.609,1.7,0.0
25.76,0.609,1.7,0.0
25.78,0.609,1.7,0.0
25.8,0.609,1.7,0.0
25.82,0.609,1.7,0.0
25.84,0.609,1.7,0.0
25.86,0.609,1.7,0.0
25.88,0.609,1.7,0.0
25.9,0.607,1.7,0.0
25.92,0.607,1.7,0.0
25.94,0.607,1.7,0.0
25.96,0.606,1.7,0.0
25.98,0.606,1.7,0.0
26.0,0.604,1.7,0.0
26.02,0.604,1.7,0.0
26.04,0.602,1.7,0.0
26.06,0.602,1.7,0.0
26.08,0.6,1.7,0.0
26.1,0.599,1.7,0.0
26.12,0.599,1.7,0.0
26.14,0.597,1.7,0.0
26.16,0.595,1.7,0.0
26.18,0.595,1.7,0.0
26.2,0.593,1.7,0.0
26.22,0.592,1.7,0.0
26.24,0.592,1.7,0.0
26.26,0.59,1.7,0.0
26.28,0.588,1.7,0.0
26.3,0.588,1.7,0.0
26.32,0.586,1.7,0.0
26.34,0.585,1.7,0.0
26.36,0.585,1.7,0.0
26.38,0.583,1.7,0.0
26.4,0.583,1.7,0.0
26.42,0.581,1.7,0.0
26.44,0.581,1.7,0.0
26.46,0.581,1.7,0.0
26.48,0.579,1.7,0.0
26.5,0.579,1.7,0.0
26.52,0.579,1.7,0.0
26.54,0.579,1.7,0.0
26.56,0.579,1.7,0.0
26.58,0.579,1.7,0.0
26.6,0.579,1.7,0.0
26.62,0.579,1.7,0.0
26.64,0.579,1.7,0.0
26.66,0.579,1.7,0.0
26.68,0.579,1.7,0.0
26.7,0.581,1.7,0.0
26.72,0.581,1.7,0.0
26.74,0.581,1.7,0.0
26.76,0.583,1.7,0.0
26.78,0.583,1.7,0.0
26.8,0.585,1.7,0.0
26.82,0.585,1.7,0.0
26.84,0.586,1.7,0.0
26.86,0.586,1.7,0.0
26.88,0.588,1.7,0.0
26.9,0.588,1.7,0.0
26.92,0.59,1.7,0.0
26.94,0.592,1.7,0.0
26.96,0.592,1.7,0.0
26.98,0.593,1.7,0.0
27.0,0.593,1.7,0.0
27.02,0.595,1.7,0.0
27.04,0.597,1.7,0.0
27.06,0.597,1.7,0.0
27.08,0.599,1.7,0.0
27.1,0.599,1.7,0.0
27.12,0.6,1.7,0.0
27.14,0.6,1.7,0.0
27.16,0.602,1.7,0.0
27.18,0.602,1.7,0.0
27.2,0.604,1.7,0.0
27.22,0.604,1.7,0.0
27.24,0.604,1.7,0.0
27.26,0.606,1.7,0.0
27.28,0.606,1.7,0.0
27.3,0.606,1.7,0.0
27.32,0.606,1.7,0.0
27.34,0.606,1.7,0.0
27.36,0.607,1.7,0.0
27.38,0.607,1.7,0.0
27.4,0.607,1.7,0.0
27.42,0.607,1.7,0.0
27.44,0.607,1.7,0.0
27.46,0.607,1.7,0.0
27.48,0.607,1.7,0.0
27.5,0.606,1.7,0.0
27.52,0.606,1.7,0.0
27.54,0.606,1.7,0.0
27.56,0.606,1.7,0.0
27.58,0.606,1.7,0.0
27.6,0.604,1.7,0.0
27.62,0.604,1.7,0.0
27.64,0.604,1.7,0.0
27.66,0.602,1.7,0.0
27.68,0.602,1.7,0.0
27.7,0.6,1.7,0.0
27.72,0.6,1.7,0.0
27.74,0.6,1.7,0.0
27.76,0.599,1.7,0.0
27.78,0.599,1.7,0.0
27.8,0.597,1.7,0.0
27.82,0.597,1.7,0.0
27.84,0.595,1.7,0.0
27.86,0.595,1.7,0.0
27.88,0.593,1.7,0.0
27.9,0.593,1.7,0.0
27.92,0.593,1.7,0.0
27.94,0.592,1.7,0.0
27.96,0.592,1.7,0.0
27.98,0.592,1.7,0.0
28.0,0.59,1.7,0.0
28.02,0.59,1.7,0.0
28.04,0.59,1.7,0.0
28.06,0.59,1.7,0.0
28.08,0.59,1.7,0.0
28.1,0.588,1.7,0.0
28.12,0.588,1.7,0.0
28.14,0.588,1.7,0.0
28.16,0.588,1.7,0.0
28.18,0.588,1.7,0.0
28.2,0.588,1.7,0.0
28.22,0.59,1.7,0.0
28.24,0.59,1.7,0.0
28.26,0.59,1.7,0.0
28.28,0.59,1.7,0.0
28.3,0.59,1.7,0.0
28.32,0.592,1.7,0.0
28.34,0.592,1.7,0.0
28.36,0.592,1.7,0.0
28.38,0.593,1.7,0.0
28.4,0.593,1.7,0.0
28.42,0.593,1.7,0.0
28.44,0.595,1.7,0.0
28.46,0.595,1.7,0.0
28.48,0.595,1.7,0.0
28.5,0.597,1.7,0.0
28.52,0.597,1.7,0.0
28.54,0.599,1.7,0.0
28.56,0.599,1.7,0.0
28.58,0.599,1.7,0.0
28.6,0.6,1.7,0.0
28.62,0.6,1.7,0.0
28.64,0.6,1.7,0.0
28.66,0.6,1.7,0.0
28.68,0.6,1.7,0.0
28.7,0.602,1.7,0.0
28.72,0.602,1.7,0.0
28.74,0.602,1.7,0.0
28.76,0.602,1.7,0.0
28.78,0.602,1.7,0.0
28.8,0.602,1.7,0.0
28.82,0.602,1.7,0.0
28.84,0.602,1.7,0.0
28.86,0.6,1.7,0.0
28.88,0.6,1.7,0.0
28.9,0.6,1.7,0.0
28.92,0.6,1.7,0.0
28.94,0.6,1.7,0.0
28.96,0.599,1.7,0.0
28.98,0.599,1.7,0.0
29.0,0.597,1.7,0.0
29.02,0.597,1.7,0.0
29.04,0.597,1.7,0.0
29.06,0.595,1.7,0.0
29.08,0.595,1.7,0.0
29.1,0.593,1.7,0.0
29.12,0.593,1.7,0.0
29.14,0.592,1.7,0.0
29.16,0.592,1.7,0.0
29.18,0.59,1.7,0.0
29.2,0.59,1.7,0.0
29.22,0.588,1.7,0.0
29.24,0.588,1.7,0.0
29.26,0.586,1.7,0.0
29.28,0.586,1.7,0.0
29.3,0.585,1.7,0.0
29.32,0.585,1.7,0.0
29.34,0.583,1.7,0.0
29.36,0.583,1.7,0.0
29.38,0.583,1.7,0.0
29.4,0.581,1.7,0.0
29.42,0.581,1.7,0.0
29.44,0.581,1.7,0.0
29.46,0.579,1.7,0.0
29.48,0.579,1.7,0.0
29.5,0.579,1.7,0.0
29.52,0.579,1.7,0.0
29.54,0.579,1.7,0.0
29.56,0.579,1.7,0.0
29.58,0.579,1.7,0.0
29.6,0.579,1.7,0.0
29.62,0.579,1.7,0.0
29.64,0.579,1.7,0.0
29.66,0.579,1.7,0.0
29.68,0.579,1.7,0.0
29.7,0.579,1.7,0.0
29.72,0.579,1.7,0.0
29.74,0.581,1.7,0.0
29.76,0.581,1.7,0.0
29.78,0.581,1.7,0.0
29.8,0.583,1.7,0.0
29.82,0.583,1.7,0.0
29.84,0.583,1.7,0.0
29.86,0.585,1.7,0.0
29.88,0.585,1.7,0.0
29.9,0.586,1.7,0.0
29.92,0.586,1.7,0.0
29.94,0.588,1.7,0.0
29.96,0.588,1.7,0.0
29.98,0.59,1.7,0.0
30.0,0.59,1.7,0.0
30.02,0.59,1.7,0.0
30.04,0.592,1.7,0.0
30.06,0.592,1.7,0.0
30.08,0.593,1.7,0.0
30.1,0.593,1.7,0.0
30.12,0.593,1.7,0.0
30.14,0.595,1.7,0.0
30.16,0.595,1.7,0.0
30.18,0.595,1.7,0.0
30.2,0.597,1.7,0.0
30.22,0.597,1.7,0.0
30.24,0.597,1.7,0.0
30.26,0.597,1.7,0.0
30.28,0.599,1.7,0.0
30.3,0.599,1.7,0.0
30.32,0.599,1.7,0.0
30.34,0.599,1.7,0.0
30.36,0.599,1.7,0.0
30.38,0.599,1.7,0.0
30.4,0.599,1.7,0.0
30.42,0.599,1.7,0.0
30.44,0.599,1.7,0.0
30.46,0.599,1.7,0.0
30.48,0.597,1.7,0.0
30.5,0.597,1.7,0.0
30.52,0.597,1.7,0.0
30.54,0.597,1.7,0.0
30.56,0.595,1.7,0.0
30.58,0.595,1.7,0.0
30.6,0.595,1.7,0.0
30.62,0.593,1.7,0.0
30.64,0.593,1.7,0.0
30.66,0.593,1.7,0.0
30.68,0.592,1.7,0.0
30.7,0.592,1.7,0.0
30.72,0.59,1.7,0.0
30.74,0.59,1.7,0.0
30.76,0.59,1.7,0.0
30.78,0.588,1.7,0.0
30.8,0.588,1.7,0.0
30.82,0.586,1.7,0.0
30.84,0.586,1.7,0.0
30.86,0.586,1.7,0.0
30.88,0.585,1.7,0.0
30.9,0.585,1.7,0.0
30.92,0.585,1.7,0.0
30.94,0.583,1.7,0.0
30.96,0.583,1.7,0.0
30.98,0.583,1.7,0.0
31.0,0.581,1.7,0.0
31.02,0.581,1.7,0.0
31.04,0.581,1.7,0.0
31.06,0.581,1.7,0.0
31.08,0.581,1.7,0.0
31.1,0.581,1.7,0.0
31.12,0.581,1.7,0.0
31.14,0.581,1.7,0.0
31.16,0.581,1.7,0.0
31.18,0.581,1.7,0.0
31.2,0.581,1.7,0.0
31.22,0.581,1.7,0.0
31.24,0.581,1.7,0.0
31.26,0.581,1.7,0.0
31.28,0.581,1.7,0.0
31.3,0.581,1.7,0.0
31.32,0.583,1.7,0.0
31.34,0.583,1.7,0.0
31.36,0.583,1.7,0.0
31.38,0.583,1.7,0.0
31.4,0.585,1.7,0.0
31.42,0.585,1.7,0.0
31.44,0.585,1.7,0.0
31.46,0.586,1.7,0.0
31.48,0.586,1.7,0.0
31.5,0.586,1.7,0.0
31.52,0.588,1.7,0.0
31.54,0.588,1.7,0.0
31.56,0.59,1.7,0.0
31.58,0.59,1.7,0.0
31.6,0.59,1.7,0.0
31.62,0.592,1.7,0.0
31.64,0.592,1.7,0.0
31.66,0.592,1.7,0.0
31.68,0.593,1.7,0.0
31.7,0.593,1.7,0.0
31.72,0.593,1.7,0.0
31.74,0.595,1.7,0.0
31.76,0.595,1.7,0.0
31.78,0.595,1.7,0.0
31.8,0.595,1.7,0.0
31.82,0.595,1.7,0.0
31.84,0.595,1.7,0.0
31.86,0.595,1.7,0.0
31.88,0.597,1.7,0.0
31.9,0.597,1.7,0.0
31.92,0.597,1.7,0.0
31.94,0.595,1.7,0.0
31.96,0.595,1.7,0.0
31.98,0.595,1.7,0.0
32.0,0.595,1.7,0.0
32.02,0.595,1.7,0.0
32.04,0.595,1.7,0.0
32.06,0.595,1.7,0.0
32.08,0.593,1.7,0.0
32.1,0.593,1.7,0.0
32.12,0.593,1.7,0.0
32.14,0.593,1.7,0.0
32.16,0.592,1.7,0.0
32.18,0.592,1.7,0.0
32.2,0.592,1.7,0.0
32.22,0.59,1.7,0.0
32.24,0.59,1.7,0.0
32.26,0.59,1.7,0.0
32.28,0.588,1.7,0.0
32.3,0.588,1.7,0.0
32.32,0.588,1.7,0.0
32.34,0.586,1.7,0.0
32.36,0.586,1.7,0.0
32.38,0.586,1.7,0.0
32.4,0.585,1.7,0.0
32.42,0.585,1.7,0.0
32.44,0.585,1.7,0.0
32.46,0.585,1.7,0.0
32.48,0.583,1.7,0.0
32.5,0.583,1.7,0.0
32.52,0.583,1.7,0.0
32.54,0.583,1.7,0.0
32.56,0.581,1.7,0.0
32.58,0.581,1.7,0.0
32.6,0.581,1.7,0.0
32.62,0.581,1.7,0.0
32.64,0.581,1.7,0.0
32.66,0.581,1.7,0.0
32.68,0.581,1.7,0.0
32.7,0.581,1.7,0.0
32.72,0.581,1.7,0.0
32.74,0.581,1.7,0.0
32.76,0.581,1.7,0.0
32.78,0.583,1.7,0.0
32.8,0.583,1.7,0.0
32.82,0.583,1.7,0.0
32.84,0.583,1.7,0.0
32.86,0.583,1.7,0.0
32.88,0.585,1.7,0.0
32.9,0.585,1.7,0.0
32.92,0.585,1.7,0.0
32.94,0.585,1.7,0.0
32.96,0.586,1.7,0.0
32.98,0.586,1.7,0.0
33.0,0.586,1.7,0.0
33.02,0.588,1.7,0.0
33.04,0.588,1.7,0.0
33.06,0.588,1.7,0.0
33.08,0.59,1.7,0.0
33.1,0.59,1.7,0.0
33.12,0.59,1.7,0.0
33.14,0.59,1.7,0.0
33.16,0.592,1.7,0.0
33.18,0.592,1.7,0.0
33.2,0.592,1.7,0.0
33.22,0.593,1.7,0.0
33.24,0.593,1.7,0.0
33.26,0.593,1.7,0.0
33.28,0.593,1.7,0.0
33.3,0.593,1.7,0.0
33.32,0.595,1.7,0.0
33.34,0.595,1.7,0.0
33.36,0.595,1.7,0.0
33.38,0.595,1.7,0.0
33.4,0.595,1.7,0.0
33.42,0.595,1.7,0.0
33.44,0.595,1.7,0.0
33.46,0.595,1.7,0.0
33.48,0.595,1.7,0.0
33.5,0.595,1.7,0.0
33.52,0.595,1.7,0.0
33.54,0.595,1.7,0.0
33.56,0.595,1.7,0.0
33.58,0.593,1.7,0.0
33.6,0.593,1.7,0.0
33.62,0.593,1.7,0.0
33.64,0.593,1.7,0.0
33.66,0.593,1.7,0.0
33.68,0.593,1.7,0.0
33.7,0.592,1.7,0.0
33.72,0.592,1.7,0.0
33.74,0.592,1.7,0.0
33.76,0.592,1.7,0.0
33.78,0.59,1.7,0.0
33.8,0.59,1.7,0.0
33.82,0.59,1.7,0.0
33.84,0.59,1.7,0.0
33.86,0.59,1.7,0.0
33.88,0.588,1.7,0.0
33.9,0.588,1.7,0.0
33.92,0.588,1.7,0.0
33.94,0.588,1.7,0.0
33.96,0.588,1.7,0.0
33.98,0.586,1.7,0.0
34.0,0.586,1.7,0.0
34.02,0.586,1.7,0.0
34.04,0.586,1.7,0.0
34.06,0.586,1.7,0.0
34.08,0.586,1.7,0.0
34.1,0.585,1.7,0.0
34.12,0.585,1.7,0.0
34.14,0.585,1.7,0.0
34.16,0.585,1.7,0.0
34.18,0.585,1.7,0.0
34.2,0.585,1.7,0.0
34.22,0.585,1.7,0.0
34.24,0.585,1.7,0.0
34.26,0.585,1.7,0.0
34.28,0.585,1.7,0.0
34.3,0.585,1.7,0.0
34.32,0.585,1.7,0.0
34.34,0.586,1.7,0.0
34.36,0.586,1.7,0.0
34.38,0.586,1.7,0.0
34.4,0.586,1.7,0.0
34.42,0.586,1.7,0.0
34.44,0.586,1.7,0.0
34.46,0.588,1.7,0.0
34.48,0.588,1.7,0.0
34.5,0.588,1.7,0.0
34.52,0.588,1.7,0.0
34.54,0.59,1.7,0.0
34.56,0.59,1.7,0.0
34.58,0.59,1.7,0.0
34.6,0.59,1.7,0.0
34.62,0.59,1.7,0.0
34.64,0.59,1.7,0.0
34.66,0.592,1.7,0.0
34.68,0.592,1.7,0.0
34.7,0.592,1.7,0.0
34.72,0.592,1.7,0.0
34.74,0.592,1.7,0.0
34.76,0.592,1.7,0.0
34.78,0.592,1.7,0.0
34.8,0.592,1.7,0.0
34.82,0.592,1.7,0.0
34.84,0.593,1.7,0.0
34.86,0.593,1.7,0.0
34.88,0.593,1.7,0.0
34.9,0.593,1.7,0.0
34.92,0.592,1.7,0.0
34.94,0.592,1.7,0.0
34.96,0.592,1.7,0.0
34.98,0.592,1.7,0.0
35.0,0.592,1.7,0.0
35.02,0.592,1.7,0.0
35.04,0.592,1.7,0.0
35.06,0.592,1.7,0.0
35.08,0.59,1.7,0.0
35.1,0.59,1.7,0.0
35.12,0.59,1.7,0.0
35.14,0.59,1.7,0.0
35.16,0.59,1.7,0.0
35.18,0.59,1.7,0.0
35.2,0.588,1.7,0.0
35.22,0.588,1.7,0.0
35.24,0.588,1.7,0.0
35.26,0.588,1.7,0.0
35.28,0.588,1.7,0.0
35.3,0.588,1.7,0.0
35.32,0.588,1.7,0.0
35.34,0.586,1.7,0.0
35.36,0.586,1.7,0.0
35.38,0.586,1.7,0.0
35.4,0.586,1.7,0.0
35.42,0.586,1.7,0.0
35.44,0.586,1.7,0.0
35.46,0.586,1.7,0.0
35.48,0.586,1.7,0.0
35.5,0.585,1.7,0.0
35.52,0.585,1.7,0.0
35.54,0.585,1.7,0.0
35.56,0.585,1.7,0.0
35.58,0.585,1.7,0.0
35.6,0.586,1.7,0.0
35.62,0.586,1.7,0.0
35.64,0.586,1.7,0.0
35.66,0.586,1.7,0.0
35.68,0.586,1.7,0.0
35.7,0.586,1.7,0.0
35.72,0.586,1.7,0.0
35.74,0.586,1.7,0.0
35.76,0.586,1.7,0.0
35.78,0.588,1.7,0.0
35.8,0.588,1.7,0.0
35.82,0.588,1.7,0.0
35.84,0.588,1.7,0.0
35.86,0.588,1.7,0.0
35.88,0.588,1.7,0.0
35.9,0.59,1.7,0.0
35.92,0.59,1.7,0.0
35.94,0.59,1.7,0.0
35.96,0.59,1.7,0.0
35.98,0.592,1.7,0.0
36.0,0.592,1.7,0.0
36.02,0.592,1.7,0.0
36.04,0.592,1.7,0.0
36.06,0.592,1.7,0.0
36.08,0.592,1.7,0.0
36.1,0.592,1.7,0.0
36.12,0.593,1.7,0.0
36.14,0.593,1.7,0.0
36.16,0.593,1.7,0.0
36.18,0.593,1.7,0.0
36.2,0.593,1.7,0.0
36.22,0.593,1.7,0.0
36.24,0.593,1.7,0.0
36.26,0.593,1.7,0.0
36.28,0.593,1.7,0.0
36.3,0.593,1.7,0.0
36.32,0.593,1.7,0.0
36.34,0.593,1.7,0.0
36.36,0.593,1.7,0.0
36.38,0.593,1.7,0.0
36.4,0.593,1.7,0.0
36.42,0.593,1.7,0.0
36.44,0.593,1.7,0.0
36.46,0.593,1.7,0.0
36.48,0.593,1.7,0.0
36.5,0.593,1.7,0.0
36.52,0.593,1.7,0.0
36.54,0.593,1.7,0.0
36.56,0.593,1.7,0.0
36.58,0.593,1.7,0.0
36.6,0.593,1.7,0.0
36.62,0.592,1.7,0.0
36.64,0.592,1.7,0.0
36.66,0.592,1.7,0.0
36.68,0.592,1.7,0.0
36.7,0.592,1.7,0.0
36.72,0.592,1.7,0.0
36.74,0.592,1.7,0.0
36.76,0.592,1.7,0.0
36.78,0.59,1.7,0.0
36.8,0.59,1.7,0.0
36.82,0.59,1.7,0.0
36.84,0.59,1.7,0.0
36.86,0.59,1.7,0.0
36.88,0.59,1.7,0.0
36.9,0.59,1.7,0.0
36.92,0.59,1.7,0.0
36.94,0.588,1.7,0.0
36.96,0.588,1.7,0.0
36.98,0.588,1.7,0.0
37.0,0.588,1.7,0.0
37.02,0.588,1.7,0.0
37.04,0.588,1.7,0.0
37.06,0.588,1.7,0.0
37.08,0.588,1.7,0.0
37.1,0.588,1.7,0.0
37.12,0.588,1.7,0.0
37.14,0.588,1.7,0.0
37.16,0.588,1.7,0.0
37.18,0.588,1.7,0.0
37.2,0.588,1.7,0.0
37.22,0.588,1.7,0.0
37.24,0.588,1.7,0.0
37.26,0.588,1.7,0.0
37.28,0.588,1.7,0.0
37.3,0.588,1.7,0.0
37.32,0.588,1.7,0.0
37.34,0.588,1.7,0.0
37.36,0.588,1.7,0.0
37.38,0.59,1.7,0.0
37.4,0.59,1.7,0.0
37.42,0.59,1.7,0.0
37.44,0.59,1.7,0.0
37.46,0.59,1.7,0.0
37.48,0.59,1.7,0.0
37.5,0.59,1.7,0.0
37.52,0.59,1.7,0.0
37.54,0.59,1.7,0.0
37.56,0.59,1.7,0.0
37.58,0.59,1.7,0.0
37.6,0.59,1.7,0.0
37.62,0.59,1.7,0.0
37.64,0.59,1.7,0.0
37.66,0.59,1.7,0.0
37.68,0.59,1.7,0.0
37.7,0.59,1.7,0.0
37.72,0.59,1.7,0.0
37.74,0.59,1.7,0.0
37.76,0.59,1.7,0.0
37.78,0.59,1.7,0.0
37.8,0.59,1.7,0.0
37.82,0.59,1.7,0.0
37.84,0.59,1.7,0.0
37.86,0.59,1.7,0.0
37.88,0.59,1.7,0.0
37.9,0.59,1.7,0.0
37.92,0.59,1.7,0.0
37.94,0.59,1.7,0.0
37.96,0.59,1.7,0.0
37.98,0.59,1.7,0.0
38.0,0.59,1.7,0.0
38.02,0.59,1.7,0.0
38.04,0.59,1.7,0.0
38.06,0.59,1.7,0.0
38.08,0.59,1.7,0.0
38.1,0.59,1.7,0.0
38.12,0.59,1.7,0.0
38.14,0.59,1.7,0.0
38.16,0.59,1.7,0.0
38.18,0.59,1.7,0.0
38.2,0.59,1.7,0.0
38.22,0.588,1.7,0.0
38.24,0.588,1.7,0.0
38.26,0.588,1.7,0.0
38.28,0.588,1.7,0.0
38.3,0.588,1.7,0.0
38.32,0.588,1.7,0.0
38.34,0.588,1.7,0.0
38.36,0.588,1.7,0.0
38.38,0.588,1.7,0.0
38.4,0.588,1.7,0.0
38.42,0.588,1.7,0.0
38.44,0.588,1.7,0.0
38.46,0.588,1.7,0.0
38.48,0.588,1.7,0.0
38.5,0.588,1.7,0.0
38.52,0.588,1.7,0.0
38.54,0.588,1.7,0.0
38.56,0.588,1.7,0.0
38.58,0.588,1.7,0.0
38.6,0.588,1.7,0.0
38.62,0.588,1.7,0.0
38.64,0.588,1.7,0.0
38.66,0.588,1.7,0.0
38.68,0.588,1.7,0.0
38.7,0.588,1.7,0.0
38.72,0.588,1.7,0.0
38.74,0.59,1.7,0.0
38.76,0.59,1.7,0.0
38.78,0.59,1.7,0.0
38.8,0.59,1.7,0.0
38.82,0.59,1.7,0.0
38.84,0.59,1.7,0.0
38.86,0.59,1.7,0.0
38.88,0.59,1.7,0.0
38.9,0.59,1.7,0.0
38.92,0.59,1.7,0.0
38.94,0.59,1.7,0.0
38.96,0.59,1.7,0.0
38.98,0.59,1.7,0.0
39.0,0.59,1.7,0.0
39.02,0.59,1.7,0.0
39.04,0.588,1.7,0.0
39.06,0.588,1.7,0.0
39.08,0.588,1.7,0.0
39.1,0.588,1.7,0.0
39.12,0.588,1.7,0.0
39.14,0.588,1.7,0.0
39.16,0.588,1.7,0.0
39.18,0.588,1.7,0.0
39.2,0.588,1.7,0.0
39.22,0.588,1.7,0.0
39.24,0.588,1.7,0.0
39.26,0.588,1.7,0.0
39.28,0.588,1.7,0.0
39.3,0.588,1.7,0.0
39.32,0.586,1.7,0.0
39.34,0.586,1.7,0.0
39.36,0.586,1.7,0.0
39.38,0.586,1.7,0.0
39.4,0.586,1.7,0.0
39.42,0.586,1.7,0.0
39.44,0.586,1.7,0.0
39.46,0.586,1.7,0.0
39.48,0.586,1.7,0.0
39.5,0.586,1.7,0.0
39.52,0.586,1.7,0.0
39.54,0.586,1.7,0.0
39.56,0.586,1.7,0.0
39.58,0.586,1.7,0.0
39.6,0.586,1.7,0.0
39.62,0.586,1.7,0.0
39.64,0.586,1.7,0.0
39.66,0.586,1.7,0.0
39.68,0.586,1.7,0.0
39.7,0.586,1.7,0.0
39.72,0.586,1.7,0.0
39.74,0.586,1.7,0.0
39.76,0.586,1.7,0.0
39.78,0.586,1.7,0.0
39.8,0.586,1.7,0.0
39.82,0.588,1.7,0.0
39.84,0.588,1.7,0.0
39.86,0.588,1.7,0.0
39.88,0.588,1.7,0.0
39.9,0.588,1.7,0.0
39.92,0.588,1.7,0.0
39.94,0.588,1.7,0.0
39.96,0.588,1.7,0.0
39.98,0.588,1.7,0.0
40.0,0.588,1.7,0.0
40.02,0.588,1.7,0.0
40.04,0.588,1.9,0.2
40.06,0.59,1.9,0.2
40.08,0.59,1.9,0.2
40.1,0.59,1.9,0.2
40.12,0.59,1.9,0.2
40.14,0.592,1.9,0.2
40.16,0.593,1.9,0.2
40.18,0.595,1.9,0.2
40.2,0.597,1.9,0.2
40.22,0.6,1.9,0.2
40.24,0.602,1.9,0.2
40.26,0.606,1.9,0.2
40.28,0.611,1.9,0.2
40.3,0.614,1.9,0.2
40.32,0.618,1.9,0.2
40.34,0.623,1.9,0.2
40.36,0.628,1.9,0.2
40.38,0.634,1.9,0.2
40.4,0.639,1.9,0.2
40.42,0.644,1.9,0.2
40.44,0.651,1.9,0.2
40.46,0.656,1.9,0.2
40.48,0.661,1.9,0.2
40.5,0.668,1.9,0.2
40.52,0.674,1.9,0.2
40.54,0.679,1.9,0.2
40.56,0.686,1.9,0.2
40.58,0.691,1.9,0.2
40.6,0.696,1.9,0.2
40.62,0.702,1.9,0.2
40.64,0.707,1.9,0.2
40.66,0.712,1.9,0.2
40.68,0.717,1.9,0.2
40.7,0.721,1.9,0.2
40.72,0.726,1.9,0.2
40.74,0.73,1.9,0.2
40.76,0.733,1.9,0.2
40.78,0.737,1.9,0.2
40.8,0.738,1.9,0.2
40.82,0.742,1.9,0.2
40.84,0.744,1.9,0.2
40.86,0.744,1.9,0.2
40.88,0.745,1.9,0.2
40.9,0.745,1.9,0.2
40.92,0.747,1.9,0.2
40.94,0.745,1.9,0.2
40.96,0.745,1.9,0.2
40.98,0.745,1.9,0.2
41.0,0.744,1.9,0.2
41.02,0.742,1.9,0.2
41.04,0.74,1.9,0.2
