Tiempo ,ANGULO,ESTIMULO,PERTURBACION
41.06,0.737,1.9,0.2
41.08,0.735,1.9,0.2
41.1,0.731,1.9,0.2
41.12,0.728,1.9,0.2
41.14,0.724,1.9,0.2
41.16,0.719,1.9,0.2
41.18,0.716,1.9,0.2
41.2,0.71,1.9,0.2
41.22,0.707,1.9,0.2
41.24,0.702,1.9,0.2
41.26,0.696,1.9,0.2
41.28,0.691,1.9,0.2
41.3,0.686,1.9,0.2
41.32,0.681,1.9,0.2
41.34,0.675,1.9,0.2
41.36,0.67,1.9,0.2
41.38,0.665,1.9,0.2
41.4,0.66,1.9,0.2
41.42,0.654,1.9,0.2
41.44,0.649,1.9,0.2
41.46,0.644,1.9,0.2
41.48,0.639,1.9,0.2
41.5,0.635,1.9,0.2
41.52,0.63,1.9,0.2
41.54,0.627,1.9,0.2
41.56,0.623,1.9,0.2
41.58,0.62,1.9,0.2
41.6,0.616,1.9,0.2
41.62,0.613,1.9,0.2
41.64,0.611,1.9,0.2
41.66,0.609,1.9,0.2
41.68,0.607,1.9,0.2
41.7,0.606,1.9,0.2
41.72,0.606,1.9,0.2
41.74,0.604,1.9,0.2
41.76,0.604,1.9,0.2
41.78,0.606,1.9,0.2
41.8,0.606,1.9,0.2
41.82,0.606,1.9,0.2
41.84,0.607,1.9,0.2
41.86,0.609,1.9,0.2
41.88,0.611,1.9,0.2
41.9,0.614,1.9,0.2
41.92,0.616,1.9,0.2
41.94,0.62,1.9,0.2
41.96,0.623,1.9,0.2
41.98,0.627,1.9,0.2
42.0,0.63,1.9,0.2
42.02,0.634,1.9,0.2
42.04,0.637,1.9,0.2
42.06,0.642,1.9,0.2
42.08,0.646,1.9,0.2
42.1,0.651,1.9,0.2
42.12,0.656,1.9,0.2
42.14,0.66,1.9,0.2
42.16,0.665,1.9,0.2
42.18,0.67,1.9,0.2
42.2,0.674,1.9,0.2
42.22,0.679,1.9,0.2
42.24,0.684,1.9,0.2
42.26,0.688,1.9,0.2
42.28,0.693,1.9,0.2
42.3,0.696,1.9,0.2
42.32,0.702,1.9,0.2
42.34,0.705,1.9,0.2
42.36,0.709,1.9,0.2
42.38,0.712,1.9,0.2
42.4,0.716,1.9,0.2
42.42,0.717,1.9,0.2
42.44,0.721,1.9,0.2
42.46,0.723,1.9,0.2
42.48,0.724,1.9,0.2
42.5,0.726,1.9,0.2
42.52,0.728,1.9,0.2
42.54,0.728,1.9,0.2
42.56,0.728,1.9,0.2
42.58,0.728,1.9,0.2
42.6,0.728,1.9,0.2
42.62,0.728,1.9,0.2
42.64,0.728,1.9,0.2
42.66,0.726,1.9,0.2
42.68,0.724,1.9,0.2
42.7,0.723,1.9,0.2
42.72,0.721,1.9,0.2
42.74,0.717,1.9,0.2
42.76,0.716,1.9,0.2
42.78,0.712,1.9,0.2
42.8,0.709,1.9,0.2
42.82,0.705,1.9,0.2
42.84,0.702,1.9,0.2
42.86,0.698,1.9,0.2
42.88,0.693,1.9,0.2
42.9,0.689,1.9,0.2
42.92,0.686,1.9,0.2
42.94,0.681,1.9,0.2
42.96,0.677,1.9,0.2
42.98,0.672,1.9,0.2
43.0,0.668,1.9,0.2
43.02,0.663,1.9,0.2
43.04,0.66,1.9,0.2
43.06,0.654,1.9,0.2
43.08,0.651,1.9,0.2
43.1,0.648,1.9,0.2
43.12,0.642,1.9,0.2
43.14,0.639,1.9,0.2
43.16,0.635,1.9,0.2
43.18,0.632,1.9,0.2
43.2,0.63,1.9,0.2
43.22,0.627,1.9,0.2
43.24,0.623,1.9,0.2
43.26,0.621,1.9,0.2
43.28,0.62,1.9,0.2
43.3,0.618,1.9,0.2
43.32,0.616,1.9,0.2
43.34,0.616,1.9,0.2
43.36,0.614,1.9,0.2
43.38,0.614,1.9,0.2
43.4,0.614,1.9,0.2
43.42,0.614,1.9,0.2
43.44,0.614,1.9,0.2
43.46,0.614,1.9,0.2
43.48,0.616,1.9,0.2
43.5,0.618,1.9,0.2
43.52,0.62,1.9,0.2
43.54,0.621,1.9,0.2
43.56,0.623,1.9,0.2
43.58,0.625,1.9,0.2
43.6,0.628,1.9,0.2
43.62,0.63,1.9,0.2
43.64,0.634,1.9,0.2
43.66,0.637,1.9,0.2
43.68,0.639,1.9,0.2
43.7,0.642,1.9,0.2
43.72,0.648,1.9,0.2
43.74,0.651,1.9,0.2
43.76,0.654,1.9,0.2
43.78,0.658,1.9,0.2
43.8,0.661,1.9,0.2
43.82,0.665,1.9,0.2
43.84,0.67,1.9,0.2
43.86,0.674,1.9,0.2
43.88,0.677,1.9,0.2
43.9,0.681,1.9,0.2
43.92,0.684,1.9,0.2
43.94,0.688,1.9,0.2
43.96,0.691,1.9,0.2
43.98,0.695,1.9,0.2
44.0,0.698,1.9,0.2
44.02,0.7,1.9,0.2
44.04,0.703,1.9,0.2
44.06,0.705,1.9,0.2
44.08,0.707,1.9,0.2
44.1,0.71,1.9,0.2
44.12,0.712,1.9,0.2
44.14,0.712,1.9,0.2
44.16,0.714,1.9,0.2
44.18,0.714,1.9,0.2
44.2,0.716,1.9,0.2
44.22,0.716,1.9,0.2
44.24,0.716,1.9,0.2
44.26,0.716,1.9,0.2
44.28,0.714,1.9,0.2
44.3,0.714,1.9,0.2
44.32,0.712,1.9,0.2
44.34,0.712,1.9,0.2
44.36,0.71,1.9,0.2
44.38,0.709,1.9,0.2
44.4,0.705,1.9,0.2
44.42,0.703,1.9,0.2
44.44,0.702,1.9,0.2
44.46,0.698,1.9,0.2
44.48,0.695,1.9,0.2
44.5,0.693,1.9,0.2
44.52,0.689,1.9,0.2
44.54,0.686,1.9,0.2
44.56,0.682,1.9,0.2
44.58,0.679,1.9,0.2
44.6,0.675,1.9,0.2
44.62,0.672,1.9,0.2
44.64,0.668,1.9,0.2
44.66,0.665,1.9,0.2
44.68,0.66,1.9,0.2
44.7,0.656,1.9,0.2
44.72,0.653,1.9,0.2
44.74,0.649,1.9,0.2
44.76,0.648,1.9,0.2
44.78,0.644,1.9,0.2
44.8,0.641,1.9,0.2
44.82,0.637,1.9,0.2
44.84,0.635,1.9,0.2
44.86,0.632,1.9,0.2
44.88,0.63,1.9,0.2
44.9,0.628,1.9,0.2
44.92,0.627,1.9,0.2
44.94,0.625,1.9,0.2
44.96,0.623,1.9,0.2
44.98,0.621,1.9,0.2
45.0,0.621,1.9,0.2
45.02,0.62,1.9,0.2
45.04,0.62,1.9,0.2
45.06,0.62,1.9,0.2
45.08,0.62,1.9,0.2
45.1,0.62,1.9,0.2
45.12,0.621,1.9,0.2
45.14,0.621,1.9,0.2
45.16,0.623,1.9,0.2
45.18,0.625,1.9,0.2
45.2,0.627,1.9,0.2
45.22,0.628,1.9,0.2
45.24,0.63,1.9,0.2
45.26,0.632,1.9,0.2
45.28,0.634,1.9,0.2
45.3,0.637,1.9,0.2
45.32,0.639,1.9,0.2
45.34,0.642,1.9,0.2
45.36,0.646,1.9,0.2
45.38,0.649,1.9,0.2
45.4,0.653,1.9,0.2
45.42,0.656,1.9,0.2
45.44,0.66,1.9,0.2
45.46,0.663,1.9,0.2
45.48,0.667,1.9,0.2
45.5,0.668,1.9,0.2
45.52,0.672,1.9,0.2
45.54,0.675,1.9,0.2
45.56,0.679,1.9,0.2
45.58,0.682,1.9,0.2
45.6,0.686,1.9,0.2
45.62,0.688,1.9,0.2
45.64,0.691,1.9,0.2
45.66,0.693,1.9,0.2
45.68,0.696,1.9,0.2
45.7,0.698,1.9,0.2
45.72,0.7,1.9,0.2
45.74,0.702,1.9,0.2
45.76,0.703,1.9,0.2
45.78,0.705,1.9,0.2
45.8,0.707,1.9,0.2
45.82,0.709,1.9,0.2
45.84,0.709,1.9,0.2
45.86,0.709,1.9,0.2
45.88,0.709,1.9,0.2
45.9,0.709,1.9,0.2
45.92,0.709,1.9,0.2
45.94,0.709,1.9,0.2
45.96,0.709,1.9,0.2
45.98,0.707,1.9,0.2
46.0,0.705,1.9,0.2
46.02,0.705,1.9,0.2
46.04,0.703,1.9,0.2
46.06,0.702,1.9,0.2
46.08,0.7,1.9,0.2
46.1,0.696,1.9,0.2
46.12,0.695,1.9,0.2
46.14,0.693,1.9,0.2
46.16,0.689,1.9,0.2
46.18,0.688,1.9,0.2
46.2,0.684,1.9,0.2
46.22,0.682,1.9,0.2
46.24,0.679,1.9,0.2
46.26,0.675,1.9,0.2
46.28,0.674,1.9,0.2
46.3,0.67,1.9,0.2
46.32,0.667,1.9,0.2
46.34,0.663,1.9,0.2
46.36,0.661,1.9,0.2
46.38,0.658,1.9,0.2
46.4,0.654,1.9,0.2
46.42,0.653,1.9,0.2
46.44,0.649,1.9,0.2
46.46,0.648,1.9,0.2
46.48,0.644,1.9,0.2
46.5,0.642,1.9,0.2
46.52,0.641,1.9,0.2
46.54,0.639,1.9,0.2
46.56,0.637,1.9,0.2
46.58,0.635,1.9,0.2
46.6,0.634,1.9,0.2
46.62,0.632,1.9,0.2
46.64,0.632,1.9,0.2
46.66,0.63,1.9,0.2
46.68,0.63,1.9,0.2
46.7,0.63,1.9,0.2
46.72,0.63,1.9,0.2
46.74,0.63,1.9,0.2
46.76,0.63,1.9,0.2
46.78,0.632,1.9,0.2
46.8,0.632,1.9,0.2
46.82,0.634,1.9,0.2
46.84,0.634,1.9,0.2
46.86,0.635,1.9,0.2
46.88,0.637,1.9,0.2
46.9,0.639,1.9,0.2
46.92,0.641,1.9,0.2
46.94,0.644,1.9,0.2
46.96,0.646,1.9,0.2
46.98,0.648,1.9,0.2
47.0,0.649,1.9,0.2
47.02,0.653,1.9,0.2
47.04,0.654,1.9,0.2
47.06,0.658,1.9,0.2
47.08,0.66,1.9,0.2
47.1,0.663,1.9,0.2
47.12,0.665,1.9,0.2
47.14,0.668,1.9,0.2
47.16,0.67,1.9,0.2
47.18,0.674,1.9,0.2
47.2,0.675,1.9,0.2
47.22,0.679,1.9,0.2
47.24,0.681,1.9,0.2
47.26,0.682,1.9,0.2
47.28,0.684,1.9,0.2
47.3,0.686,1.9,0.2
47.32,0.688,1.9,0.2
47.34,0.689,1.9,0.2
47.36,0.691,1.9,0.2
47.38,0.693,1.9,0.2
47.4,0.695,1.9,0.2
47.42,0.695,1.9,0.2
47.44,0.696,1.9,0.2
47.46,0.696,1.9,0.2
47.48,0.696,1.9,0.2
47.5,0.698,1.9,0.2
47.52,0.698,1.9,0.2
47.54,0.698,1.9,0.2
47.56,0.696,1.9,0.2
47.58,0.696,1.9,0.2
47.6,0.696,1.9,0.2
47.62,0.695,1.9,0.2
47.64,0.695,1.9,0.2
47.66,0.693,1.9,0.2
47.68,0.693,1.9,0.2
47.7,0.691,1.9,0.2
47.72,0.689,1.9,0.2
47.74,0.688,1.9,0.2
47.76,0.686,1.9,0.2
47.78,0.684,1.9,0.2
47.8,0.682,1.9,0.2
47.82,0.681,1.9,0.2
47.84,0.677,1.9,0.2
47.86,0.675,1.9,0.2
47.88,0.674,1.9,0.2
47.9,0.672,1.9,0.2
47.92,0.668,1.9,0.2
47.94,0.667,1.9,0.2
47.96,0.665,1.9,0.2
47.98,0.661,1.9,0.2
48.0,0.66,1.9,0.2
48.02,0.658,1.9,0.2
48.04,0.656,1.9,0.2
48.06,0.653,1.9,0.2
48.08,0.651,1.9,0.2
48.1,0.649,1.9,0.2
48.12,0.648,1.9,0.2
48.14,0.646,1.9,0.2
48.16,0.644,1.9,0.2
48.18,0.644,1.9,0.2
48.2,0.642,1.9,0.2
48.22,0.641,1.9,0.2
48.24,0.641,1.9,0.2
48.26,0.639,1.9,0.2
48.28,0.639,1.9,0.2
48.3,0.637,1.9,0.2
48.32,0.637,1.9,0.2
48.34,0.637,1.9,0.2
48.36,0.637,1.9,0.2
48.38,0.637,1.9,0.2
48.4,0.637,1.9,0.2
48.42,0.637,1.9,0.2
48.44,0.639,1.9,0.2
48.46,0.639,1.9,0.2
48.48,0.641,1.9,0.2
48.5,0.641,1.9,0.2
48.52,0.642,1.9,0.2
48.54,0.642,1.9,0.2
48.56,0.644,1.9,0.2
48.58,0.646,1.9,0.2
48.6,0.646,1.9,0.2
48.62,0.648,1.9,0.2
48.64,0.649,1.9,0.2
48.66,0.651,1.9,0.2
48.68,0.653,1.9,0.2
48.7,0.654,1.9,0.2
48.72,0.656,1.9,0.2
48.74,0.658,1.9,0.2
48.76,0.66,1.9,0.2
48.78,0.661,1.9,0.2
48.8,0.663,1.9,0.2
48.82,0.665,1.9,0.2
48.84,0.667,1.9,0.2
48.86,0.668,1.9,0.2
48.88,0.67,1.9,0.2
48.9,0.672,1.9,0.2
48.92,0.674,1.9,0.2
48.94,0.675,1.9,0.2
48.96,0.677,1.9,0.2
48.98,0.677,1.9,0.2
49.0,0.679,1.9,0.2
49.02,0.681,1.9,0.2
49.04,0.682,1.9,0.2
49.06,0.682,1.9,0.2
49.08,0.684,1.9,0.2
49.1,0.686,1.9,0.2
49.12,0.686,1.9,0.2
49.14,0.686,1.9,0.2
49.16,0.688,1.9,0.2
49.18,0.688,1.9,0.2
49.2,0.688,1.9,0.2
49.22,0.688,1.9,0.2
49.24,0.688,1.9,0.2
49.26,0.688,1.9,0.2
49.28,0.688,1.9,0.2
49.3,0.688,1.9,0.2
49.32,0.688,1.9,0.2
49.34,0.688,1.9,0.2
49.36,0.686,1.9,0.2
49.38,0.686,1.9,0.2
49.4,0.684,1.9,0.2
49.42,0.684,1.9,0.2
49.44,0.682,1.9,0.2
49.46,0.681,1.9,0.2
49.48,0.679,1.9,0.2
49.5,0.679,1.9,0.2
49.52,0.677,1.9,0.2
49.54,0.675,1.9,0.2
49.56,0.674,1.9,0.2
49.58,0.672,1.9,0.2
49.6,0.67,1.9,0.2
49.62,0.67,1.9,0.2
49.64,0.668,1.9,0.2
49.66,0.667,1.9,0.2
49.68,0.665,1.9,0.2
49.7,0.663,1.9,0.2
49.72,0.663,1.9,0.2
49.74,0.661,1.9,0.2
49.76,0.66,1.9,0.2
49.78,0.658,1.9,0.2
49.8,0.656,1.9,0.2
49.82,0.656,1.9,0.2
49.84,0.654,1.9,0.2
49.86,0.653,1.9,0.2
49.88,0.653,1.9,0.2
49.9,0.651,1.9,0.2
49.92,0.651,1.9,0.2
49.94,0.651,1.9,0.2
49.96,0.649,1.9,0.2
49.98,0.649,1.9,0.2
50.0,0.649,1.9,0.2
50.02,0.648,1.9,0.2
50.04,0.648,1.9,0.2
50.06,0.648,1.9,0.2
50.08,0.648,1.9,0.2
50.1,0.648,1.9,0.2
50.12,0.648,1.9,0.2
50.14,0.649,1.9,0.2
50.16,0.649,1.9,0.2
50.18,0.649,1.9,0.2
50.2,0.649,1.9,0.2
50.22,0.651,1.9,0.2
50.24,0.651,1.9,0.2
50.26,0.653,1.9,0.2
50.28,0.653,1.9,0.2
50.3,0.654,1.9,0.2
50.32,0.654,1.9,0.2
50.34,0.656,1.9,0.2
50.36,0.658,1.9,0.2
50.38,0.658,1.9,0.2
50.4,0.66,1.9,0.2
50.42,0.66,1.9,0.2
50.44,0.661,1.9,0.2
50.46,0.663,1.9,0.2
50.48,0.663,1.9,0.2
50.5,0.665,1.9,0.2
50.52,0.667,1.9,0.2
50.54,0.667,1.9,0.2
50.56,0.668,1.9,0.2
50.58,0.67,1.9,0.2
50.6,0.67,1.9,0.2
50.62,0.672,1.9,0.2
50.64,0.674,1.9,0.2
50.66,0.674,1.9,0.2
50.68,0.675,1.9,0.2
50.7,0.675,1.9,0.2
50.72,0.677,1.9,0.2
50.74,0.677,1.9,0.2
50.76,0.679,1.9,0.2
50.78,0.679,1.9,0.2
50.8,0.681,1.9,0.2
50.82,0.681,1.9,0.2
50.84,0.681,1.9,0.2
50.86,0.681,1.9,0.2
50.88,0.682,1.9,0.2
50.9,0.682,1.9,0.2
50.92,0.682,1.9,0.2
50.94,0.682,1.9,0.2
50.96,0.682,1.9,0.2
50.98,0.682,1.9,0.2
51.0,0.681,1.9,0.2
51.02,0.681,1.9,0.2
51.04,0.681,1.9,0.2
51.06,0.681,1.9,0.2
51.08,0.679,1.9,0.2
51.1,0.679,1.9,0.2
51.12,0.677,1.9,0.2
51.14,0.677,1.9,0.2
51.16,0.677,1.9,0.2
51.18,0.675,1.9,0.2
51.2,0.674,1.9,0.2
51.22,0.674,1.9,0.2
51.24,0.672,1.9,0.2
51.26,0.672,1.9,0.2
51.28,0.67,1.9,0.2
51.3,0.668,1.9,0.2
51.32,0.668,1.9,0.2
51.34,0.667,1.9,0.2
51.36,0.665,1.9,0.2
51.38,0.665,1.9,0.2
51.4,0.663,1.9,0.2
51.42,0.663,1.9,0.2
51.44,0.661,1.9,0.2
51.46,0.66,1.9,0.2
51.48,0.66,1.9,0.2
51.5,0.658,1.9,0.2
51.52,0.658,1.9,0.2
51.54,0.656,1.9,0.2
51.56,0.656,1.9,0.2
51.58,0.654,1.9,0.2
51.6,0.654,1.9,0.2
51.62,0.653,1.9,0.2
51.64,0.653,1.9,0.2
51.66,0.653,1.9,0.2
51.68,0.653,1.9,0.2
51.7,0.651,1.9,0.2
51.72,0.651,1.9,0.2
51.74,0.651,1.9,0.2
51.76,0.651,1.9,0.2
51.78,0.651,1.9,0.2
51.8,0.651,1.9,0.2
51.82,0.651,1.9,0.2
51.84,0.651,1.9,0.2
51.86,0.651,1.9,0.2
51.88,0.653,1.9,0.2
51.9,0.653,1.9,0.2
51.92,0.653,1.9,0.2
51.94,0.653,1.9,0.2
51.96,0.654,1.9,0.2
51.98,0.654,1.9,0.2
52.0,0.654,1.9,0.2
52.02,0.656,1.9,0.2
52.04,0.656,1.9,0.2
52.06,0.658,1.9,0.2
52.08,0.658,1.9,0.2
52.1,0.658,1.9,0.2
52.12,0.66,1.9,0.2
52.14,0.66,1.9,0.2
52.16,0.661,1.9,0.2
52.18,0.661,1.9,0.2
52.2,0.663,1.9,0.2
52.22,0.663,1.9,0.2
52.24,0.665,1.9,0.2
52.26,0.665,1.9,0.2
52.28,0.667,1.9,0.2
52.3,0.667,1.9,0.2
52.32,0.668,1.9,0.2
52.34,0.668,1.9,0.2
52.36,0.67,1.9,0.2
52.38,0.67,1.9,0.2
52.4,0.67,1.9,0.2
52.42,0.672,1.9,0.2
52.44,0.672,1.9,0.2
52.46,0.672,1.9,0.2
52.48,0.672,1.9,0.2
52.5,0.674,1.9,0.2
52.52,0.674,1.9,0.2
52.54,0.674,1.9,0.2
52.56,0.674,1.9,0.2
52.58,0.674,1.9,0.2
52.6,0.674,1.9,0.2
52.62,0.674,1.9,0.2
52.64,0.674,1.9,0.2
52.66,0.674,1.9,0.2
52.68,0.674,1.9,0.2
52.7,0.672,1.9,0.2
52.72,0.672,1.9,0.2
52.74,0.672,1.9,0.2
52.76,0.672,1.9,0.2
52.78,0.67,1.9,0.2
52.8,0.67,1.9,0.2
52.82,0.67,1.9,0.2
52.84,0.668,1.9,0.2
52.86,0.668,1.9,0.2
52.88,0.668,1.9,0.2
52.9,0.667,1.9,0.2
52.92,0.667,1.9,0.2
52.94,0.667,1.9,0.2
52.96,0.665,1.9,0.2
52.98,0.665,1.9,0.2
53.0,0.665,1.9,0.2
53.02,0.663,1.9,0.2
53.04,0.663,1.9,0.2
53.06,0.663,1.9,0.2
53.08,0.661,1.9,0.2
53.1,0.661,1.9,0.2
53.12,0.661,1.9,0.2
53.14,0.66,1.9,0.2
53.16,0.66,1.9,0.2
53.18,0.66,1.9,0.2
53.2,0.658,1.9,0.2
53.22,0.658,1.9,0.2
53.24,0.658,1.9,0.2
53.26,0.658,1.9,0.2
53.28,0.658,1.9,0.2
53.3,0.656,1.9,0.2
53.32,0.656,1.9,0.2
53.34,0.656,1.9,0.2
53.36,0.656,1.9,0.2
53.38,0.656,1.9,0.2
53.4,0.656,1.9,0.2
53.42,0.656,1.9,0.2
53.44,0.656,1.9,0.2
53.46,0.656,1.9,0.2
53.48,0.656,1.9,0.2
53.5,0.656,1.9,0.2
53.52,0.656,1.9,0.2
53.54,0.656,1.9,0.2
53.56,0.656,1.9,0.2
53.58,0.658,1.9,0.2
53.6,0.658,1.9,0.2
53.62,0.658,1.9,0.2
53.64,0.658,1.9,0.2
53.66,0.66,1.9,0.2
53.68,0.66,1.9,0.2
53.7,0.66,1.9,0.2
53.72,0.661,1.9,0.2
53.74,0.661,1.9,0.2
53.76,0.661,1.9,0.2
53.78,0.663,1.9,0.2
53.8,0.663,1.9,0.2
53.82,0.665,1.9,0.2
53.84,0.665,1.9,0.2
53.86,0.667,1.9,0.2
53.88,0.667,1.9,0.2
53.9,0.668,1.9,0.2
53.92,0.668,1.9,0.2
53.94,0.67,1.9,0.2
53.96,0.67,1.9,0.2
53.98,0.672,1.9,0.2
54.0,0.672,1.9,0.2
54.02,0.674,1.9,0.2
54.04,0.674,1.9,0.2
54.06,0.675,1.9,0.2
54.08,0.675,1.9,0.2
54.1,0.675,1.9,0.2
54.12,0.677,1.9,0.2
54.14,0.677,1.9,0.2
54.16,0.677,1.9,0.2
54.18,0.679,1.9,0.2
54.2,0.679,1.9,0.2
54.22,0.679,1.9,0.2
54.24,0.679,1.9,0.2
54.26,0.679,1.9,0.2
54.28,0.679,1.9,0.2
54.3,0.679,1.9,0.2
54.32,0.679,1.9,0.2
54.34,0.679,1.9,0.2
54.36,0.679,1.9,0.2
54.38,0.679,1.9,0.2
54.4,0.679,1.9,0.2
54.42,0.679,1.9,0.2
54.44,0.677,1.9,0.2
54.46,0.677,1.9,0.2
54.48,0.677,1.9,0.2
54.5,0.675,1.9,0.2
54.52,0.675,1.9,0.2
54.54,0.674,1.9,0.2
54.56,0.674,1.9,0.2
54.58,0.672,1.9,0.2
54.6,0.672,1.9,0.2
54.62,0.67,1.9,0.2
54.64,0.67,1.9,0.2
54.66,0.668,1.9,0.2
54.68,0.668,1.9,0.2
54.7,0.667,1.9,0.2
54.72,0.665,1.9,0.2
54.74,0.665,1.9,0.2
54.76,0.665,1.9,0.2
54.78,0.663,1.9,0.2
54.8,0.663,1.9,0.2
54.82,0.661,1.9,0.2
54.84,0.661,1.9,0.2
54.86,0.66,1.9,0.2
54.88,0.66,1.9,0.2
54.9,0.66,1.9,0.2
54.92,0.658,1.9,0.2
54.94,0.658,1.9,0.2
54.96,0.658,1.9,0.2
54.98,0.658,1.9,0.2
55.0,0.658,1.9,0.2
55.02,0.658,1.9,0.2
55.04,0.658,1.9,0.2
55.06,0.658,1.9,0.2
55.08,0.658,1.9,0.2
55.1,0.658,1.9,0.2
55.12,0.658,1.9,0.2
55.14,0.658,1.9,0.2
55.16,0.658,1.9,0.2
55.18,0.66,1.9,0.2
55.2,0.66,1.9,0.2
55.22,0.66,1.9,0.2
55.24,0.661,1.9,0.2
55.26,0.661,1.9,0.2
55.28,0.661,1.9,0.2
55.3,0.663,1.9,0.2
55.32,0.663,1.9,0.2
55.34,0.663,1.9,0.2
55.36,0.665,1.9,0.2
55.38,0.665,1.9,0.2
55.4,0.667,1.9,0.2
55.42,0.667,1.9,0.2
55.44,0.668,1.9,0.2
55.46,0.668,1.9,0.2
55.48,0.67,1.9,0.2
55.5,0.67,1.9,0.2
55.52,0.67,1.9,0.2
55.54,0.672,1.9,0.2
55.56,0.672,1.9,0.2
55.58,0.674,1.9,0.2
55.6,0.674,1.9,0.2
55.62,0.674,1.9,0.2
55.64,0.675,1.9,0.2
55.66,0.675,1.9,0.2
55.68,0.675,1.9,0.2
55.7,0.677,1.9,0.2
55.72,0.677,1.9,0.2
55.74,0.677,1.9,0.2
55.76,0.679,1.9,0.2
55.78,0.679,1.9,0.2
55.8,0.679,1.9,0.2
55.82,0.679,1.9,0.2
55.84,0.679,1.9,0.2
55.86,0.679,1.9,0.2
55.88,0.679,1.9,0.2
55.9,0.679,1.9,0.2
55.92,0.679,1.9,0.2
55.94,0.679,1.9,0.2
55.96,0.679,1.9,0.2
55.98,0.679,1.9,0.2
56.0,0.679,1.9,0.2
56.02,0.679,1.9,0.2
56.04,0.677,1.9,0.2
56.06,0.677,1.9,0.2
56.08,0.677,1.9,0.2
56.1,0.677,1.9,0.2
56.12,0.677,1.9,0.2
56.14,0.677,1.9,0.2
56.16,0.675,1.9,0.2
56.18,0.675,1.9,0.2
56.2,0.675,1.9,0.2
56.22,0.675,1.9,0.2
56.24,0.674,1.9,0.2
56.26,0.674,1.9,0.2
56.28,0.674,1.9,0.2
56.3,0.672,1.9,0.2
56.32,0.672,1.9,0.2
56.34,0.672,1.9,0.2
56.36,0.67,1.9,0.2
56.38,0.67,1.9,0.2
56.4,0.668,1.9,0.2
56.42,0.668,1.9,0.2
56.44,0.668,1.9,0.2
56.46,0.667,1.9,0.2
56.48,0.667,1.9,0.2
56.5,0.667,1.9,0.2
56.52,0.665,1.9,0.2
56.54,0.665,1.9,0.2
56.56,0.663,1.9,0.2
56.58,0.663,1.9,0.2
56.6,0.663,1.9,0.2
56.62,0.661,1.9,0.2
56.64,0.661,1.9,0.2
56.66,0.661,1.9,0.2
56.68,0.661,1.9,0.2
56.7,0.661,1.9,0.2
56.72,0.66,1.9,0.2
56.74,0.66,1.9,0.2
56.76,0.66,1.9,0.2
56.78,0.66,1.9,0.2
56.8,0.66,1.9,0.2
56.82,0.66,1.9,0.2
56.84,0.66,1.9,0.2
56.86,0.66,1.9,0.2
56.88,0.66,1.9,0.2
56.9,0.66,1.9,0.2
56.92,0.66,1.9,0.2
56.94,0.661,1.9,0.2
56.96,0.661,1.9,0.2
56.98,0.661,1.9,0.2
57.0,0.661,1.9,0.2
57.02,0.661,1.9,0.2
57.04,0.663,1.9,0.2
57.06,0.663,1.9,0.2
57.08,0.663,1.9,0.2
57.1,0.665,1.9,0.2
57.12,0.665,1.9,0.2
57.14,0.665,1.9,0.2
57.16,0.667,1.9,0.2
57.18,0.667,1.9,0.2
57.2,0.667,1.9,0.2
57.22,0.668,1.9,0.2
57.24,0.668,1.9,0.2
57.26,0.668,1.9,0.2
57.28,0.67,1.9,0.2
57.3,0.67,1.9,0.2
57.32,0.672,1.9,0.2
57.34,0.672,1.9,0.2
57.36,0.672,1.9,0.2
57.38,0.674,1.9,0.2
57.4,0.674,1.9,0.2
57.42,0.674,1.9,0.2
57.44,0.675,1.9,0.2
57.46,0.675,1.9,0.2
57.48,0.677,1.9,0.2
57.5,0.677,1.9,0.2
57.52,0.677,1.9,0.2
57.54,0.677,1.9,0.2
57.56,0.679,1.9,0.2
57.58,0.679,1.9,0.2
57.6,0.679,1.9,0.2
57.62,0.679,1.9,0.2
57.64,0.679,1.9,0.2
57.66,0.681,1.9,0.2
57.68,0.681,1.9,0.2
57.7,0.681,1.9,0.2
57.72,0.681,1.9,0.2
57.74,0.681,1.9,0.2
57.76,0.681,1.9,0.2
57.78,0.681,1.9,0.2
57.8,0.681,1.9,0.2
57.82,0.681,1.9,0.2
57.84,0.681,1.9,0.2
57.86,0.679,1.9,0.2
57.88,0.679,1.9,0.2
57.9,0.679,1.9,0.2
57.92,0.679,1.9,0.2
57.94,0.677,1.9,0.2
57.96,0.677,1.9,0.2
57.98,0.677,1.9,0.2
58.0,0.675,1.9,0.2
58.02,0.675,1.9,0.2
58.04,0.674,1.9,0.2
58.06,0.674,1.9,0.2
58.08,0.672,1.9,0.2
58.1,0.672,1.9,0.2
58.12,0.672,1.9,0.2
58.14,0.67,1.9,0.2
58.16,0.67,1.9,0.2
58.18,0.668,1.9,0.2
58.2,0.668,1.9,0.2
58.22,0.667,1.9,0.2
58.24,0.667,1.9,0.2
58.26,0.665,1.9,0.2
58.28,0.665,1.9,0.2
58.3,0.665,1.9,0.2
58.32,0.663,1.9,0.2
58.34,0.663,1.9,0.2
58.36,0.663,1.9,0.2
58.38,0.663,1.9,0.2
58.4,0.661,1.9,0.2
58.42,0.661,1.9,0.2
58.44,0.661,1.9,0.2
58.46,0.661,1.9,0.2
58.48,0.661,1.9,0.2
58.5,0.66,1.9,0.2
