Tiempo ,CONTROL,REI,VELOCIDAD,ANGULO,REFERENCIA,PERTURBACION
34.6,0.016,0.016,-0.0,0.038,0.0,0.0
34.62,0.013,0.013,-0.0,0.038,0.0,0.0
34.64,0.077,0.077,-0.026,0.037,0.0,0.0
34.66,0.109,0.109,-0.041,0.037,0.0,0.0
34.68,0.12,0.12,-0.044,0.035,0.0,0.0
34.7,0.185,0.185,-0.071,0.033,0.0,0.0
34.72,0.22,0.22,-0.085,0.031,0.0,0.0
34.74,0.231,0.231,-0.088,0.03,0.0,0.0
34.76,0.234,0.234,-0.088,0.028,0.0,0.0
34.78,0.235,0.235,-0.088,0.026,0.0,0.0
34.8,0.237,0.237,-0.087,0.024,0.0,0.0
34.82,0.307,0.307,-0.114,0.021,0.0,0.0
34.84,0.343,0.343,-0.128,0.019,0.0,0.0
34.86,0.36,0.36,-0.132,0.016,0.0,0.0
34.88,0.363,0.363,-0.132,0.014,0.0,0.0
34.9,0.303,0.303,-0.105,0.012,0.0,0.0
34.92,0.339,0.339,-0.117,0.009,0.0,0.0
34.94,0.367,0.367,-0.127,0.007,0.0,0.0
34.96,0.317,0.317,-0.104,0.005,0.0,0.0
34.98,0.356,0.356,-0.117,0.002,0.0,0.0
35.0,0.384,0.384,-0.127,-0.0,0.0,0.0
35.02,0.334,0.334,-0.105,-0.002,0.0,0.0
35.04,0.239,0.239,-0.064,-0.002,0.0,0.0
35.06,0.2,0.2,-0.046,-0.003,0.0,0.0
35.08,0.19,0.19,-0.042,-0.003,0.0,0.0
35.1,0.129,0.129,-0.016,-0.003,0.0,0.0
35.12,0.164,0.164,-0.029,-0.005,0.0,0.0
35.14,0.123,0.123,-0.013,-0.003,0.0,0.0
35.16,0.036,0.036,0.023,-0.003,0.0,0.0
35.18,0.057,0.057,0.014,-0.003,0.0,0.0
35.2,0.014,0.014,0.031,-0.002,0.0,0.0
35.22,0.0,-0.01,0.041,-0.002,0.0,0.0
35.24,0.0,-0.021,0.044,-0.0,0.0,0.0
35.26,0.0,-0.089,0.071,0.002,0.0,0.0
35.28,0.0,-0.126,0.084,0.003,0.0,0.0
35.3,0.0,-0.139,0.088,0.005,0.0,0.0
35.32,0.0,-0.077,0.062,0.005,0.0,0.0
35.34,0.0,-0.046,0.047,0.007,0.0,0.0
35.36,0.0,-0.104,0.069,0.009,0.0,0.0
35.38,0.0,-0.142,0.083,0.01,0.0,0.0
35.4,0.0,-0.224,0.114,0.014,0.0,0.0
35.42,0.0,-0.264,0.129,0.016,0.0,0.0
35.44,0.0,-0.214,0.106,0.017,0.0,0.0
35.46,0.0,-0.185,0.091,0.019,0.0,0.0
35.48,0.0,-0.18,0.087,0.021,0.0,0.0
35.5,0.0,-0.185,0.086,0.023,0.0,0.0
35.52,0.0,-0.191,0.087,0.024,0.0,0.0
35.54,0.0,-0.131,0.061,0.024,0.0,0.0
35.56,0.0,-0.103,0.047,0.026,0.0,0.0
35.58,0.0,-0.162,0.069,0.028,0.0,0.0
35.6,0.0,-0.135,0.057,0.028,0.0,0.0
35.62,0.0,-0.117,0.047,0.03,0.0,0.0
35.64,0.0,-0.111,0.044,0.03,0.0,0.0
35.66,0.0,-0.115,0.043,0.031,0.0,0.0
35.68,0.0,-0.118,0.043,0.031,0.0,0.0
35.7,0.0,-0.057,0.017,0.031,0.0,0.0
35.72,0.0,-0.026,0.003,0.031,0.0,0.0
35.74,0.0,-0.018,-0.001,0.031,0.0,0.0
35.76,0.047,0.047,-0.027,0.03,0.0,0.0
35.78,0.078,0.078,-0.041,0.03,0.0,0.0
35.8,0.022,0.022,-0.018,0.03,0.0,0.0
35.82,0.053,0.053,-0.03,0.028,0.0,0.0
35.84,0.142,0.142,-0.067,0.026,0.0,0.0
35.86,0.187,0.187,-0.084,0.024,0.0,0.0
35.88,0.133,0.133,-0.062,0.024,0.0,0.0
35.9,0.102,0.102,-0.048,0.023,0.0,0.0
35.92,0.156,0.156,-0.07,0.021,0.0,0.0
35.94,0.259,0.259,-0.11,0.017,0.0,0.0
35.96,0.306,0.306,-0.128,0.016,0.0,0.0
35.98,0.257,0.257,-0.106,0.014,0.0,0.0
36.0,0.226,0.226,-0.092,0.012,0.0,0.0
36.02,0.285,0.285,-0.113,0.009,0.0,0.0
36.04,0.321,0.321,-0.127,0.007,0.0,0.0
36.06,0.273,0.273,-0.105,0.005,0.0,0.0
36.08,0.311,0.311,-0.117,0.002,0.0,0.0
36.1,0.338,0.338,-0.127,-0.0,0.0,0.0
36.12,0.288,0.288,-0.105,-0.002,0.0,0.0
36.14,0.26,0.26,-0.091,-0.003,0.0,0.0
36.16,0.322,0.322,-0.113,-0.007,0.0,0.0
36.18,0.36,0.36,-0.127,-0.009,0.0,0.0
36.2,0.245,0.245,-0.079,-0.009,0.0,0.0
36.22,0.183,0.183,-0.051,-0.01,0.0,0.0
36.24,0.231,0.231,-0.069,-0.012,0.0,0.0
36.26,0.269,0.269,-0.083,-0.014,0.0,0.0
36.28,0.218,0.218,-0.061,-0.014,0.0,0.0
36.3,0.124,0.124,-0.021,-0.014,0.0,0.0
36.32,0.148,0.148,-0.029,-0.016,0.0,0.0
