Tiempo ,CONTROL,PID,ANGULO,REFERENCIA,PERTURBACION
31.58,0.733,0.733,0.264,0.0,0.0
31.6,0.722,0.722,0.26,0.0,0.0
31.62,0.71,0.71,0.255,0.0,0.0
31.64,0.699,0.699,0.251,0.0,0.0
31.66,0.688,0.688,0.246,0.0,0.0
31.68,0.677,0.677,0.241,0.0,0.0
31.7,0.666,0.666,0.236,0.0,0.0
31.72,0.655,0.655,0.232,0.0,0.0
31.74,0.645,0.645,0.227,0.0,0.0
31.76,0.635,0.635,0.222,0.0,0.0
31.78,0.624,0.624,0.218,0.0,0.0
31.8,0.614,0.614,0.213,0.0,0.0
31.82,0.604,0.604,0.209,0.0,0.0
31.84,0.594,0.594,0.204,0.0,0.0
31.86,0.584,0.584,0.199,0.0,0.0
31.88,0.575,0.575,0.195,0.0,0.0
31.9,0.565,0.565,0.192,0.0,0.0
31.92,0.556,0.556,0.187,0.0,0.0
31.94,0.546,0.546,0.183,0.0,0.0
31.96,0.537,0.537,0.18,0.0,0.0
31.98,0.528,0.528,0.175,0.0,0.0
32.0,0.519,0.519,0.171,0.0,0.0
32.02,0.51,0.51,0.168,0.0,0.0
32.04,0.502,0.502,0.164,0.0,0.0
32.06,0.493,0.493,0.161,0.0,0.0
32.08,0.485,0.485,0.157,0.0,0.0
32.1,0.476,0.476,0.154,0.0,0.0
32.12,0.468,0.468,0.15,0.0,0.0
32.14,0.46,0.46,0.148,0.0,0.0
32.16,0.452,0.452,0.145,0.0,0.0
32.18,0.444,0.444,0.143,0.0,0.0
32.2,0.436,0.436,0.14,0.0,0.0
32.22,0.428,0.428,0.138,0.0,0.0
32.24,0.421,0.421,0.134,0.0,0.0
32.26,0.414,0.414,0.133,0.0,0.0
32.28,0.406,0.406,0.131,0.0,0.0
32.3,0.399,0.399,0.129,0.0,0.0
32.32,0.392,0.392,0.127,0.0,0.0
32.34,0.385,0.385,0.126,0.0,0.0
32.36,0.378,0.378,0.124,0.0,0.0
32.38,0.371,0.371,0.122,0.0,0.0
32.4,0.364,0.364,0.122,0.0,0.0
32.42,0.357,0.357,0.12,0.0,0.0
32.44,0.351,0.351,0.119,0.0,0.0
32.46,0.344,0.344,0.119,0.0,0.0
32.48,0.338,0.338,0.117,0.0,0.0
32.5,0.332,0.332,0.115,0.0,0.0
32.52,0.325,0.325,0.115,0.0,0.0
32.54,0.319,0.319,0.113,0.0,0.0
32.56,0.313,0.313,0.113,0.0,0.0
32.58,0.307,0.307,0.112,0.0,0.0
32.6,0.301,0.301,0.112,0.0,0.0
32.62,0.295,0.295,0.112,0.0,0.0
32.64,0.29,0.29,0.11,0.0,0.0
32.66,0.285,0.285,0.108,0.0,0.0
32.68,0.279,0.279,0.108,0.0,0.0
32.7,0.274,0.274,0.106,0.0,0.0
32.72,0.269,0.269,0.105,0.0,0.0
32.74,0.264,0.264,0.103,0.0,0.0
32.76,0.259,0.259,0.101,0.0,0.0
32.78,0.254,0.254,0.099,0.0,0.0
32.8,0.25,0.25,0.096,0.0,0.0
32.82,0.245,0.245,0.094,0.0,0.0
32.84,0.241,0.241,0.091,0.0,0.0
32.86,0.237,0.237,0.087,0.0,0.0
32.88,0.233,0.233,0.084,0.0,0.0
32.9,0.229,0.229,0.08,0.0,0.0
32.92,0.225,0.225,0.075,0.0,0.0
32.94,0.221,0.221,0.072,0.0,0.0
32.96,0.218,0.218,0.066,0.0,0.0
32.98,0.215,0.215,0.061,0.0,0.0
33.0,0.211,0.211,0.058,0.0,0.0
33.02,0.208,0.208,0.051,0.0,0.0
33.04,0.205,0.205,0.045,0.0,0.0
33.06,0.202,0.202,0.04,0.0,0.0
33.08,0.2,0.2,0.035,0.0,0.0
33.1,0.197,0.197,0.03,0.0,0.0
33.12,0.194,0.194,0.024,0.0,0.0
33.14,0.192,0.192,0.017,0.0,0.0
33.16,0.19,0.19,0.012,0.0,0.0
33.18,0.187,0.187,0.007,0.0,0.0
33.2,0.185,0.185,0.002,0.0,0.0
33.22,0.183,0.183,-0.003,0.0,0.0
33.24,0.181,0.181,-0.009,0.0,0.0
33.26,0.179,0.179,-0.014,0.0,0.0
33.28,0.177,0.177,-0.017,0.0,0.0
33.3,0.175,0.175,-0.023,0.0,0.0
33.32,0.173,0.173,-0.026,0.0,0.0
33.34,0.171,0.171,-0.03,0.0,0.0
33.36,0.17,0.17,-0.033,0.0,0.0
33.38,0.168,0.168,-0.037,0.0,0.0
33.4,0.166,0.166,-0.038,0.0,0.0
33.42,0.165,0.165,-0.042,0.0,0.0
33.44,0.163,0.163,-0.044,0.0,0.0
33.46,0.161,0.161,-0.044,0.0,0.0
33.48,0.16,0.16,-0.045,0.0,0.0
33.5,0.159,0.159,-0.045,0.0,0.0
33.52,0.157,0.157,-0.045,0.0,0.0
33.54,0.156,0.156,-0.045,0.0,0.0
33.56,0.155,0.155,-0.045,0.0,0.0
33.58,0.153,0.153,-0.044,0.0,0.0
33.6,0.152,0.152,-0.042,0.0,0.0
33.62,0.151,0.151,-0.04,0.0,0.0
33.64,0.149,0.149,-0.038,0.0,0.0
33.66,0.148,0.148,-0.037,0.0,0.0
33.68,0.147,0.147,-0.033,0.0,0.0
33.7,0.146,0.146,-0.03,0.0,0.0
33.72,0.145,0.145,-0.026,0.0,0.0
33.74,0.144,0.144,-0.023,0.0,0.0
33.76,0.143,0.143,-0.019,0.0,0.0
33.78,0.142,0.142,-0.016,0.0,0.0
33.8,0.14,0.14,-0.01,0.0,0.0
33.82,0.139,0.139,-0.007,0.0,0.0
33.84,0.138,0.138,-0.002,0.0,0.0
33.86,0.137,0.137,0.002,0.0,0.0
33.88,0.136,0.136,0.007,0.0,0.0
33.9,0.136,0.136,0.01,0.0,0.0
33.92,0.135,0.135,0.014,0.0,0.0
33.94,0.134,0.134,0.019,0.0,0.0
33.96,0.133,0.133,0.023,0.0,0.0
33.98,0.132,0.132,0.026,0.0,0.0
34.0,0.132,0.132,0.03,0.0,0.0
34.02,0.131,0.131,0.033,0.0,0.0
34.04,0.13,0.13,0.037,0.0,0.0
34.06,0.129,0.129,0.04,0.0,0.0
34.08,0.129,0.129,0.042,0.0,0.0
34.1,0.128,0.128,0.045,0.0,0.0
34.12,0.128,0.128,0.047,0.0,0.0
34.14,0.127,0.127,0.049,0.0,0.0
34.16,0.127,0.127,0.049,0.0,0.0
34.18,0.126,0.126,0.051,0.0,0.0
34.2,0.126,0.126,0.051,0.0,0.0
34.22,0.126,0.126,0.051,0.0,0.0
34.24,0.125,0.125,0.051,0.0,0.0
34.26,0.125,0.125,0.051,0.0,0.0
34.28,0.125,0.125,0.049,0.0,0.0
34.3,0.125,0.125,0.047,0.0,0.0
34.32,0.125,0.125,0.045,0.0,0.0
34.34,0.124,0.124,0.044,0.0,0.0
34.36,0.124,0.124,0.042,0.0,0.0
34.38,0.124,0.124,0.038,0.0,0.0
34.4,0.124,0.124,0.035,0.0,0.0
34.42,0.124,0.124,0.033,0.0,0.0
34.44,0.124,0.124,0.03,0.0,0.0
34.46,0.124,0.124,0.024,0.0,0.0
34.48,0.124,0.124,0.021,0.0,0.0
34.5,0.124,0.124,0.017,0.0,0.0
34.52,0.124,0.124,0.012,0.0,0.0
34.54,0.124,0.124,0.009,0.0,0.0
34.56,0.124,0.124,0.003,0.0,0.0
34.58,0.124,0.124,-0.0,0.0,0.0
34.6,0.125,0.125,-0.005,0.0,0.0
34.62,0.125,0.125,-0.009,0.0,0.0
34.64,0.124,0.124,-0.012,0.0,0.0
34.66,0.125,0.125,-0.017,0.0,0.0
34.68,0.125,0.125,-0.021,0.0,0.0
34.7,0.125,0.125,-0.024,0.0,0.0
34.72,0.125,0.125,-0.028,0.0,0.0
34.74,0.125,0.125,-0.031,0.0,0.0
34.76,0.125,0.125,-0.035,0.0,0.0
34.78,0.126,0.126,-0.038,0.0,0.0
34.8,0.125,0.125,-0.04,0.0,0.0
34.82,0.125,0.125,-0.042,0.0,0.0
34.84,0.125,0.125,-0.044,0.0,0.0
34.86,0.125,0.125,-0.045,0.0,0.0
34.88,0.125,0.125,-0.047,0.0,0.0
34.9,0.126,0.126,-0.049,0.0,0.0
34.92,0.125,0.125,-0.049,0.0,0.0
34.94,0.125,0.125,-0.049,0.0,0.0
34.96,0.125,0.125,-0.049,0.0,0.0
34.98,0.125,0.125,-0.047,0.0,0.0
35.0,0.125,0.125,-0.047,0.0,0.0
35.02,0.125,0.125,-0.045,0.0,0.0
35.04,0.125,0.125,-0.044,0.0,0.0
35.06,0.125,0.125,-0.042,0.0,0.0
35.08,0.124,0.124,-0.038,0.0,0.0
35.1,0.124,0.124,-0.037,0.0,0.0
35.12,0.124,0.124,-0.033,0.0,0.0
35.14,0.124,0.124,-0.03,0.0,0.0
35.16,0.123,0.123,-0.026,0.0,0.0
35.18,0.123,0.123,-0.023,0.0,0.0
35.2,0.123,0.123,-0.019,0.0,0.0
35.22,0.123,0.123,-0.016,0.0,0.0
35.24,0.122,0.122,-0.01,0.0,0.0
35.26,0.122,0.122,-0.007,0.0,0.0
35.28,0.122,0.122,-0.003,0.0,0.0
35.3,0.121,0.121,0.002,0.0,0.0
35.32,0.121,0.121,0.005,0.0,0.0
35.34,0.121,0.121,0.01,0.0,0.0
35.36,0.121,0.121,0.014,0.0,0.0
35.38,0.121,0.121,0.017,0.0,0.0
35.4,0.12,0.12,0.021,0.0,0.0
35.42,0.12,0.12,0.026,0.0,0.0
35.44,0.119,0.119,0.03,0.0,0.0
35.46,0.12,0.12,0.031,0.0,0.0
35.48,0.119,0.119,0.035,0.0,0.0
35.5,0.119,0.119,0.038,0.0,0.0
35.52,0.119,0.119,0.04,0.0,0.0
35.54,0.119,0.119,0.042,0.0,0.0
35.56,0.119,0.119,0.044,0.0,0.0
35.58,0.119,0.119,0.045,0.0,0.0
35.6,0.118,0.118,0.047,0.0,0.0
35.62,0.118,0.118,0.047,0.0,0.0
35.64,0.118,0.118,0.049,0.0,0.0
35.66,0.118,0.118,0.049,0.0,0.0
35.68,0.118,0.118,0.049,0.0,0.0
35.7,0.118,0.118,0.047,0.0,0.0
35.72,0.118,0.118,0.047,0.0,0.0
35.74,0.118,0.118,0.045,0.0,0.0
35.76,0.118,0.118,0.044,0.0,0.0
35.78,0.118,0.118,0.042,0.0,0.0
35.8,0.119,0.119,0.038,0.0,0.0
35.82,0.119,0.119,0.037,0.0,0.0
35.84,0.119,0.119,0.033,0.0,0.0
35.86,0.119,0.119,0.03,0.0,0.0
35.88,0.119,0.119,0.028,0.0,0.0
35.9,0.119,0.119,0.023,0.0,0.0
35.92,0.12,0.12,0.019,0.0,0.0
35.94,0.12,0.12,0.016,0.0,0.0
35.96,0.12,0.12,0.012,0.0,0.0
35.98,0.12,0.12,0.009,0.0,0.0
36.0,0.12,0.12,0.003,0.0,0.0
36.02,0.12,0.12,-0.0,0.0,0.0
36.04,0.121,0.121,-0.005,0.0,0.0
