Tiempo ,CONTROL,PID,ANGULO,REFERENCIA,PERTURBACION
-0.4,0.0,0.0,0.0,0.0,0.0
-0.38,0.0,0.0,0.0,0.0,0.0
-0.36,0.0,0.0,0.0,0.0,0.0
-0.34,0.0,0.0,0.0,0.0,0.0
-0.32,0.0,0.0,0.0,0.0,0.0
-0.3,0.0,0.0,0.0,0.0,0.0
-0.28,0.0,0.0,0.0,0.0,0.0
-0.26,0.0,0.0,0.0,0.0,0.0
-0.24,0.0,0.0,0.0,0.0,0.0
-0.22,0.0,0.0,0.0,0.0,0.0
-0.2,0.0,0.0,0.0,0.0,0.0
-0.18,0.0,0.0,0.0,0.0,0.0
-0.16,0.0,0.0,0.0,0.0,0.0
-0.14,0.0,0.0,0.0,0.0,0.0
-0.12,0.0,0.0,0.0,0.0,0.0
-0.1,0.0,0.0,0.0,0.0,0.0
-0.08,0.0,0.0,0.0,0.0,0.0
-0.06,0.0,0.0,0.0,0.0,0.0
-0.04,0.0,0.0,0.0,0.0,0.0
-0.02,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.0,0.0,0.0
0.02,0.0,0.0,-0.0,0.0,0.0
0.04,0.164,0.164,-0.0,0.6,0.0
0.06,0.159,0.159,-0.0,0.6,0.0
0.08,0.155,0.155,-0.0,0.6,0.0
0.1,0.153,0.153,-0.0,0.6,0.0
0.12,0.151,0.151,-0.0,0.6,0.0
0.14,0.151,0.151,-0.0,0.6,0.0
0.16,0.152,0.152,-0.0,0.6,0.0
0.18,0.153,0.153,-0.0,0.6,0.0
0.2,0.156,0.156,-0.0,0.6,0.0
0.22,0.159,0.159,-0.0,0.6,0.0
0.24,0.164,0.164,-0.0,0.6,0.0
0.26,0.169,0.169,-0.0,0.6,0.0
0.28,0.175,0.175,-0.0,0.6,0.0
0.3,0.181,0.181,-0.0,0.6,0.0
0.32,0.188,0.188,-0.0,0.6,0.0
0.34,0.196,0.196,-0.0,0.6,0.0
0.36,0.205,0.205,-0.0,0.6,0.0
0.38,0.214,0.214,-0.0,0.6,0.0
0.4,0.223,0.223,-0.0,0.6,0.0
0.42,0.234,0.234,-0.0,0.6,0.0
0.44,0.244,0.244,-0.0,0.6,0.0
0.46,0.255,0.255,-0.0,0.6,0.0
0.48,0.267,0.267,-0.0,0.6,0.0
0.5,0.279,0.279,-0.0,0.6,0.0
0.52,0.292,0.292,-0.0,0.6,0.0
0.54,0.305,0.305,-0.0,0.6,0.0
0.56,0.318,0.318,-0.0,0.6,0.0
0.58,0.332,0.332,-0.0,0.6,0.0
0.6,0.346,0.346,-0.0,0.6,0.0
0.62,0.36,0.36,-0.0,0.6,0.0
0.64,0.375,0.375,-0.0,0.6,0.0
0.66,0.39,0.39,-0.0,0.6,0.0
0.68,0.405,0.405,-0.0,0.6,0.0
0.7,0.42,0.42,-0.0,0.6,0.0
0.72,0.436,0.436,-0.0,0.6,0.0
0.74,0.452,0.452,-0.0,0.6,0.0
0.76,0.468,0.468,0.002,0.6,0.0
0.78,0.484,0.484,0.002,0.6,0.0
0.8,0.501,0.501,0.003,0.6,0.0
0.82,0.518,0.518,0.003,0.6,0.0
0.84,0.534,0.534,0.005,0.6,0.0
0.86,0.551,0.551,0.007,0.6,0.0
0.88,0.568,0.568,0.009,0.6,0.0
0.9,0.585,0.585,0.012,0.6,0.0
0.92,0.602,0.602,0.016,0.6,0.0
0.94,0.619,0.619,0.019,0.6,0.0
0.96,0.636,0.636,0.023,0.6,0.0
0.98,0.653,0.653,0.028,0.6,0.0
1.0,0.67,0.67,0.033,0.6,0.0
1.02,0.687,0.687,0.038,0.6,0.0
1.04,0.704,0.704,0.045,0.6,0.0
1.06,0.721,0.721,0.052,0.6,0.0
1.08,0.737,0.737,0.061,0.6,0.0
1.1,0.754,0.754,0.068,0.6,0.0
1.12,0.771,0.771,0.077,0.6,0.0
1.14,0.787,0.787,0.087,0.6,0.0
1.16,0.803,0.803,0.098,0.6,0.0
1.18,0.82,0.82,0.108,0.6,0.0
1.2,0.836,0.836,0.119,0.6,0.0
1.22,0.852,0.852,0.131,0.6,0.0
1.24,0.867,0.867,0.143,0.6,0.0
1.26,0.883,0.883,0.155,0.6,0.0
1.28,0.899,0.899,0.168,0.6,0.0
1.3,0.914,0.914,0.182,0.6,0.0
1.32,0.929,0.929,0.195,0.6,0.0
1.34,0.945,0.945,0.208,0.6,0.0
1.36,0.96,0.96,0.222,0.6,0.0
1.38,0.975,0.975,0.236,0.6,0.0
1.4,0.989,0.989,0.25,0.6,0.0
1.42,1.004,1.004,0.264,0.6,0.0
1.44,1.018,1.018,0.278,0.6,0.0
1.46,1.032,1.032,0.291,0.6,0.0
1.48,1.046,1.046,0.305,0.6,0.0
1.5,1.06,1.06,0.318,0.6,0.0
1.52,1.074,1.074,0.332,0.6,0.0
1.54,1.088,1.088,0.344,0.6,0.0
1.56,1.101,1.101,0.356,0.6,0.0
1.58,1.114,1.114,0.368,0.6,0.0
1.6,1.128,1.128,0.379,0.6,0.0
1.62,1.141,1.141,0.389,0.6,0.0
1.64,1.154,1.154,0.4,0.6,0.0
1.66,1.166,1.166,0.41,0.6,0.0
1.68,1.179,1.179,0.419,0.6,0.0
1.7,1.191,1.191,0.428,0.6,0.0
1.72,1.204,1.204,0.435,0.6,0.0
1.74,1.216,1.216,0.442,0.6,0.0
1.76,1.228,1.228,0.449,0.6,0.0
1.78,1.24,1.24,0.454,0.6,0.0
1.8,1.251,1.251,0.461,0.6,0.0
1.82,1.263,1.263,0.464,0.6,0.0
1.84,1.274,1.274,0.469,0.6,0.0
1.86,1.285,1.285,0.471,0.6,0.0
1.88,1.296,1.296,0.475,0.6,0.0
1.9,1.307,1.307,0.476,0.6,0.0
1.92,1.318,1.318,0.478,0.6,0.0
1.94,1.328,1.328,0.48,0.6,0.0
1.96,1.339,1.339,0.48,0.6,0.0
1.98,1.348,1.348,0.482,0.6,0.0
2.0,1.358,1.358,0.482,0.6,0.0
2.02,1.369,1.369,0.48,0.6,0.0
2.04,1.378,1.378,0.48,0.6,0.0
2.06,1.388,1.388,0.478,0.6,0.0
2.08,1.397,1.397,0.476,0.6,0.0
2.1,1.406,1.406,0.475,0.6,0.0
2.12,1.415,1.415,0.473,0.6,0.0
2.14,1.424,1.424,0.471,0.6,0.0
2.16,1.432,1.432,0.469,0.6,0.0
2.18,1.441,1.441,0.468,0.6,0.0
2.2,1.449,1.449,0.464,0.6,0.0
2.22,1.457,1.457,0.463,0.6,0.0
2.24,1.465,1.465,0.461,0.6,0.0
2.26,1.473,1.473,0.459,0.6,0.0
2.28,1.481,1.481,0.457,0.6,0.0
2.3,1.488,1.488,0.456,0.6,0.0
2.32,1.496,1.496,0.454,0.6,0.0
2.34,1.503,1.503,0.452,0.6,0.0
2.36,1.51,1.51,0.452,0.6,0.0
2.38,1.517,1.517,0.45,0.6,0.0
2.4,1.523,1.523,0.45,0.6,0.0
2.42,1.53,1.53,0.45,0.6,0.0
2.44,1.536,1.536,0.45,0.6,0.0
2.46,1.543,1.543,0.45,0.6,0.0
2.48,1.549,1.549,0.452,0.6,0.0
2.5,1.554,1.554,0.454,0.6,0.0
2.52,1.56,1.56,0.456,0.6,0.0
2.54,1.566,1.566,0.457,0.6,0.0
2.56,1.572,1.572,0.459,0.6,0.0
2.58,1.577,1.577,0.463,0.6,0.0
2.6,1.582,1.582,0.466,0.6,0.0
2.62,1.587,1.587,0.469,0.6,0.0
2.64,1.592,1.592,0.473,0.6,0.0
2.66,1.597,1.597,0.478,0.6,0.0
2.68,1.602,1.602,0.482,0.6,0.0
2.7,1.606,1.606,0.487,0.6,0.0
2.72,1.611,1.611,0.492,0.6,0.0
2.74,1.615,1.615,0.497,0.6,0.0
2.76,1.619,1.619,0.504,0.6,0.0
2.78,1.623,1.623,0.51,0.6,0.0
2.8,1.627,1.627,0.517,0.6,0.0
2.82,1.631,1.631,0.522,0.6,0.0
2.84,1.635,1.635,0.529,0.6,0.0
2.86,1.638,1.638,0.536,0.6,0.0
2.88,1.642,1.642,0.543,0.6,0.0
2.9,1.645,1.645,0.55,0.6,0.0
2.92,1.648,1.648,0.557,0.6,0.0
2.94,1.652,1.652,0.564,0.6,0.0
2.96,1.655,1.655,0.569,0.6,0.0
2.98,1.658,1.658,0.576,0.6,0.0
3.0,1.661,1.661,0.583,0.6,0.0
3.02,1.664,1.664,0.59,0.6,0.0
3.04,1.667,1.667,0.595,0.6,0.0
3.06,1.669,1.669,0.602,0.6,0.0
3.08,1.672,1.672,0.607,0.6,0.0
3.1,1.674,1.674,0.613,0.6,0.0
3.12,1.677,1.677,0.618,0.6,0.0
3.14,1.679,1.679,0.623,0.6,0.0
3.16,1.682,1.682,0.627,0.6,0.0
3.18,1.684,1.684,0.632,0.6,0.0
3.2,1.686,1.686,0.635,0.6,0.0
3.22,1.688,1.688,0.639,0.6,0.0
3.24,1.69,1.69,0.641,0.6,0.0
3.26,1.692,1.692,0.644,0.6,0.0
3.28,1.694,1.694,0.646,0.6,0.0
3.3,1.696,1.696,0.648,0.6,0.0
3.32,1.697,1.697,0.649,0.6,0.0
3.34,1.699,1.699,0.649,0.6,0.0
3.36,1.701,1.701,0.651,0.6,0.0
3.38,1.702,1.702,0.651,0.6,0.0
3.4,1.704,1.704,0.651,0.6,0.0
3.42,1.706,1.706,0.649,0.6,0.0
3.44,1.707,1.707,0.649,0.6,0.0
3.46,1.708,1.708,0.648,0.6,0.0
3.48,1.71,1.71,0.646,0.6,0.0
3.5,1.711,1.711,0.644,0.6,0.0
3.52,1.713,1.713,0.641,0.6,0.0
3.54,1.714,1.714,0.639,0.6,0.0
3.56,1.715,1.715,0.635,0.6,0.0
3.58,1.716,1.716,0.632,0.6,0.0
3.6,1.717,1.717,0.628,0.6,0.0
3.62,1.718,1.718,0.625,0.6,0.0
3.64,1.719,1.719,0.621,0.6,0.0
3.66,1.72,1.72,0.618,0.6,0.0
3.68,1.722,1.722,0.613,0.6,0.0
3.7,1.722,1.722,0.609,0.6,0.0
3.72,1.723,1.723,0.606,0.6,0.0
3.74,1.724,1.724,0.602,0.6,0.0
3.76,1.725,1.725,0.597,0.6,0.0
3.78,1.726,1.726,0.593,0.6,0.0
3.8,1.726,1.726,0.59,0.6,0.0
3.82,1.727,1.727,0.586,0.6,0.0
3.84,1.728,1.728,0.583,0.6,0.0
3.86,1.728,1.728,0.579,0.6,0.0
3.88,1.729,1.729,0.576,0.6,0.0
3.9,1.73,1.73,0.572,0.6,0.0
3.92,1.73,1.73,0.569,0.6,0.0
3.94,1.731,1.731,0.567,0.6,0.0
3.96,1.731,1.731,0.564,0.6,0.0
3.98,1.732,1.732,0.562,0.6,0.0
4.0,1.732,1.732,0.56,0.6,0.0
4.02,1.732,1.732,0.559,0.6,0.0
4.04,1.733,1.733,0.557,0.6,0.0
4.06,1.733,1.733,0.557,0.6,0.0
4.08,1.734,1.734,0.555,0.6,0.0
4.1,1.734,1.734,0.555,0.6,0.0
4.12,1.734,1.734,0.555,0.6,0.0
4.14,1.734,1.734,0.557,0.6,0.0
4.16,1.734,1.734,0.557,0.6,0.0
4.18,1.735,1.735,0.557,0.6,0.0
4.2,1.735,1.735,0.559,0.6,0.0
4.22,1.735,1.735,0.56,0.6,0.0
4.24,1.735,1.735,0.562,0.6,0.0
4.26,1.735,1.735,0.564,0.6,0.0
4.28,1.735,1.735,0.567,0.6,0.0
4.3,1.735,1.735,0.569,0.6,0.0
4.32,1.735,1.735,0.572,0.6,0.0
4.34,1.735,1.735,0.574,0.6,0.0
4.36,1.735,1.735,0.578,0.6,0.0
4.38,1.735,1.735,0.581,0.6,0.0
4.4,1.735,1.735,0.585,0.6,0.0
4.42,1.735,1.735,0.588,0.6,0.0
4.44,1.735,1.735,0.592,0.6,0.0
4.46,1.735,1.735,0.595,0.6,0.0
4.48,1.735,1.735,0.599,0.6,0.0
4.5,1.735,1.735,0.602,0.6,0.0
4.52,1.735,1.735,0.606,0.6,0.0
4.54,1.735,1.735,0.611,0.6,0.0
4.56,1.735,1.735,0.614,0.6,0.0
4.58,1.734,1.734,0.618,0.6,0.0
4.6,1.734,1.734,0.621,0.6,0.0
4.62,1.734,1.734,0.625,0.6,0.0
4.64,1.734,1.734,0.627,0.6,0.0
4.66,1.734,1.734,0.63,0.6,0.0
4.68,1.734,1.734,0.634,0.6,0.0
4.7,1.734,1.734,0.635,0.6,0.0
4.72,1.734,1.734,0.639,0.6,0.0
4.74,1.733,1.733,0.641,0.6,0.0
4.76,1.733,1.733,0.642,0.6,0.0
4.78,1.733,1.733,0.644,0.6,0.0
4.8,1.733,1.733,0.646,0.6,0.0
4.82,1.733,1.733,0.648,0.6,0.0
4.84,1.733,1.733,0.648,0.6,0.0
4.86,1.732,1.732,0.649,0.6,0.0
4.88,1.732,1.732,0.649,0.6,0.0
4.9,1.732,1.732,0.649,0.6,0.0
4.92,1.732,1.732,0.649,0.6,0.0
4.94,1.732,1.732,0.649,0.6,0.0
4.96,1.731,1.731,0.649,0.6,0.0
4.98,1.731,1.731,0.648,0.6,0.0
5.0,1.731,1.731,0.648,0.6,0.0
5.02,1.731,1.731,0.646,0.6,0.0
5.04,1.731,1.731,0.644,0.6,0.0
5.06,1.731,1.731,0.642,0.6,0.0
5.08,1.73,1.73,0.641,0.6,0.0
5.1,1.731,1.731,0.637,0.6,0.0
5.12,1.73,1.73,0.635,0.6,0.0
5.14,1.73,1.73,0.634,0.6,0.0
5.16,1.73,1.73,0.63,0.6,0.0
5.18,1.73,1.73,0.627,0.6,0.0
5.2,1.729,1.729,0.625,0.6,0.0
5.22,1.729,1.729,0.621,0.6,0.0
5.24,1.729,1.729,0.618,0.6,0.0
5.26,1.729,1.729,0.614,0.6,0.0
5.28,1.729,1.729,0.611,0.6,0.0
5.3,1.729,1.729,0.609,0.6,0.0
5.32,1.728,1.728,0.606,0.6,0.0
5.34,1.728,1.728,0.602,0.6,0.0
5.36,1.728,1.728,0.599,0.6,0.0
5.38,1.728,1.728,0.595,0.6,0.0
5.4,1.728,1.728,0.593,0.6,0.0
5.42,1.728,1.728,0.59,0.6,0.0
5.44,1.728,1.728,0.586,0.6,0.0
5.46,1.727,1.727,0.585,0.6,0.0
5.48,1.727,1.727,0.583,0.6,0.0
5.5,1.727,1.727,0.579,0.6,0.0
5.52,1.727,1.727,0.578,0.6,0.0
5.54,1.727,1.727,0.576,0.6,0.0
5.56,1.727,1.727,0.574,0.6,0.0
5.58,1.727,1.727,0.572,0.6,0.0
5.6,1.726,1.726,0.572,0.6,0.0
5.62,1.726,1.726,0.571,0.6,0.0
5.64,1.726,1.726,0.571,0.6,0.0
5.66,1.726,1.726,0.569,0.6,0.0
5.68,1.726,1.726,0.569,0.6,0.0
5.7,1.725,1.725,0.569,0.6,0.0
5.72,1.725,1.725,0.569,0.6,0.0
5.74,1.725,1.725,0.571,0.6,0.0
5.76,1.725,1.725,0.571,0.6,0.0
5.78,1.724,1.724,0.572,0.6,0.0
5.8,1.724,1.724,0.572,0.6,0.0
5.82,1.724,1.724,0.574,0.6,0.0
5.84,1.724,1.724,0.576,0.6,0.0
5.86,1.723,1.723,0.578,0.6,0.0
5.88,1.723,1.723,0.579,0.6,0.0
5.9,1.723,1.723,0.583,0.6,0.0
5.92,1.722,1.722,0.585,0.6,0.0
5.94,1.722,1.722,0.586,0.6,0.0
5.96,1.722,1.722,0.59,0.6,0.0
5.98,1.722,1.722,0.592,0.6,0.0
6.0,1.721,1.721,0.595,0.6,0.0
6.02,1.721,1.721,0.597,0.6,0.0
6.04,1.721,1.721,0.6,0.6,0.0
6.06,1.72,1.72,0.604,0.6,0.0
6.08,1.72,1.72,0.606,0.6,0.0
6.1,1.72,1.72,0.609,0.6,0.0
6.12,1.719,1.719,0.613,0.6,0.0
6.14,1.719,1.719,0.614,0.6,0.0
6.16,1.719,1.719,0.618,0.6,0.0
6.18,1.719,1.719,0.62,0.6,0.0
6.2,1.718,1.718,0.623,0.6,0.0
6.22,1.718,1.718,0.625,0.6,0.0
6.24,1.718,1.718,0.627,0.6,0.0
6.26,1.717,1.717,0.63,0.6,0.0
6.28,1.717,1.717,0.632,0.6,0.0
6.3,1.717,1.717,0.634,0.6,0.0
6.32,1.716,1.716,0.635,0.6,0.0
6.34,1.716,1.716,0.637,0.6,0.0
6.36,1.716,1.716,0.637,0.6,0.0
6.38,1.716,1.716,0.639,0.6,0.0
6.4,1.715,1.715,0.641,0.6,0.0
6.42,1.715,1.715,0.641,0.6,0.0
6.44,1.715,1.715,0.641,0.6,0.0
6.46,1.714,1.714,0.642,0.6,0.0
6.48,1.714,1.714,0.642,0.6,0.0
6.5,1.713,1.713,0.642,0.6,0.0
6.52,1.713,1.713,0.642,0.6,0.0
6.54,1.713,1.713,0.641,0.6,0.0
6.56,1.713,1.713,0.641,0.6,0.0
6.58,1.713,1.713,0.639,0.6,0.0
6.6,1.712,1.712,0.639,0.6,0.0
6.62,1.712,1.712,0.637,0.6,0.0
6.64,1.711,1.711,0.637,0.6,0.0
6.66,1.711,1.711,0.635,0.6,0.0
6.68,1.711,1.711,0.634,0.6,0.0
6.7,1.71,1.71,0.632,0.6,0.0
6.72,1.71,1.71,0.628,0.6,0.0
6.74,1.71,1.71,0.627,0.6,0.0
6.76,1.71,1.71,0.625,0.6,0.0
6.78,1.71,1.71,0.621,0.6,0.0
6.8,1.709,1.709,0.62,0.6,0.0
6.82,1.709,1.709,0.616,0.6,0.0
6.84,1.709,1.709,0.613,0.6,0.0
6.86,1.709,1.709,0.611,0.6,0.0
6.88,1.709,1.709,0.607,0.6,0.0
6.9,1.709,1.709,0.604,0.6,0.0
6.92,1.709,1.709,0.6,0.6,0.0
6.94,1.709,1.709,0.597,0.6,0.0
6.96,1.709,1.709,0.593,0.6,0.0
6.98,1.708,1.708,0.592,0.6,0.0
7.0,1.709,1.709,0.588,0.6,0.0
7.02,1.709,1.709,0.585,0.6,0.0
7.04,1.709,1.709,0.581,0.6,0.0
7.06,1.709,1.709,0.578,0.6,0.0
7.08,1.709,1.709,0.576,0.6,0.0
7.1,1.709,1.709,0.572,0.6,0.0
7.12,1.709,1.709,0.569,0.6,0.0
7.14,1.709,1.709,0.567,0.6,0.0
7.16,1.709,1.709,0.565,0.6,0.0
7.18,1.71,1.71,0.562,0.6,0.0
7.2,1.71,1.71,0.56,0.6,0.0
7.22,1.71,1.71,0.559,0.6,0.0
7.24,1.71,1.71,0.559,0.6,0.0
7.26,1.71,1.71,0.557,0.6,0.0
7.28,1.71,1.71,0.555,0.6,0.0
7.3,1.71,1.71,0.555,0.6,0.0
7.32,1.711,1.711,0.553,0.6,0.0
7.34,1.711,1.711,0.553,0.6,0.0
7.36,1.711,1.711,0.553,0.6,0.0
7.38,1.711,1.711,0.553,0.6,0.0
7.4,1.711,1.711,0.555,0.6,0.0
7.42,1.711,1.711,0.555,0.6,0.0
7.44,1.712,1.712,0.555,0.6,0.0
7.46,1.712,1.712,0.557,0.6,0.0
7.48,1.712,1.712,0.559,0.6,0.0
7.5,1.712,1.712,0.56,0.6,0.0
7.52,1.712,1.712,0.562,0.6,0.0
7.54,1.712,1.712,0.564,0.6,0.0
7.56,1.713,1.713,0.565,0.6,0.0
7.58,1.713,1.713,0.567,0.6,0.0
7.6,1.713,1.713,0.571,0.6,0.0
7.62,1.713,1.713,0.572,0.6,0.0
7.64,1.713,1.713,0.576,0.6,0.0
7.66,1.713,1.713,0.579,0.6,0.0
7.68,1.714,1.714,0.581,0.6,0.0
7.7,1.714,1.714,0.585,0.6,0.0
7.72,1.714,1.714,0.588,0.6,0.0
7.74,1.714,1.714,0.592,0.6,0.0
7.76,1.714,1.714,0.595,0.6,0.0
7.78,1.714,1.714,0.599,0.6,0.0
7.8,1.714,1.714,0.602,0.6,0.0
7.82,1.714,1.714,0.606,0.6,0.0
7.84,1.714,1.714,0.609,0.6,0.0
7.86,1.713,1.713,0.613,0.6,0.0
7.88,1.713,1.713,0.616,0.6,0.0
7.9,1.713,1.713,0.62,0.6,0.0
7.92,1.713,1.713,0.623,0.6,0.0
7.94,1.713,1.713,0.627,0.6,0.0
7.96,1.713,1.713,0.628,0.6,0.0
7.98,1.713,1.713,0.632,0.6,0.0
8.0,1.713,1.713,0.634,0.6,0.0
8.02,1.713,1.713,0.637,0.6,0.0
8.04,1.713,1.713,0.639,0.6,0.0
8.06,1.713,1.713,0.641,0.6,0.0
8.08,1.712,1.712,0.642,0.6,0.0
8.1,1.712,1.712,0.644,0.6,0.0
8.12,1.712,1.712,0.646,0.6,0.0
8.14,1.712,1.712,0.648,0.6,0.0
8.16,1.712,1.712,0.648,0.6,0.0
8.18,1.711,1.711,0.649,0.6,0.0
8.2,1.711,1.711,0.649,0.6,0.0
8.22,1.711,1.711,0.649,0.6,0.0
8.24,1.711,1.711,0.649,0.6,0.0
8.26,1.711,1.711,0.648,0.6,0.0
8.28,1.71,1.71,0.648,0.6,0.0
8.3,1.711,1.711,0.646,0.6,0.0
8.32,1.71,1.71,0.644,0.6,0.0
8.34,1.71,1.71,0.642,0.6,0.0
8.36,1.71,1.71,0.641,0.6,0.0
8.38,1.71,1.71,0.637,0.6,0.0
8.4,1.71,1.71,0.635,0.6,0.0
8.42,1.71,1.71,0.632,0.6,0.0
8.44,1.71,1.71,0.628,0.6,0.0
8.46,1.71,1.71,0.627,0.6,0.0
8.48,1.71,1.71,0.623,0.6,0.0
8.5,1.711,1.711,0.618,0.6,0.0
8.52,1.711,1.711,0.614,0.6,0.0
8.54,1.711,1.711,0.611,0.6,0.0
8.56,1.711,1.711,0.607,0.6,0.0
8.58,1.711,1.711,0.602,0.6,0.0
8.6,1.711,1.711,0.599,0.6,0.0
8.62,1.711,1.711,0.595,0.6,0.0
8.64,1.711,1.711,0.59,0.6,0.0
8.66,1.711,1.711,0.586,0.6,0.0
8.68,1.711,1.711,0.583,0.6,0.0
8.7,1.712,1.712,0.578,0.6,0.0
8.72,1.712,1.712,0.574,0.6,0.0
8.74,1.712,1.712,0.571,0.6,0.0
8.76,1.712,1.712,0.567,0.6,0.0
8.78,1.713,1.713,0.564,0.6,0.0
8.8,1.713,1.713,0.56,0.6,0.0
8.82,1.713,1.713,0.559,0.6,0.0
8.84,1.713,1.713,0.555,0.6,0.0
8.86,1.713,1.713,0.553,0.6,0.0
8.88,1.713,1.713,0.552,0.6,0.0
8.9,1.714,1.714,0.55,0.6,0.0
8.92,1.714,1.714,0.548,0.6,0.0
8.94,1.714,1.714,0.546,0.6,0.0
8.96,1.714,1.714,0.546,0.6,0.0
8.98,1.714,1.714,0.546,0.6,0.0
9.0,1.714,1.714,0.546,0.6,0.0
9.02,1.715,1.715,0.546,0.6,0.0
9.04,1.715,1.715,0.548,0.6,0.0
9.06,1.714,1.714,0.55,0.6,0.0
9.08,1.715,1.715,0.55,0.6,0.0
9.1,1.714,1.714,0.553,0.6,0.0
9.12,1.715,1.715,0.555,0.6,0.0
9.14,1.715,1.715,0.557,0.6,0.0
9.16,1.715,1.715,0.56,0.6,0.0
9.18,1.714,1.714,0.564,0.6,0.0
9.2,1.714,1.714,0.567,0.6,0.0
9.22,1.714,1.714,0.571,0.6,0.0
9.24,1.714,1.714,0.574,0.6,0.0
9.26,1.714,1.714,0.578,0.6,0.0
9.28,1.714,1.714,0.581,0.6,0.0
9.3,1.714,1.714,0.586,0.6,0.0
9.32,1.714,1.714,0.59,0.6,0.0
9.34,1.714,1.714,0.595,0.6,0.0
9.36,1.714,1.714,0.599,0.6,0.0
9.38,1.713,1.713,0.604,0.6,0.0
9.4,1.713,1.713,0.607,0.6,0.0
9.42,1.713,1.713,0.613,0.6,0.0
9.44,1.713,1.713,0.616,0.6,0.0
9.46,1.713,1.713,0.62,0.6,0.0
9.48,1.713,1.713,0.625,0.6,0.0
9.5,1.713,1.713,0.628,0.6,0.0
9.52,1.712,1.712,0.632,0.6,0.0
9.54,1.712,1.712,0.635,0.6,0.0
9.56,1.712,1.712,0.639,0.6,0.0
9.58,1.712,1.712,0.642,0.6,0.0
9.6,1.712,1.712,0.644,0.6,0.0
9.62,1.711,1.711,0.648,0.6,0.0
9.64,1.711,1.711,0.649,0.6,0.0
9.66,1.711,1.711,0.651,0.6,0.0
9.68,1.711,1.711,0.653,0.6,0.0
9.7,1.711,1.711,0.654,0.6,0.0
9.72,1.711,1.711,0.654,0.6,0.0
9.74,1.711,1.711,0.654,0.6,0.0
9.76,1.711,1.711,0.654,0.6,0.0
9.78,1.71,1.71,0.654,0.6,0.0
9.8,1.71,1.71,0.654,0.6,0.0
9.82,1.71,1.71,0.653,0.6,0.0
9.84,1.71,1.71,0.651,0.6,0.0
9.86,1.71,1.71,0.651,0.6,0.0
9.88,1.71,1.71,0.648,0.6,0.0
9.9,1.71,1.71,0.646,0.6,0.0
9.92,1.71,1.71,0.642,0.6,0.0
9.94,1.71,1.71,0.641,0.6,0.0
9.96,1.71,1.71,0.637,0.6,0.0
9.98,1.71,1.71,0.634,0.6,0.0
10.0,1.71,1.71,0.63,0.6,0.0
10.02,1.711,1.711,0.625,0.6,0.0
10.04,1.911,1.711,0.621,0.6,0.2
10.06,1.91,1.71,0.618,0.6,0.2
10.08,1.911,1.711,0.613,0.6,0.2
10.1,1.911,1.711,0.609,0.6,0.2
10.12,1.911,1.711,0.606,0.6,0.2
10.14,1.911,1.711,0.602,0.6,0.2
10.16,1.91,1.71,0.599,0.6,0.2
10.18,1.91,1.71,0.597,0.6,0.2
10.2,1.909,1.709,0.595,0.6,0.2
10.22,1.909,1.709,0.593,0.6,0.2
10.24,1.908,1.708,0.592,0.6,0.2
10.26,1.907,1.707,0.592,0.6,0.2
10.28,1.907,1.707,0.592,0.6,0.2
10.3,1.905,1.705,0.593,0.6,0.2
10.32,1.904,1.704,0.595,0.6,0.2
10.34,1.903,1.703,0.597,0.6,0.2
10.36,1.902,1.702,0.6,0.6,0.2
10.38,1.9,1.7,0.604,0.6,0.2
10.4,1.899,1.699,0.607,0.6,0.2
10.42,1.897,1.697,0.611,0.6,0.2
10.44,1.895,1.695,0.616,0.6,0.2
10.46,1.894,1.694,0.621,0.6,0.2
10.48,1.892,1.692,0.627,0.6,0.2
10.5,1.89,1.69,0.632,0.6,0.2
10.52,1.888,1.688,0.637,0.6,0.2
10.54,1.886,1.686,0.644,0.6,0.2
10.56,1.884,1.684,0.651,0.6,0.2
10.58,1.882,1.682,0.658,0.6,0.2
10.6,1.88,1.68,0.665,0.6,0.2
10.62,1.878,1.678,0.67,0.6,0.2
10.64,1.876,1.676,0.677,0.6,0.2
10.66,1.873,1.673,0.684,0.6,0.2
10.68,1.871,1.671,0.691,0.6,0.2
10.7,1.868,1.668,0.698,0.6,0.2
10.72,1.866,1.666,0.705,0.6,0.2
10.74,1.863,1.663,0.712,0.6,0.2
10.76,1.861,1.661,0.717,0.6,0.2
10.78,1.859,1.659,0.723,0.6,0.2
10.8,1.856,1.656,0.73,0.6,0.2
10.82,1.854,1.654,0.735,0.6,0.2
10.84,1.851,1.651,0.738,0.6,0.2
10.86,1.849,1.649,0.744,0.6,0.2
10.88,1.846,1.646,0.747,0.6,0.2
10.9,1.844,1.644,0.75,0.6,0.2
10.92,1.841,1.641,0.754,0.6,0.2
10.94,1.839,1.639,0.756,0.6,0.2
10.96,1.836,1.636,0.757,0.6,0.2
10.98,1.833,1.633,0.759,0.6,0.2
11.0,1.831,1.631,0.761,0.6,0.2
11.02,1.828,1.628,0.761,0.6,0.2
11.04,1.826,1.626,0.761,0.6,0.2
11.06,1.823,1.623,0.759,0.6,0.2
11.08,1.821,1.621,0.757,0.6,0.2
11.1,1.818,1.618,0.756,0.6,0.2
11.12,1.816,1.616,0.752,0.6,0.2
11.14,1.814,1.614,0.749,0.6,0.2
11.16,1.811,1.611,0.745,0.6,0.2
