Tiempo ,YAW,PITCH,E_YAW,E_PITCH
-0.4,0.0,0.0,0.0,0.0
-0.38,0.0,0.0,0.0,0.0
-0.36,0.0,0.0,0.0,0.0
-0.34,0.0,0.0,0.0,0.0
-0.32,0.0,0.0,0.0,0.0
-0.3,0.0,0.0,0.0,0.0
-0.28,0.0,0.0,0.0,0.0
-0.26,0.0,0.0,0.0,0.0
-0.24,0.0,0.0,0.0,0.0
-0.22,0.0,0.0,0.0,0.0
-0.2,0.0,0.0,0.0,0.0
-0.18,0.0,0.0,0.0,0.0
-0.16,0.0,0.0,0.0,0.0
-0.14,0.0,0.0,0.0,0.0
-0.12,0.0,0.0,0.0,0.0
-0.1,0.0,0.0,0.0,0.0
-0.08,0.0,0.0,0.0,0.0
-0.06,0.0,0.0,0.0,0.0
-0.04,0.0,0.0,0.0,0.0
-0.02,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,18.7
0.06,0.0,0.0,0.0,18.7
0.08,0.002,0.0,0.0,18.7
0.1,0.002,0.0,0.0,18.7
0.12,0.003,0.0,0.0,18.7
0.14,0.005,0.0,0.0,18.7
0.16,0.009,0.0,0.0,18.7
0.18,0.01,0.0,0.0,18.7
0.2,0.012,0.0,0.0,18.7
0.22,0.014,0.0,0.0,18.7
0.24,0.016,0.002,0.0,18.7
0.26,0.019,0.002,0.0,18.7
0.28,0.023,0.007,0.0,18.7
0.3,0.024,0.01,0.0,18.7
0.32,0.028,0.016,0.0,18.7
0.34,0.03,0.021,0.0,18.7
0.36,0.033,0.024,0.0,18.7
0.38,0.035,0.031,0.0,18.7
0.4,0.038,0.037,0.0,18.7
0.42,0.042,0.042,0.0,18.7
0.44,0.045,0.049,0.0,18.7
0.46,0.049,0.054,0.0,18.7
0.48,0.052,0.063,0.0,18.7
0.5,0.056,0.07,0.0,18.7
0.52,0.059,0.077,0.0,18.7
0.54,0.063,0.084,0.0,18.7
0.56,0.066,0.093,0.0,18.7
0.58,0.07,0.101,0.0,18.7
0.6,0.073,0.11,0.0,18.7
0.62,0.077,0.12,0.0,18.7
0.64,0.08,0.133,0.0,18.7
0.66,0.084,0.136,0.0,18.7
0.68,0.089,0.15,0.0,18.7
0.7,0.093,0.161,0.0,18.7
0.72,0.096,0.173,0.0,18.7
0.74,0.099,0.187,0.0,18.7
0.76,0.103,0.197,0.0,18.7
0.78,0.108,0.208,0.0,18.7
0.8,0.112,0.222,0.0,18.7
0.82,0.115,0.234,0.0,18.7
0.84,0.12,0.248,0.0,18.7
0.86,0.124,0.253,0.0,18.7
0.88,0.129,0.267,0.0,18.7
0.9,0.133,0.286,0.0,18.7
0.92,0.138,0.293,0.0,18.7
0.94,0.141,0.312,0.0,18.7
0.96,0.147,0.326,0.0,18.7
0.98,0.152,0.34,0.0,18.7
1.0,0.155,0.347,0.0,18.7
1.02,0.161,0.361,0.0,18.7
1.04,0.164,0.375,0.0,18.7
1.06,0.169,0.396,0.0,18.7
1.08,0.175,0.41,0.0,18.7
1.1,0.178,0.417,0.0,18.7
1.12,0.183,0.438,0.0,18.7
1.14,0.187,0.454,0.0,18.7
1.16,0.192,0.461,0.0,18.7
1.18,0.197,0.471,0.0,18.7
1.2,0.202,0.496,0.0,18.7
1.22,0.208,0.51,0.0,18.7
1.24,0.213,0.517,0.0,18.7
1.26,0.218,0.538,0.0,18.7
1.28,0.222,0.548,0.0,18.7
1.3,0.229,0.565,0.0,18.7
1.32,0.234,0.572,0.0,18.7
1.34,0.239,0.586,0.0,18.7
1.36,0.244,0.6,0.0,18.7
1.38,0.25,0.621,0.0,18.7
1.4,0.255,0.627,0.0,18.7
1.42,0.26,0.641,0.0,18.7
1.44,0.265,0.654,0.0,18.7
1.46,0.272,0.674,0.0,18.7
1.48,0.278,0.681,0.0,18.7
1.5,0.283,0.693,0.0,18.7
1.52,0.288,0.705,0.0,18.7
1.54,0.295,0.717,0.0,18.7
1.56,0.3,0.73,0.0,18.7
1.58,0.307,0.742,0.0,18.7
1.6,0.312,0.754,0.0,18.7
1.62,0.319,0.766,0.0,18.7
1.64,0.325,0.777,0.0,18.7
1.66,0.332,0.789,0.0,18.7
1.68,0.339,0.799,0.0,18.7
1.7,0.346,0.81,0.0,18.7
1.72,0.351,0.82,0.0,18.7
1.74,0.358,0.831,0.0,18.7
1.76,0.365,0.836,0.0,18.7
1.78,0.372,0.852,0.0,18.7
1.8,0.379,0.857,0.0,18.7
1.82,0.386,0.871,0.0,18.7
1.84,0.393,0.88,0.0,18.7
1.86,0.401,0.89,0.0,18.7
1.88,0.408,0.899,0.0,18.7
1.9,0.415,0.908,0.0,18.7
1.92,0.422,0.915,0.0,18.7
1.94,0.431,0.923,0.0,18.7
1.96,0.438,0.932,0.0,18.7
1.98,0.445,0.939,0.0,18.7
2.0,0.454,0.946,0.0,18.7
2.02,0.461,0.953,0.0,18.7
2.04,0.469,0.96,0.0,18.7
2.06,0.478,0.967,0.0,18.7
2.08,0.485,0.972,0.0,18.7
2.1,0.494,0.979,0.0,18.7
2.12,0.503,0.984,0.0,18.7
2.14,0.511,0.99,0.0,18.7
2.16,0.52,0.995,0.0,18.7
2.18,0.529,1.0,0.0,18.7
2.2,0.538,1.004,0.0,18.7
2.22,0.546,1.009,0.0,18.7
2.24,0.555,1.012,0.0,18.7
2.26,0.564,1.016,0.0,18.7
2.28,0.572,1.019,0.0,18.7
2.3,0.583,1.023,0.0,18.7
2.32,0.592,1.026,0.0,18.7
2.34,0.6,1.03,0.0,18.7
2.36,0.609,1.031,0.0,18.7
2.38,0.62,1.035,0.0,18.7
2.4,0.628,1.035,0.0,18.7
2.42,0.639,1.04,0.0,18.7
2.44,0.648,1.042,0.0,18.7
2.46,0.658,1.042,0.0,18.7
2.48,0.667,1.044,0.0,18.7
2.5,0.677,1.045,0.0,18.7
2.52,0.686,1.045,0.0,18.7
2.54,0.696,1.047,0.0,18.7
2.56,0.707,1.047,0.0,18.7
2.58,0.716,1.047,0.0,18.7
2.6,0.726,1.047,0.0,18.7
2.62,0.737,1.047,0.0,18.7
2.64,0.747,1.047,0.0,18.7
2.66,0.756,1.047,0.0,18.7
2.68,0.766,1.049,0.0,18.7
2.7,0.777,1.047,0.0,18.7
2.72,0.787,1.047,0.0,18.7
2.74,0.798,1.045,0.0,18.7
2.76,0.806,1.044,0.0,18.7
2.78,0.817,1.042,0.0,18.7
2.8,0.827,1.04,0.0,18.7
2.82,0.838,1.038,0.0,18.7
2.84,0.848,1.037,0.0,18.7
2.86,0.857,1.033,0.0,18.7
2.88,0.867,1.031,0.0,18.7
2.9,0.878,1.028,0.0,18.7
2.92,0.888,1.025,0.0,18.7
2.94,0.899,1.025,0.0,18.7
2.96,0.909,1.019,0.0,18.7
2.98,0.92,1.018,0.0,18.7
3.0,0.93,1.012,0.0,18.7
3.02,0.941,1.011,0.0,18.7
3.04,0.951,1.007,0.0,18.7
3.06,0.962,1.004,0.0,18.7
3.08,0.972,0.998,0.0,18.7
3.1,0.981,0.995,0.0,18.7
3.12,0.991,0.99,0.0,18.7
3.14,1.002,0.986,0.0,18.7
3.16,1.012,0.984,0.0,18.7
3.18,1.023,0.979,0.0,18.7
3.2,1.033,0.976,0.0,18.7
3.22,1.044,0.969,0.0,18.7
3.24,1.054,0.965,0.0,18.7
3.26,1.065,0.96,0.0,18.7
3.28,1.075,0.955,0.0,18.7
3.3,1.086,0.949,0.0,18.7
3.32,1.096,0.942,0.0,18.7
3.34,1.107,0.939,0.0,18.7
3.36,1.117,0.934,0.0,18.7
3.38,1.127,0.929,0.0,18.7
3.4,1.136,0.923,0.0,18.7
3.42,1.147,0.922,0.0,18.7
3.44,1.157,0.913,0.0,18.7
3.46,1.168,0.909,0.0,18.7
3.48,1.178,0.901,0.0,18.7
3.5,1.189,0.895,0.0,18.7
3.52,1.199,0.89,0.0,18.7
3.54,1.21,0.883,0.0,18.7
3.56,1.22,0.878,0.0,18.7
3.58,1.23,0.871,0.0,18.7
3.6,1.241,0.866,0.0,18.7
3.62,1.251,0.862,0.0,18.7
3.64,1.262,0.855,0.0,18.7
3.66,1.272,0.848,0.0,18.7
3.68,1.283,0.84,0.0,18.7
3.7,1.293,0.836,0.0,18.7
3.72,1.304,0.829,0.0,18.7
3.74,1.314,0.824,0.0,18.7
3.76,1.323,0.815,0.0,18.7
3.78,1.333,0.808,0.0,18.7
3.8,1.344,0.805,0.0,18.7
3.82,1.354,0.798,0.0,18.7
3.84,1.365,0.789,0.0,18.7
3.86,1.375,0.784,0.0,18.7
3.88,1.386,0.777,0.0,18.7
3.9,1.396,0.773,0.0,18.7
3.92,1.407,0.764,0.0,18.7
3.94,1.417,0.759,0.0,18.7
3.96,1.428,0.752,0.0,18.7
3.98,1.438,0.745,0.0,18.7
4.0,1.449,0.74,0.0,18.7
4.02,1.459,0.735,0.0,18.7
4.04,1.47,0.726,0.0,18.7
4.06,1.478,0.719,0.0,18.7
4.08,1.489,0.716,0.0,18.7
4.1,1.499,0.703,0.0,18.7
4.12,1.51,0.7,0.0,18.7
4.14,1.52,0.698,0.0,18.7
4.16,1.531,0.688,0.0,18.7
4.18,1.541,0.681,0.0,18.7
4.2,1.552,0.675,0.0,18.7
4.22,1.562,0.668,0.0,18.7
4.24,1.573,0.663,0.0,18.7
4.26,1.583,0.656,0.0,18.7
4.28,1.595,0.651,0.0,18.7
4.3,1.606,0.644,0.0,18.7
4.32,1.616,0.639,0.0,18.7
4.34,1.627,0.632,0.0,18.7
4.36,1.637,0.628,0.0,18.7
4.38,1.648,0.623,0.0,18.7
4.4,1.658,0.616,0.0,18.7
4.42,1.669,0.609,0.0,18.7
4.44,1.681,0.604,0.0,18.7
4.46,1.691,0.599,0.0,18.7
4.48,1.702,0.593,0.0,18.7
4.5,1.712,0.586,0.0,18.7
4.52,1.724,0.581,0.0,18.7
4.54,1.735,0.576,0.0,18.7
4.56,1.745,0.571,0.0,18.7
4.58,1.758,0.567,0.0,18.7
4.6,1.768,0.562,0.0,18.7
4.62,1.778,0.557,0.0,18.7
4.64,1.791,0.553,0.0,18.7
4.66,1.801,0.548,0.0,18.7
4.68,1.812,0.543,0.0,18.7
4.7,1.824,0.539,0.0,18.7
4.72,1.834,0.532,0.0,18.7
4.74,1.847,0.529,0.0,18.7
4.76,1.857,0.524,0.0,18.7
4.78,1.869,0.52,0.0,18.7
4.8,1.881,0.517,0.0,18.7
4.82,1.892,0.515,0.0,18.7
4.84,1.904,0.51,0.0,18.7
4.86,1.916,0.506,0.0,18.7
4.88,1.927,0.503,0.0,18.7
4.9,1.939,0.499,0.0,18.7
4.92,1.951,0.496,0.0,18.7
4.94,1.963,0.492,0.0,18.7
4.96,1.974,0.489,0.0,18.7
4.98,1.986,0.483,0.0,18.7
5.0,1.998,0.482,0.0,18.7
5.02,2.011,0.482,0.0,18.7
5.04,2.023,0.476,0.0,18.7
5.06,2.035,0.475,0.0,18.7
5.08,2.047,0.471,0.0,18.7
5.1,2.059,0.471,0.0,18.7
5.12,2.072,0.468,0.0,18.7
5.14,2.084,0.464,0.0,18.7
5.16,2.096,0.464,0.0,18.7
5.18,2.108,0.461,0.0,18.7
5.2,2.121,0.459,0.0,18.7
5.22,2.133,0.457,0.0,18.7
5.24,2.145,0.456,0.0,18.7
5.26,2.159,0.454,0.0,18.7
5.28,2.171,0.454,0.0,18.7
5.3,2.183,0.452,0.0,18.7
5.32,2.196,0.452,0.0,18.7
5.34,2.21,0.45,0.0,18.7
5.36,2.222,0.45,0.0,18.7
5.38,2.236,0.45,0.0,18.7
5.4,2.248,0.449,0.0,18.7
5.42,2.26,0.449,0.0,18.7
5.44,2.274,0.449,0.0,18.7
5.46,2.286,0.449,0.0,18.7
5.48,2.3,0.449,0.0,18.7
5.5,2.314,0.447,0.0,18.7
5.52,2.327,0.447,0.0,18.7
5.54,2.34,0.447,0.0,18.7
5.56,2.353,0.447,0.0,18.7
5.58,2.367,0.449,0.0,18.7
5.6,2.381,0.45,0.0,18.7
5.62,2.393,0.45,0.0,18.7
5.64,2.407,0.452,0.0,18.7
5.66,2.421,0.454,0.0,18.7
5.68,2.435,0.454,0.0,18.7
5.7,2.449,0.456,0.0,18.7
5.72,2.461,0.457,0.0,18.7
5.74,2.475,0.459,0.0,18.7
5.76,2.489,0.461,0.0,18.7
5.78,2.503,0.463,0.0,18.7
5.8,2.517,0.464,0.0,18.7
5.82,2.531,0.466,0.0,18.7
5.84,2.543,0.468,0.0,18.7
5.86,2.557,0.469,0.0,18.7
5.88,2.571,0.473,0.0,18.7
5.9,2.585,0.475,0.0,18.7
5.92,2.599,0.476,0.0,18.7
5.94,2.613,0.48,0.0,18.7
5.96,2.627,0.48,0.0,18.7
5.98,2.641,0.483,0.0,18.7
6.0,2.655,0.487,0.0,18.7
6.02,2.669,0.489,0.0,18.7
6.04,2.683,0.492,0.0,18.7
6.06,2.697,0.496,0.0,18.7
6.08,2.71,0.496,0.0,18.7
6.1,2.724,0.501,0.0,18.7
6.12,2.738,0.503,0.0,18.7
6.14,2.752,0.506,0.0,18.7
6.16,2.766,0.51,0.0,18.7
6.18,2.78,0.511,0.0,18.7
6.2,2.794,0.515,0.0,18.7
6.22,2.808,0.515,0.0,18.7
6.24,2.822,0.52,0.0,18.7
6.26,2.836,0.524,0.0,18.7
6.28,2.852,0.525,0.0,18.7
6.3,2.866,0.529,0.0,18.7
6.32,2.88,0.534,0.0,18.7
6.34,2.894,0.536,0.0,18.7
6.36,2.908,0.538,0.0,18.7
6.38,2.922,0.541,0.0,18.7
6.4,2.936,0.545,0.0,18.7
6.42,2.95,0.546,0.0,18.7
6.44,2.965,0.55,0.0,18.7
6.46,2.979,0.553,0.0,18.7
6.48,2.993,0.555,0.0,18.7
6.5,3.007,0.56,0.0,18.7
6.52,3.021,0.56,0.0,18.7
6.54,3.035,0.565,0.0,18.7
6.56,3.051,0.567,0.0,18.7
6.58,3.065,0.569,0.0,18.7
6.6,3.079,0.574,0.0,18.7
6.62,3.094,0.574,0.0,18.7
6.64,3.108,0.579,0.0,18.7
6.66,3.122,0.581,0.0,18.7
6.68,3.136,0.581,0.0,18.7
6.7,3.152,0.586,0.0,18.7
6.72,3.166,0.588,0.0,18.7
6.74,3.18,0.592,0.0,18.7
6.76,3.196,0.593,0.0,18.7
6.78,3.21,0.597,0.0,18.7
6.8,3.225,0.599,0.0,18.7
6.82,3.239,0.6,0.0,18.7
6.84,3.255,0.602,0.0,18.7
6.86,3.269,0.604,0.0,18.7
6.88,3.285,0.607,0.0,18.7
6.9,3.299,0.609,0.0,18.7
6.92,3.313,0.611,0.0,18.7
6.94,3.328,0.614,0.0,18.7
6.96,3.344,0.614,0.0,18.7
6.98,3.358,0.616,0.0,18.7
7.0,3.374,0.618,0.0,18.7
7.02,3.388,0.62,0.0,18.7
7.04,3.403,0.621,0.0,18.7
7.06,3.419,0.623,0.0,18.7
7.08,3.433,0.625,0.0,18.7
7.1,3.449,0.627,0.0,18.7
7.12,3.464,0.627,0.0,18.7
7.14,3.48,0.628,0.0,18.7
7.16,3.496,0.63,0.0,18.7
7.18,3.51,0.63,0.0,18.7
7.2,3.526,0.632,0.0,18.7
7.22,3.541,0.632,0.0,18.7
7.24,3.557,0.632,0.0,18.7
7.26,3.573,0.634,0.0,18.7
7.28,3.588,0.634,0.0,18.7
7.3,3.604,0.635,0.0,18.7
7.32,3.62,0.635,0.0,18.7
7.34,3.636,0.635,0.0,18.7
7.36,3.651,0.635,0.0,18.7
7.38,3.667,0.637,0.0,18.7
7.4,3.683,0.637,0.0,18.7
7.42,3.698,0.637,0.0,18.7
7.44,3.714,0.637,0.0,18.7
7.46,3.73,0.637,0.0,18.7
7.48,3.747,0.637,0.0,18.7
7.5,3.763,0.639,0.0,18.7
7.52,3.779,0.639,0.0,18.7
7.54,3.794,0.639,0.0,18.7
7.56,3.812,0.639,0.0,18.7
7.58,3.828,0.637,0.0,18.7
7.6,3.843,0.637,0.0,18.7
7.62,3.861,0.637,0.0,18.7
7.64,3.876,0.635,0.0,18.7
7.66,3.894,0.635,0.0,18.7
7.68,3.91,0.634,0.0,18.7
7.7,3.925,0.634,0.0,18.7
7.72,3.943,0.632,0.0,18.7
7.74,3.958,0.632,0.0,18.7
7.76,3.976,0.63,0.0,18.7
7.78,3.993,0.63,0.0,18.7
7.8,4.009,0.63,0.0,18.7
7.82,4.026,0.628,0.0,18.7
7.84,4.042,0.628,0.0,18.7
7.86,4.06,0.627,0.0,18.7
7.88,4.077,0.627,0.0,18.7
7.9,4.095,0.625,0.0,18.7
7.92,4.11,0.623,0.0,18.7
7.94,4.128,0.623,0.0,18.7
7.96,4.145,0.621,0.0,18.7
7.98,4.163,0.621,0.0,18.7
8.0,4.18,0.62,0.0,18.7
8.02,4.198,0.62,0.0,18.7
8.04,4.213,0.618,0.0,18.7
8.06,4.231,0.618,0.0,18.7
8.08,4.248,0.616,0.0,18.7
8.1,4.266,0.614,0.0,18.7
8.12,4.283,0.614,0.0,18.7
8.14,4.3,0.613,0.0,18.7
8.16,4.318,0.611,0.0,18.7
8.18,4.335,0.611,0.0,18.7
8.2,4.355,0.609,0.0,18.7
8.22,4.372,0.609,0.0,18.7
8.24,4.39,0.607,0.0,18.7
8.26,4.407,0.606,0.0,18.7
8.28,4.424,0.606,0.0,18.7
8.3,4.442,0.604,0.0,18.7
8.32,4.461,0.602,0.0,18.7
8.34,4.479,0.602,0.0,18.7
8.36,4.496,0.6,0.0,18.7
8.38,4.515,0.599,0.0,18.7
8.4,4.533,0.599,0.0,18.7
8.42,4.55,0.597,0.0,18.7
8.44,4.569,0.597,0.0,18.7
8.46,4.587,0.595,0.0,18.7
8.48,4.606,0.595,0.0,18.7
8.5,4.623,0.593,0.0,18.7
8.52,4.643,0.592,0.0,18.7
8.54,4.66,0.592,0.0,18.7
8.56,4.679,0.59,0.0,18.7
8.58,4.697,0.59,0.0,18.7
8.6,4.716,0.588,0.0,18.7
8.62,4.735,0.588,0.0,18.7
8.64,4.753,0.586,0.0,18.7
8.66,4.772,0.586,0.0,18.7
8.68,4.791,0.586,0.0,18.7
8.7,4.808,0.585,0.0,18.7
8.72,4.828,0.583,0.0,18.7
8.74,4.847,0.583,0.0,18.7
8.76,4.866,0.583,0.0,18.7
8.78,4.885,0.581,0.0,18.7
8.8,4.904,0.581,0.0,18.7
8.82,4.924,0.579,0.0,18.7
8.84,4.943,0.579,0.0,18.7
8.86,4.962,0.579,0.0,18.7
8.88,4.981,0.578,0.0,18.7
8.9,5.0,0.578,0.0,18.7
8.92,5.02,0.578,0.0,18.7
8.94,5.039,0.576,0.0,18.7
8.96,5.058,0.576,0.0,18.7
8.98,5.077,0.576,0.0,18.7
9.0,5.096,0.574,0.0,18.7
9.02,5.116,0.574,0.0,18.7
9.04,5.137,0.574,0.0,18.7
9.06,5.156,0.574,0.0,18.7
9.08,5.175,0.572,0.0,18.7
9.1,5.194,0.572,0.0,18.7
9.12,5.215,0.572,0.0,18.7
9.14,5.234,0.572,0.0,18.7
9.16,5.255,0.572,0.0,18.7
9.18,5.274,0.571,0.0,18.7
9.2,5.294,0.571,0.0,18.7
9.22,5.315,0.571,0.0,18.7
9.24,5.334,0.571,0.0,18.7
9.26,5.355,0.571,0.0,18.7
9.28,5.374,0.571,0.0,18.7
9.3,5.395,0.571,0.0,18.7
9.32,5.416,0.571,0.0,18.7
9.34,5.435,0.571,0.0,18.7
9.36,5.456,0.571,0.0,18.7
9.38,5.477,0.571,0.0,18.7
9.4,5.496,0.571,0.0,18.7
9.42,5.517,0.571,0.0,18.7
9.44,5.538,0.571,0.0,18.7
9.46,5.559,0.571,0.0,18.7
9.48,5.58,0.571,0.0,18.7
9.5,5.599,0.571,0.0,18.7
9.52,5.62,0.571,0.0,18.7
9.54,5.641,0.571,0.0,18.7
9.56,5.662,0.571,0.0,18.7
9.58,5.683,0.571,0.0,18.7
9.6,5.704,0.571,0.0,18.7
9.62,5.725,0.569,0.0,18.7
9.64,5.746,0.569,0.0,18.7
9.66,5.767,0.569,0.0,18.7
9.68,5.788,0.569,0.0,18.7
9.7,5.808,0.569,0.0,18.7
9.72,5.829,0.571,0.0,18.7
9.74,5.85,0.571,0.0,18.7
9.76,5.871,0.571,0.0,18.7
9.78,5.892,0.571,0.0,18.7
9.8,5.913,0.572,0.0,18.7
9.82,5.936,0.572,0.0,18.7
9.84,5.957,0.572,0.0,18.7
9.86,5.978,0.572,0.0,18.7
9.88,5.999,0.572,0.0,18.7
9.9,6.021,0.574,0.0,18.7
9.92,6.042,0.574,0.0,18.7
9.94,6.063,0.574,0.0,18.7
9.96,6.086,0.574,0.0,18.7
9.98,6.107,0.574,0.0,18.7
10.0,6.128,0.576,0.0,18.7
10.02,6.151,0.576,0.0,18.7
10.04,6.171,0.576,0.0,18.7
10.06,6.192,0.576,0.0,18.7
10.08,6.215,0.576,0.0,18.7
10.1,6.236,0.578,0.0,18.7
10.12,6.259,0.578,0.0,18.7
10.14,6.28,0.578,0.0,18.7
10.16,6.302,0.578,0.0,18.7
10.18,6.323,0.578,0.0,18.7
10.2,6.346,0.578,0.0,18.7
10.22,6.367,0.579,0.0,18.7
10.24,6.39,0.579,0.0,18.7
10.26,6.411,0.579,0.0,18.7
10.28,6.433,0.579,0.0,18.7
10.3,6.456,0.579,0.0,18.7
10.32,6.477,0.579,0.0,18.7
10.34,6.5,0.579,0.0,18.7
10.36,6.522,0.579,0.0,18.7
10.38,6.545,0.579,0.0,18.7
10.4,6.566,0.579,0.0,18.7
10.42,6.589,0.579,0.0,18.7
10.44,6.611,0.579,0.0,18.7
10.46,6.634,0.581,0.0,18.7
10.48,6.657,0.581,0.0,18.7
10.5,6.679,0.581,0.0,18.7
10.52,6.702,0.581,0.0,18.7
10.54,6.723,0.581,0.0,18.7
10.56,6.746,0.581,0.0,18.7
10.58,6.768,0.581,0.0,18.7
10.6,6.791,0.581,0.0,18.7
10.62,6.814,0.581,0.0,18.7
10.64,6.836,0.581,0.0,18.7
10.66,6.859,0.581,0.0,18.7
10.68,6.882,0.581,0.0,18.7
10.7,6.905,0.581,0.0,18.7
10.72,6.927,0.581,0.0,18.7
10.74,6.95,0.581,0.0,18.7
10.76,6.973,0.581,0.0,18.7
10.78,6.995,0.581,0.0,18.7
10.8,7.018,0.583,0.0,18.7
10.82,7.042,0.583,0.0,18.7
10.84,7.065,0.583,0.0,18.7
10.86,7.088,0.581,0.0,18.7
10.88,7.11,0.581,0.0,18.7
10.9,7.133,0.581,0.0,18.7
10.92,7.156,0.581,0.0,18.7
10.94,7.18,0.581,0.0,18.7
10.96,7.203,0.583,0.0,18.7
10.98,7.226,0.583,0.0,18.7
11.0,7.248,0.581,0.0,18.7
11.02,7.271,0.581,0.0,18.7
11.04,7.295,0.581,0.0,18.7
11.06,7.318,0.581,0.0,18.7
11.08,7.341,0.581,0.0,18.7
11.1,7.364,0.581,0.0,18.7
11.12,7.386,0.581,0.0,18.7
11.14,7.411,0.581,0.0,18.7
11.16,7.433,0.581,0.0,18.7
11.18,7.456,0.581,0.0,18.7
11.2,7.479,0.581,0.0,18.7
11.22,7.503,0.581,0.0,18.7
11.24,7.526,0.581,0.0,18.7
11.26,7.549,0.581,0.0,18.7
11.28,7.573,0.581,0.0,18.7
11.3,7.596,0.581,0.0,18.7
11.32,7.618,0.583,0.0,18.7
11.34,7.643,0.583,0.0,18.7
11.36,7.665,0.583,0.0,18.7
11.38,7.688,0.583,0.0,18.7
11.4,7.713,0.583,0.0,18.7
11.42,7.735,0.585,0.0,18.7
11.44,7.76,0.583,0.0,18.7
11.46,7.782,0.583,0.0,18.7
11.48,7.807,0.585,0.0,18.7
11.5,7.83,0.585,0.0,18.7
11.52,7.852,0.585,0.0,18.7
11.54,7.877,0.585,0.0,18.7
11.56,7.899,0.585,0.0,18.7
11.58,7.924,0.585,0.0,18.7
11.6,7.946,0.585,0.0,18.7
11.62,7.971,0.585,0.0,18.7
11.64,7.994,0.585,0.0,18.7
11.66,8.018,0.585,0.0,18.7
11.68,8.041,0.585,0.0,18.7
11.7,8.065,0.585,0.0,18.7
11.72,8.09,0.585,0.0,18.7
11.74,8.112,0.585,0.0,18.7
11.76,8.137,0.585,0.0,18.7
11.78,8.159,0.585,0.0,18.7
11.8,8.184,0.585,0.0,18.7
11.82,8.208,0.585,0.0,18.7
11.84,8.231,0.585,0.0,18.7
11.86,8.255,0.585,0.0,18.7
11.88,8.278,0.585,0.0,18.7
11.9,8.303,0.585,0.0,18.7
11.92,8.327,0.585,0.0,18.7
11.94,8.35,0.585,0.0,18.7
11.96,8.374,0.585,0.0,18.7
11.98,8.399,0.585,0.0,18.7
12.0,8.421,0.585,0.0,18.7
12.02,8.446,0.585,0.0,18.7
12.04,8.47,0.585,6.0,18.7
12.06,8.495,0.585,6.0,18.7
12.08,8.517,0.585,6.0,18.7
12.1,8.542,0.583,6.0,18.7
12.12,8.566,0.583,6.0,18.7
12.14,8.591,0.583,6.0,18.7
12.16,8.613,0.583,6.0,18.7
12.18,8.638,0.583,6.0,18.7
12.2,8.662,0.581,6.0,18.7
12.22,8.685,0.581,6.0,18.7
12.24,8.709,0.581,6.0,18.7
12.26,8.732,0.579,6.0,18.7
12.28,8.756,0.579,6.0,18.7
12.3,8.779,0.579,6.0,18.7
12.32,8.803,0.578,6.0,18.7
12.34,8.826,0.578,6.0,18.7
12.36,8.849,0.578,6.0,18.7
12.38,8.872,0.576,6.0,18.7
12.4,8.894,0.576,6.0,18.7
12.42,8.917,0.576,6.0,18.7
12.44,8.94,0.576,6.0,18.7
12.46,8.962,0.574,6.0,18.7
12.48,8.985,0.574,6.0,18.7
12.5,9.008,0.574,6.0,18.7
12.52,9.03,0.572,6.0,18.7
12.54,9.051,0.572,6.0,18.7
12.56,9.074,0.572,6.0,18.7
12.58,9.095,0.572,6.0,18.7
12.6,9.116,0.572,6.0,18.7
12.62,9.139,0.571,6.0,18.7
12.64,9.159,0.571,6.0,18.7
12.66,9.18,0.571,6.0,18.7
12.68,9.201,0.571,6.0,18.7
12.7,9.222,0.571,6.0,18.7
12.72,9.243,0.569,6.0,18.7
12.74,9.264,0.569,6.0,18.7
12.76,9.283,0.569,6.0,18.7
12.78,9.304,0.569,6.0,18.7
12.8,9.324,0.569,6.0,18.7
12.82,9.344,0.569,6.0,18.7
12.84,9.364,0.569,6.0,18.7
12.86,9.383,0.569,6.0,18.7
12.88,9.404,0.569,6.0,18.7
12.9,9.423,0.569,6.0,18.7
12.92,9.442,0.569,6.0,18.7
12.94,9.461,0.569,6.0,18.7
12.96,9.481,0.569,6.0,18.7
12.98,9.498,0.569,6.0,18.7
13.0,9.517,0.569,6.0,18.7
13.02,9.536,0.567,6.0,18.7
13.04,9.554,0.567,6.0,18.7
13.06,9.573,0.567,6.0,18.7
13.08,9.591,0.567,6.0,18.7
13.1,9.608,0.567,6.0,18.7
13.12,9.625,0.567,6.0,18.7
13.14,9.643,0.567,6.0,18.7
13.16,9.66,0.569,6.0,18.7
13.18,9.678,0.569,6.0,18.7
13.2,9.695,0.569,6.0,18.7
13.22,9.713,0.569,6.0,18.7
13.24,9.73,0.569,6.0,18.7
13.26,9.748,0.569,6.0,18.7
13.28,9.763,0.571,6.0,18.7
13.3,9.781,0.571,6.0,18.7
13.32,9.797,0.571,6.0,18.7
13.34,9.812,0.571,6.0,18.7
13.36,9.83,0.571,6.0,18.7
13.38,9.845,0.571,6.0,18.7
13.4,9.861,0.572,6.0,18.7
13.42,9.877,0.572,6.0,18.7
13.44,9.893,0.572,6.0,18.7
13.46,9.908,0.572,6.0,18.7
13.48,9.924,0.572,6.0,18.7
13.5,9.938,0.572,6.0,18.7
13.52,9.954,0.572,6.0,18.7
